file_name,stem,full_path,relative_path,length,title,doi_count,doi_list,id_count,ids,equation_like_count,theorem_env_count,bridge_score,sha256,already_in_peer_review,promotion_priority
TZP_OO_V1_S06_Mechanistic_Causality_and_Constraint_Propagation_v1_0.tex,TZP_OO_V1_S06_Mechanistic_Causality_and_Constraint_Propagation_v1_0,D:\Tex\TEX_20260224_182530\TZP_OO_V1_S06_Mechanistic_Causality_and_Constraint_Propagation_v1_0.tex,TEX_20260224_182530\TZP_OO_V1_S06_Mechanistic_Causality_and_Constraint_Propagation_v1_0.tex,3346,TZP OO V1 S06 Mechanistic Causality and Constraint Propagation v1 0,0,,0,,0,0,6,097d9d523d404af46fe6bfe60db40b7bc5faf677aabef754348e073bf90f8e62,no,medium_candidate
TZP_OO_V1_S06_Mechanistic_Causality_and_Constraint_Propagation_v1_0_LATEX_CLEAN_v1_0.tex,TZP_OO_V1_S06_Mechanistic_Causality_and_Constraint_Propagation_v1_0_LATEX_CLEAN_v1_0,D:\Tex\TEX_20260224_182530\TZP_OO_V1_S06_Mechanistic_Causality_and_Constraint_Propagation_v1_0_LATEX_CLEAN_v1_0.tex,TEX_20260224_182530\TZP_OO_V1_S06_Mechanistic_Causality_and_Constraint_Propagation_v1_0_LATEX_CLEAN_v1_0.tex,5565,TZP OO V1 S06 Mechanistic Causality and Constraint Propagation v1 0 LATEX CLEAN v1 0,0,,0,,0,0,6,807e01b25508bd84a46d96bba82cb8a700a70d7afea43dcdb8be07db22eb712d,no,medium_candidate
id403.tex,id403,D:\Tex\TEX_20260224_182530\id403.tex,TEX_20260224_182530\id403.tex,1237,id403,0,,2,ID0005; ID0403,1,0,6,0170fbe005dac8bfa32ae55b8c42b9e4e40717420d6efa4f0becaddecc882239,no,medium_candidate
registry_entry_registry_id_0151_deterministic.tex,registry_entry_registry_id_0151_deterministic,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0151_deterministic.tex,TEX_20260224_182530\registry_entry_registry_id_0151_deterministic.tex,3901,registry entry registry id 0151 deterministic,0,,2,ID0002; ID0151,1,0,6,f6c82a7f8272353e385fa878a07e2d39cf71b1f290eef4af069e42237c5e63a9,no,medium_candidate
registry_entry_registry_id_0151_hybrid_draft.tex,registry_entry_registry_id_0151_hybrid_draft,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0151_hybrid_draft.tex,TEX_20260224_182530\registry_entry_registry_id_0151_hybrid_draft.tex,3899,registry entry registry id 0151 hybrid draft,0,,2,ID0002; ID0151,1,0,6,5e08f89aadcdf129b892af22167fc1c09c3f40c57c02187b96c24a6778769a54,no,medium_candidate
registry_entry_registry_id_0168_deterministic.tex,registry_entry_registry_id_0168_deterministic,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0168_deterministic.tex,TEX_20260224_182530\registry_entry_registry_id_0168_deterministic.tex,3469,registry entry registry id 0168 deterministic,0,,2,ID0002; ID0168,1,0,6,168836aec873129a4901f80266001fae91fcc066af603a2ce01aedec168306ef,no,medium_candidate
registry_entry_registry_id_0168_hybrid_draft.tex,registry_entry_registry_id_0168_hybrid_draft,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0168_hybrid_draft.tex,TEX_20260224_182530\registry_entry_registry_id_0168_hybrid_draft.tex,3467,registry entry registry id 0168 hybrid draft,0,,2,ID0002; ID0168,1,0,6,e00e61e4a8ca45a653f545b6c5b8435898e2352a8479c8593c5a178f77aafe63,no,medium_candidate
registry_entry_registry_id_0249_deterministic.tex,registry_entry_registry_id_0249_deterministic,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0249_deterministic.tex,TEX_20260224_182530\registry_entry_registry_id_0249_deterministic.tex,3478,registry entry registry id 0249 deterministic,0,,2,ID0002; ID0249,1,0,6,4b87b5d7f1315a23ac34c286fb891743465423f3dfbb18ce04475ec5dd3e5b09,no,medium_candidate
registry_entry_registry_id_0249_hybrid_draft.tex,registry_entry_registry_id_0249_hybrid_draft,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0249_hybrid_draft.tex,TEX_20260224_182530\registry_entry_registry_id_0249_hybrid_draft.tex,3476,registry entry registry id 0249 hybrid draft,0,,2,ID0002; ID0249,1,0,6,4344b31743885fee531ef10486af0c83ac0197f3539ec73e99d629234926b1b7,no,medium_candidate
registry_entry_registry_id_0393_deterministic.tex,registry_entry_registry_id_0393_deterministic,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0393_deterministic.tex,TEX_20260224_182530\registry_entry_registry_id_0393_deterministic.tex,3851,registry entry registry id 0393 deterministic,0,,2,ID0002; ID0393,1,0,6,0db972512698b89f9281fcc724a321a0e89485f0f4f82fab9fa829aa9cf49cd9,no,medium_candidate
registry_entry_registry_id_0393_hybrid_draft.tex,registry_entry_registry_id_0393_hybrid_draft,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0393_hybrid_draft.tex,TEX_20260224_182530\registry_entry_registry_id_0393_hybrid_draft.tex,3849,registry entry registry id 0393 hybrid draft,0,,2,ID0002; ID0393,1,0,6,dae8be0f9dab56e43fb6143afcd8a489224b6c703be59a8a898eab3fa9c82741,no,medium_candidate
symbol_table_tzp_v1_1.tex,symbol_table_tzp_v1_1,D:\Tex\TEX_20260224_182530\symbol_table_tzp_v1_1.tex,TEX_20260224_182530\symbol_table_tzp_v1_1.tex,1417,symbol table tzp v1 1,0,,0,,0,0,6,2d2c06678b1f05565aec358151ce679bce8cfa9ce9d78dc4f03040050279796a,no,medium_candidate
TZP_OO_V1_S06_Mechanistic_Causality_and_Constraint_Propagation_v1_0.tex,TZP_OO_V1_S06_Mechanistic_Causality_and_Constraint_Propagation_v1_0,D:\Tex\TZP_OO_V1_S06_Mechanistic_Causality_and_Constraint_Propagation_v1_0.tex,TZP_OO_V1_S06_Mechanistic_Causality_and_Constraint_Propagation_v1_0.tex,3346,TZP OO V1 S06 Mechanistic Causality and Constraint Propagation v1 0,0,,0,,0,0,6,097d9d523d404af46fe6bfe60db40b7bc5faf677aabef754348e073bf90f8e62,no,medium_candidate
TZP_OO_V1_S06_Mechanistic_Causality_and_Constraint_Propagation_v1_0_LATEX_CLEAN_v1_0.tex,TZP_OO_V1_S06_Mechanistic_Causality_and_Constraint_Propagation_v1_0_LATEX_CLEAN_v1_0,D:\Tex\TZP_OO_V1_S06_Mechanistic_Causality_and_Constraint_Propagation_v1_0_LATEX_CLEAN_v1_0.tex,TZP_OO_V1_S06_Mechanistic_Causality_and_Constraint_Propagation_v1_0_LATEX_CLEAN_v1_0.tex,5565,TZP OO V1 S06 Mechanistic Causality and Constraint Propagation v1 0 LATEX CLEAN v1 0,0,,0,,0,0,6,807e01b25508bd84a46d96bba82cb8a700a70d7afea43dcdb8be07db22eb712d,no,medium_candidate
00_Canon_01_TZP_Definition.tex,00_Canon_01_TZP_Definition,D:\Tex\TEX_20260224_182530\00_Canon_01_TZP_Definition.tex,TEX_20260224_182530\00_Canon_01_TZP_Definition.tex,1484,00 Canon 01 TZP Definition,0,,0,,0,1,5,8bc99139fe23d79a5e897feecf105dc7831a8ac46236b6f479f5767d633d3eed,no,medium_candidate
TZP_OO_Volume1_Master_with_LegalText_and_Metadata_v1_0_LOCKED.tex,TZP_OO_Volume1_Master_with_LegalText_and_Metadata_v1_0_LOCKED,D:\Tex\TEX_20260224_182530\TZP_OO_Volume1_Master_with_LegalText_and_Metadata_v1_0_LOCKED.tex,TEX_20260224_182530\TZP_OO_Volume1_Master_with_LegalText_and_Metadata_v1_0_LOCKED.tex,5636,Trawin Zero Point Opera Omnia (TZP--OO)\ I(,0,,0,,0,0,5,24b60039c571cfa3888d95871ca16f5308dc11bb5f00ad0c58e1fa06ba27172e,no,medium_candidate
id401.tex,id401,D:\Tex\TEX_20260224_182530\id401.tex,TEX_20260224_182530\id401.tex,1198,id401,0,,1,ID0401,1,0,5,7c3d7c669dacee9859c6928bd910790e4a0a81f21626cb4520c25496932c04af,no,medium_candidate
main.tex,main,D:\Tex\TEX_20260224_182530\main.tex,TEX_20260224_182530\main.tex,17851,"129,000",0,,0,,12,0,5,df56325f036eea2492a5f6b9cf014f56b30001617610cd6728b354cc86cfaffd,no,medium_candidate
registry_entry_registry_id_0003_hybrid_draft.tex,registry_entry_registry_id_0003_hybrid_draft,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0003_hybrid_draft.tex,TEX_20260224_182530\registry_entry_registry_id_0003_hybrid_draft.tex,4369,registry entry registry id 0003 hybrid draft,0,,2,ID0002; ID0003,1,0,5,e9b3bdb95edede998c51d1cf3dd243b35f60183b0641fbea3a6f03286ba9acc7,no,medium_candidate
registry_entry_registry_id_0022_deterministic.tex,registry_entry_registry_id_0022_deterministic,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0022_deterministic.tex,TEX_20260224_182530\registry_entry_registry_id_0022_deterministic.tex,3627,registry entry registry id 0022 deterministic,0,,2,ID0002; ID0022,1,0,5,438872c61b3d012cb4f0b43e73a68f7a321b7eff0f28d8dcbd3f88aaf768788a,no,medium_candidate
registry_entry_registry_id_0022_hybrid_draft.tex,registry_entry_registry_id_0022_hybrid_draft,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0022_hybrid_draft.tex,TEX_20260224_182530\registry_entry_registry_id_0022_hybrid_draft.tex,3625,registry entry registry id 0022 hybrid draft,0,,2,ID0002; ID0022,1,0,5,0f319cbdd46a2b46da6ab41b0d77c1045f7a3d3cbf6d58427e0df0ddf1a0f4ec,no,medium_candidate
registry_entry_registry_id_0025_deterministic.tex,registry_entry_registry_id_0025_deterministic,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0025_deterministic.tex,TEX_20260224_182530\registry_entry_registry_id_0025_deterministic.tex,3807,registry entry registry id 0025 deterministic,0,,2,ID0002; ID0025,1,0,5,6920e5a613f708538a3dbdcbfc25f57eb510c45a21558906b64fa062d34f633c,no,medium_candidate
registry_entry_registry_id_0025_hybrid_draft.tex,registry_entry_registry_id_0025_hybrid_draft,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0025_hybrid_draft.tex,TEX_20260224_182530\registry_entry_registry_id_0025_hybrid_draft.tex,3805,registry entry registry id 0025 hybrid draft,0,,2,ID0002; ID0025,1,0,5,e0a380211850f7acd87631e2050c38173907ecd13516ad541df34204d23db22a,no,medium_candidate
registry_entry_registry_id_0034_deterministic.tex,registry_entry_registry_id_0034_deterministic,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0034_deterministic.tex,TEX_20260224_182530\registry_entry_registry_id_0034_deterministic.tex,3854,registry entry registry id 0034 deterministic,0,,2,ID0002; ID0034,1,0,5,6110daf8905e26aa4ab9c1b1be542474c43f5d34b405a0e588c58010f0f44d39,no,medium_candidate
registry_entry_registry_id_0034_hybrid_draft.tex,registry_entry_registry_id_0034_hybrid_draft,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0034_hybrid_draft.tex,TEX_20260224_182530\registry_entry_registry_id_0034_hybrid_draft.tex,3852,registry entry registry id 0034 hybrid draft,0,,2,ID0002; ID0034,1,0,5,def284ef11ee6bbfc4979a08ed504860fd920f12f9632acdc8d6464a1b4406cf,no,medium_candidate
registry_entry_registry_id_0053_deterministic.tex,registry_entry_registry_id_0053_deterministic,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0053_deterministic.tex,TEX_20260224_182530\registry_entry_registry_id_0053_deterministic.tex,3821,registry entry registry id 0053 deterministic,0,,2,ID0002; ID0053,1,0,5,7c602923a8b630cef8d284de46949cdbf88b27f5fff17e51c7e92d8fd860daf2,no,medium_candidate
registry_entry_registry_id_0053_hybrid_draft.tex,registry_entry_registry_id_0053_hybrid_draft,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0053_hybrid_draft.tex,TEX_20260224_182530\registry_entry_registry_id_0053_hybrid_draft.tex,3819,registry entry registry id 0053 hybrid draft,0,,2,ID0002; ID0053,1,0,5,8e494870d01d2608e6e74e6c574c200d80898b9d7e099b0e677c9839e9257b3b,no,medium_candidate
registry_entry_registry_id_0153_deterministic.tex,registry_entry_registry_id_0153_deterministic,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0153_deterministic.tex,TEX_20260224_182530\registry_entry_registry_id_0153_deterministic.tex,3665,registry entry registry id 0153 deterministic,0,,2,ID0002; ID0153,1,0,5,fe5597873f53fbd2d52335f103c7bc1bc96f45466a60953cdc88d72c8021106e,no,medium_candidate
registry_entry_registry_id_0153_hybrid_draft.tex,registry_entry_registry_id_0153_hybrid_draft,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0153_hybrid_draft.tex,TEX_20260224_182530\registry_entry_registry_id_0153_hybrid_draft.tex,3663,registry entry registry id 0153 hybrid draft,0,,2,ID0002; ID0153,1,0,5,73f9a34071efacaec072dfc1b73edca2a057c81ac88abf1d2570e224a2cfc89d,no,medium_candidate
registry_entry_registry_id_0155_deterministic.tex,registry_entry_registry_id_0155_deterministic,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0155_deterministic.tex,TEX_20260224_182530\registry_entry_registry_id_0155_deterministic.tex,3742,registry entry registry id 0155 deterministic,0,,2,ID0002; ID0155,1,0,5,a91159f80c18da5296afee62cd715ad9e549cbac0dde6151861ca4442b632b25,no,medium_candidate
registry_entry_registry_id_0155_hybrid_draft.tex,registry_entry_registry_id_0155_hybrid_draft,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0155_hybrid_draft.tex,TEX_20260224_182530\registry_entry_registry_id_0155_hybrid_draft.tex,3740,registry entry registry id 0155 hybrid draft,0,,2,ID0002; ID0155,1,0,5,e2ca00b0cb05e181f3556e48b57d99f5c2709c4575914f174faaf6b66a221719,no,medium_candidate
registry_entry_registry_id_0167_deterministic.tex,registry_entry_registry_id_0167_deterministic,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0167_deterministic.tex,TEX_20260224_182530\registry_entry_registry_id_0167_deterministic.tex,3945,registry entry registry id 0167 deterministic,0,,2,ID0002; ID0167,1,0,5,6c0e0ba079468a4543e1deaeed4ebad58d76c5f7a20d08f0e72e6beb2532bbb9,no,medium_candidate
registry_entry_registry_id_0167_hybrid_draft.tex,registry_entry_registry_id_0167_hybrid_draft,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0167_hybrid_draft.tex,TEX_20260224_182530\registry_entry_registry_id_0167_hybrid_draft.tex,3943,registry entry registry id 0167 hybrid draft,0,,2,ID0002; ID0167,1,0,5,68adcfe1032d36280a28268dd8e1e7a4669874564ff872c59900ac37c24a1b09,no,medium_candidate
registry_entry_registry_id_0169_deterministic.tex,registry_entry_registry_id_0169_deterministic,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0169_deterministic.tex,TEX_20260224_182530\registry_entry_registry_id_0169_deterministic.tex,3494,registry entry registry id 0169 deterministic,0,,2,ID0002; ID0169,1,0,5,183bbf6b7527bcefa18840b6d823f95352f3134c915acfc065e536886fbd78f2,no,medium_candidate
registry_entry_registry_id_0169_hybrid_draft.tex,registry_entry_registry_id_0169_hybrid_draft,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0169_hybrid_draft.tex,TEX_20260224_182530\registry_entry_registry_id_0169_hybrid_draft.tex,3492,registry entry registry id 0169 hybrid draft,0,,2,ID0002; ID0169,1,0,5,38cdd71c6a22a29ec357e2b6eb2253a6df543e087042adf0c1fc38675c7f0259,no,medium_candidate
registry_entry_registry_id_0173_deterministic.tex,registry_entry_registry_id_0173_deterministic,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0173_deterministic.tex,TEX_20260224_182530\registry_entry_registry_id_0173_deterministic.tex,3760,registry entry registry id 0173 deterministic,0,,2,ID0002; ID0173,1,0,5,e06be134e32238334cd319f571400a23f121b5cf721c3cb7a2e0c479d20a1630,no,medium_candidate
registry_entry_registry_id_0173_hybrid_draft.tex,registry_entry_registry_id_0173_hybrid_draft,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0173_hybrid_draft.tex,TEX_20260224_182530\registry_entry_registry_id_0173_hybrid_draft.tex,3758,registry entry registry id 0173 hybrid draft,0,,2,ID0002; ID0173,1,0,5,0cf88cc2c66dbcc42b64bcf1d9a06ae374eb05bb3de328ff87143753f9f2a1c8,no,medium_candidate
registry_entry_registry_id_0257_deterministic.tex,registry_entry_registry_id_0257_deterministic,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0257_deterministic.tex,TEX_20260224_182530\registry_entry_registry_id_0257_deterministic.tex,3403,registry entry registry id 0257 deterministic,0,,2,ID0002; ID0257,1,0,5,b35c6ebf9f36b4632277fb86bb66f73dba29070a7b59cd00804453d4bf301cd6,no,medium_candidate
registry_entry_registry_id_0257_hybrid_draft.tex,registry_entry_registry_id_0257_hybrid_draft,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0257_hybrid_draft.tex,TEX_20260224_182530\registry_entry_registry_id_0257_hybrid_draft.tex,3401,registry entry registry id 0257 hybrid draft,0,,2,ID0002; ID0257,1,0,5,90897427b15d8b2da2d4b3881ad1888633b67440e586e510ab6bccab81a29a23,no,medium_candidate
registry_entry_registry_id_0284_deterministic.tex,registry_entry_registry_id_0284_deterministic,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0284_deterministic.tex,TEX_20260224_182530\registry_entry_registry_id_0284_deterministic.tex,3543,registry entry registry id 0284 deterministic,0,,2,ID0002; ID0284,1,0,5,cd2748ff65034d387b2e1cd468c670879f8e151d2cec2a7397abcebc43fcc42d,no,medium_candidate
registry_entry_registry_id_0284_hybrid_draft.tex,registry_entry_registry_id_0284_hybrid_draft,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0284_hybrid_draft.tex,TEX_20260224_182530\registry_entry_registry_id_0284_hybrid_draft.tex,3541,registry entry registry id 0284 hybrid draft,0,,2,ID0002; ID0284,1,0,5,3b8110003b2795b57f6f37d443d373a4371ac86c448ed608bbb4b97c0843249c,no,medium_candidate
registry_entry_registry_id_0391_deterministic.tex,registry_entry_registry_id_0391_deterministic,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0391_deterministic.tex,TEX_20260224_182530\registry_entry_registry_id_0391_deterministic.tex,3653,registry entry registry id 0391 deterministic,0,,2,ID0002; ID0391,1,0,5,261ec1ab0b133dca730e82d9360fe2ffb480c334549459fd6adf889b8c6ba038,no,medium_candidate
registry_entry_registry_id_0391_hybrid_draft.tex,registry_entry_registry_id_0391_hybrid_draft,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0391_hybrid_draft.tex,TEX_20260224_182530\registry_entry_registry_id_0391_hybrid_draft.tex,3651,registry entry registry id 0391 hybrid draft,0,,2,ID0002; ID0391,1,0,5,60e861223b94f5ada647e8fbaea7105b4b8aba4bc4e254e479cf18130d4b5c0d,no,medium_candidate
registry_entry_registry_id_1016_deterministic.tex,registry_entry_registry_id_1016_deterministic,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_1016_deterministic.tex,TEX_20260224_182530\registry_entry_registry_id_1016_deterministic.tex,3203,registry entry registry id 1016 deterministic,0,,2,ID0002; ID1016,1,0,5,2d6638b92690ae5259527bc0405e035f5c7cf4157ff80c5a5e729fa8f3d0dbc3,no,medium_candidate
registry_entry_registry_id_1016_hybrid_draft.tex,registry_entry_registry_id_1016_hybrid_draft,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_1016_hybrid_draft.tex,TEX_20260224_182530\registry_entry_registry_id_1016_hybrid_draft.tex,3201,registry entry registry id 1016 hybrid draft,0,,2,ID0002; ID1016,1,0,5,f0e17403aad6d69fb8aecd0a7eff15fb40ae4d37dc4899feffd293b474c88089,no,medium_candidate
RecursiveToroidalEncoding.tex,RecursiveToroidalEncoding,D:\Tex\00_Engine_extractions\RecursiveToroidalEncoding.tex,00_Engine_extractions\RecursiveToroidalEncoding.tex,6803,Recursive Toroidal Encoding of the DAANSsphere: A Self-Similar Fiber-Bundle Interpretation of Universal Spherical Addressing,0,,0,,22,0,4,bee0dccbc5bdadb3407a4730eb828631d7d1df9b48e6cd2fdcd2c88ebc01b2cb,no,medium_candidate
TZP_OO_V1_S07_Derived_Hypotheses_from_the_Axiomatic_Structure_v1_0.tex,TZP_OO_V1_S07_Derived_Hypotheses_from_the_Axiomatic_Structure_v1_0,D:\Tex\All_tex\TZP_OO_V1_S07_Derived_Hypotheses_from_the_Axiomatic_Structure_v1_0.tex,All_tex\TZP_OO_V1_S07_Derived_Hypotheses_from_the_Axiomatic_Structure_v1_0.tex,2911,TZP OO V1 S07 Derived Hypotheses from the Axiomatic Structure v1 0,0,,0,,5,0,4,956da9ec3ef9b537c7ab0bd36880b16f19ab2ea1b528a851900dda44e177d764,no,medium_candidate
RecursiveToroidalEncoding.tex,RecursiveToroidalEncoding,D:\Tex\TEX_20260224_182530\RecursiveToroidalEncoding.tex,TEX_20260224_182530\RecursiveToroidalEncoding.tex,6778,Recursive Toroidal Encoding of the DAANSsphere: A Self-Similar Fiber-Bundle Interpretation of Universal Spherical Addressing,0,,0,,22,0,4,6f9c7294dfc3c358120cf72a29d9d13a93fe633d58152870133f792c6ce6a92c,no,medium_candidate
TZP_OO_V1_S07_Derived_Hypotheses_from_the_Axiomatic_Structure_v1_0.tex,TZP_OO_V1_S07_Derived_Hypotheses_from_the_Axiomatic_Structure_v1_0,D:\Tex\TEX_20260224_182530\TZP_OO_V1_S07_Derived_Hypotheses_from_the_Axiomatic_Structure_v1_0.tex,TEX_20260224_182530\TZP_OO_V1_S07_Derived_Hypotheses_from_the_Axiomatic_Structure_v1_0.tex,2911,TZP OO V1 S07 Derived Hypotheses from the Axiomatic Structure v1 0,0,,0,,5,0,4,956da9ec3ef9b537c7ab0bd36880b16f19ab2ea1b528a851900dda44e177d764,no,medium_candidate
registry_entry_registry_id_0020_deterministic.tex,registry_entry_registry_id_0020_deterministic,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0020_deterministic.tex,TEX_20260224_182530\registry_entry_registry_id_0020_deterministic.tex,3779,registry entry registry id 0020 deterministic,0,,2,ID0002; ID0020,1,0,4,08e1762f5d54b841f976ae80ffcc2ee77853ea0b0fc3a2c95f555cc119f37ba3,no,medium_candidate
registry_entry_registry_id_0020_hybrid_draft.tex,registry_entry_registry_id_0020_hybrid_draft,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0020_hybrid_draft.tex,TEX_20260224_182530\registry_entry_registry_id_0020_hybrid_draft.tex,3777,registry entry registry id 0020 hybrid draft,0,,2,ID0002; ID0020,1,0,4,ffe326f85801d06c493f1cce5b07af49107920668c3311111d8e1b0edfd8fdfe,no,medium_candidate
registry_entry_registry_id_0035_deterministic.tex,registry_entry_registry_id_0035_deterministic,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0035_deterministic.tex,TEX_20260224_182530\registry_entry_registry_id_0035_deterministic.tex,3701,registry entry registry id 0035 deterministic,0,,2,ID0002; ID0035,1,0,4,05df7752191383e90a07523596af4ea5ae0acaced755d6f30f5c916c2629e1c3,no,medium_candidate
registry_entry_registry_id_0035_hybrid_draft.tex,registry_entry_registry_id_0035_hybrid_draft,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0035_hybrid_draft.tex,TEX_20260224_182530\registry_entry_registry_id_0035_hybrid_draft.tex,3699,registry entry registry id 0035 hybrid draft,0,,2,ID0002; ID0035,1,0,4,0020aba9bbfd73df1f22e0018173a641610b1f1c0ff74a685c11843c58a5e7e0,no,medium_candidate
registry_entry_registry_id_0060_deterministic.tex,registry_entry_registry_id_0060_deterministic,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0060_deterministic.tex,TEX_20260224_182530\registry_entry_registry_id_0060_deterministic.tex,4073,registry entry registry id 0060 deterministic,0,,2,ID0002; ID0060,1,0,4,4184bb347a789c54d515fa2f64c5593d0380e7b2dace86c95ff984ca116f7406,no,medium_candidate
registry_entry_registry_id_0060_hybrid_draft.tex,registry_entry_registry_id_0060_hybrid_draft,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0060_hybrid_draft.tex,TEX_20260224_182530\registry_entry_registry_id_0060_hybrid_draft.tex,4071,registry entry registry id 0060 hybrid draft,0,,2,ID0002; ID0060,1,0,4,921cbe50c71e56fea9e6fec03a60ecaf26c1c5a1f02697054a1e5e3fa932fd0c,no,medium_candidate
registry_entry_registry_id_0067_deterministic.tex,registry_entry_registry_id_0067_deterministic,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0067_deterministic.tex,TEX_20260224_182530\registry_entry_registry_id_0067_deterministic.tex,3493,registry entry registry id 0067 deterministic,0,,2,ID0002; ID0067,1,0,4,81b391558e2c40cb4b653ab74f696a7c902b7c332bdedfead8deb0499742bbde,no,medium_candidate
registry_entry_registry_id_0067_hybrid_draft.tex,registry_entry_registry_id_0067_hybrid_draft,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0067_hybrid_draft.tex,TEX_20260224_182530\registry_entry_registry_id_0067_hybrid_draft.tex,3491,registry entry registry id 0067 hybrid draft,0,,2,ID0002; ID0067,1,0,4,8c1511e73e15f293c9701378b7332bb60f5990d2a5ae9d823f20cca81912e8f5,no,medium_candidate
registry_entry_registry_id_0070_deterministic.tex,registry_entry_registry_id_0070_deterministic,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0070_deterministic.tex,TEX_20260224_182530\registry_entry_registry_id_0070_deterministic.tex,3513,registry entry registry id 0070 deterministic,0,,2,ID0002; ID0070,1,0,4,9743459d1b73b7e86a71b2617ff809fe4dd243d3c816a652ae91d1b092559ea0,no,medium_candidate
registry_entry_registry_id_0070_hybrid_draft.tex,registry_entry_registry_id_0070_hybrid_draft,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0070_hybrid_draft.tex,TEX_20260224_182530\registry_entry_registry_id_0070_hybrid_draft.tex,3511,registry entry registry id 0070 hybrid draft,0,,2,ID0002; ID0070,1,0,4,e595a95639cd89c54fecbf20b0c441d6103d29b40533cfa435c21db371c28a03,no,medium_candidate
registry_entry_registry_id_0073_deterministic.tex,registry_entry_registry_id_0073_deterministic,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0073_deterministic.tex,TEX_20260224_182530\registry_entry_registry_id_0073_deterministic.tex,3480,registry entry registry id 0073 deterministic,0,,2,ID0002; ID0073,1,0,4,741e9f1173f27d607b726e2d1ceff1b7ad82e17479350d930e91f4991cab5eb1,no,medium_candidate
registry_entry_registry_id_0073_hybrid_draft.tex,registry_entry_registry_id_0073_hybrid_draft,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0073_hybrid_draft.tex,TEX_20260224_182530\registry_entry_registry_id_0073_hybrid_draft.tex,3478,registry entry registry id 0073 hybrid draft,0,,2,ID0002; ID0073,1,0,4,9532f340996b941fdedf6ccb80e3bd683b7009d283cbc54265cca7108d65a8b2,no,medium_candidate
registry_entry_registry_id_0078_deterministic.tex,registry_entry_registry_id_0078_deterministic,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0078_deterministic.tex,TEX_20260224_182530\registry_entry_registry_id_0078_deterministic.tex,3895,registry entry registry id 0078 deterministic,0,,2,ID0002; ID0078,1,0,4,b7b0a0187d31bff2d929e98b9001baaa5cfaf2387376c03dd48e5ae494ad2a92,no,medium_candidate
registry_entry_registry_id_0078_hybrid_draft.tex,registry_entry_registry_id_0078_hybrid_draft,D:\Tex\TEX_20260224_182530\registry_entry_registry_id_0078_hybrid_draft.tex,TEX_20260224_182530\registry_entry_registry_id_0078_hybrid_draft.tex,3893,registry entry registry id 0078 hybrid draft,0,,2,ID0002; ID0078,1,0,4,0369abe40ca695ecf57957d59f0b369431e74ff671b3d79d6c9689f5159610ef,no,medium_candidate
