scenario,t,rho_vac,j_emerge,rho_matter,total_transfer_density
closed_transfer_unit_reservoir,0.108,0.8976275964304349,0.8976275964304349,0.10237240356956512,1.0
closed_transfer_unit_reservoir,0.112,0.8940442575003572,0.8940442575003572,0.10595574249964279,1.0
closed_transfer_unit_reservoir,0.116,0.8904752232974726,0.8904752232974726,0.10952477670252736,1.0
closed_transfer_unit_reservoir,0.12,0.8869204367171575,0.8869204367171575,0.11307956328284252,1.0
closed_transfer_unit_reservoir,0.124,0.8833798408827509,0.8833798408827509,0.1166201591172491,1.0
closed_transfer_unit_reservoir,0.128,0.8798533791446438,0.8798533791446438,0.12014662085535621,1.0
closed_transfer_unit_reservoir,0.132,0.8763409950793732,0.8763409950793732,0.12365900492062676,1.0
closed_transfer_unit_reservoir,0.136,0.8728426324887193,0.8728426324887193,0.1271573675112807,1.0
closed_transfer_unit_reservoir,0.14,0.8693582353988059,0.8693582353988059,0.13064176460119414,1.0
closed_transfer_unit_reservoir,0.144,0.865887748059205,0.865887748059205,0.134112251940795,1.0
closed_transfer_unit_reservoir,0.148,0.8624311149420455,0.8624311149420455,0.1375688850579545,1.0
closed_transfer_unit_reservoir,0.152,0.8589882807411234,0.8589882807411234,0.14101171925887657,1.0
closed_transfer_unit_reservoir,0.156,0.8555591903710185,0.8555591903710185,0.14444080962898154,1.0
closed_transfer_unit_reservoir,0.16,0.8521437889662113,0.8521437889662113,0.14785621103378865,1.0
closed_transfer_unit_reservoir,0.164,0.8487420218802068,0.8487420218802068,0.15125797811979325,1.0
closed_transfer_unit_reservoir,0.168,0.8453538346846587,0.8453538346846587,0.15464616531534126,1.0
closed_transfer_unit_reservoir,0.172,0.8419791731684999,0.8419791731684999,0.1580208268315001,1.0
closed_transfer_unit_reservoir,0.176,0.838617983337074,0.838617983337074,0.16138201666292595,1.0
closed_transfer_unit_reservoir,0.18,0.835270211411272,0.835270211411272,0.164729788588728,1.0
closed_transfer_unit_reservoir,0.184,0.8319358038266718,0.8319358038266718,0.16806419617332824,1.0
closed_transfer_unit_reservoir,0.188,0.8286147072326806,0.8286147072326806,0.1713852927673194,1.0
closed_transfer_unit_reservoir,0.192,0.8253068684916823,0.8253068684916823,0.17469313150831767,1.0
closed_transfer_unit_reservoir,0.196,0.8220122346781865,0.8220122346781865,0.17798776532181348,1.0
closed_transfer_unit_reservoir,0.2,0.8187307530779818,0.8187307530779818,0.18126924692201818,1.0
closed_transfer_unit_reservoir,0.204,0.8154623711872927,0.8154623711872927,0.1845376288127073,1.0
closed_transfer_unit_reservoir,0.208,0.8122070367119391,0.8122070367119391,0.18779296328806094,1.0
closed_transfer_unit_reservoir,0.212,0.8089646975664998,0.8089646975664998,0.1910353024335002,1.0
closed_transfer_unit_reservoir,0.216,0.8057353018734796,0.8057353018734796,0.19426469812652036,1.0
closed_transfer_unit_reservoir,0.22,0.8025187979624785,0.8025187979624785,0.1974812020375215,1.0
closed_transfer_unit_reservoir,0.224,0.7993151343693651,0.7993151343693651,0.20068486563063492,1.0
closed_transfer_unit_reservoir,0.228,0.7961242598354538,0.7961242598354538,0.20387574016454624,1.0
closed_transfer_unit_reservoir,0.232,0.7929461233066837,0.7929461233066837,0.20705387669331632,1.0
closed_transfer_unit_reservoir,0.236,0.7897806739328027,0.7897806739328027,0.2102193260671973,1.0
closed_transfer_unit_reservoir,0.24,0.7866278610665535,0.7866278610665535,0.21337213893344653,1.0
closed_transfer_unit_reservoir,0.244,0.7834876342628625,0.7834876342628625,0.2165123657371375,1.0
closed_transfer_unit_reservoir,0.248,0.7803599432780343,0.7803599432780343,0.21964005672196574,1.0
closed_transfer_unit_reservoir,0.252,0.7772447380689461,0.7772447380689461,0.22275526193105388,1.0
closed_transfer_unit_reservoir,0.256,0.7741419687922484,0.7741419687922484,0.2258580312077516,1.0
closed_transfer_unit_reservoir,0.26,0.7710515858035663,0.7710515858035663,0.22894841419643375,1.0
closed_transfer_unit_reservoir,0.264,0.7679735396567061,0.7679735396567061,0.23202646034329388,1.0
closed_transfer_unit_reservoir,0.268,0.764907781102864,0.764907781102864,0.23509221889713605,1.0
closed_transfer_unit_reservoir,0.272,0.7618542610898376,0.7618542610898376,0.23814573891016244,1.0
closed_transfer_unit_reservoir,0.276,0.7588129307612413,0.7588129307612413,0.24118706923875866,1.0
closed_transfer_unit_reservoir,0.28,0.7557837414557255,0.7557837414557255,0.24421625854427453,1.0
closed_transfer_unit_reservoir,0.284,0.7527666447061963,0.7527666447061963,0.24723335529380375,1.0
closed_transfer_unit_reservoir,0.288,0.7497615922390413,0.7497615922390413,0.25023840776095874,1.0
closed_transfer_unit_reservoir,0.292,0.7467685359733571,0.7467685359733571,0.25323146402664287,1.0
closed_transfer_unit_reservoir,0.296,0.7437874280201796,0.7437874280201796,0.2562125719798204,1.0
closed_transfer_unit_reservoir,0.3,0.7408182206817179,0.7408182206817179,0.2591817793182821,1.0
closed_transfer_unit_reservoir,0.304,0.7378608664505911,0.7378608664505911,0.2621391335494089,1.0
closed_transfer_unit_reservoir,0.308,0.7349153180090687,0.7349153180090687,0.26508468199093127,1.0
closed_transfer_unit_reservoir,0.312,0.7319815282283126,0.7319815282283126,0.26801847177168736,1.0
closed_transfer_unit_reservoir,0.316,0.7290594501676237,0.7290594501676237,0.27094054983237625,1.0
closed_transfer_unit_reservoir,0.32,0.7261490370736909,0.7261490370736909,0.27385096292630906,1.0
closed_transfer_unit_reservoir,0.324,0.7232502423798424,0.7232502423798424,0.27674975762015763,1.0
closed_transfer_unit_reservoir,0.328,0.7203630197053014,0.7203630197053014,0.27963698029469863,1.0
closed_transfer_unit_reservoir,0.332,0.7174873228544433,0.7174873228544433,0.2825126771455567,1.0
closed_transfer_unit_reservoir,0.336,0.7146231058160573,0.7146231058160573,0.28537689418394274,1.0
closed_transfer_unit_reservoir,0.34,0.7117703227626097,0.7117703227626097,0.28822967723739035,1.0
closed_transfer_unit_reservoir,0.344,0.7089289280495108,0.7089289280495108,0.2910710719504892,1.0
closed_transfer_unit_reservoir,0.348,0.7060988762143844,0.7060988762143844,0.2939011237856156,1.0
closed_transfer_unit_reservoir,0.352,0.7032801219763409,0.7032801219763409,0.29671987802365907,1.0
closed_transfer_unit_reservoir,0.356,0.7004726202352524,0.7004726202352524,0.29952737976474764,1.0
closed_transfer_unit_reservoir,0.36,0.697676326071031,0.697676326071031,0.302323673928969,1.0
closed_transfer_unit_reservoir,0.364,0.6948911947429106,0.6948911947429106,0.3051088052570894,1.0
closed_transfer_unit_reservoir,0.368,0.6921171816887304,0.6921171816887304,0.3078828183112696,1.0
closed_transfer_unit_reservoir,0.372,0.6893542425242224,0.6893542425242224,0.3106457574757776,1.0
closed_transfer_unit_reservoir,0.376,0.686602333042301,0.686602333042301,0.313397666957699,1.0
closed_transfer_unit_reservoir,0.38,0.6838614092123558,0.6838614092123558,0.31613859078764417,1.0
closed_transfer_unit_reservoir,0.384,0.6811314271795471,0.6811314271795471,0.3188685728204529,1.0
closed_transfer_unit_reservoir,0.388,0.678412343264104,0.678412343264104,0.32158765673589595,1.0
closed_transfer_unit_reservoir,0.392,0.675704113960626,0.675704113960626,0.324295886039374,1.0
closed_transfer_unit_reservoir,0.396,0.6730066959373864,0.6730066959373864,0.3269933040626136,1.0
closed_transfer_unit_reservoir,0.4,0.6703200460356393,0.6703200460356393,0.3296799539643607,1.0
closed_transfer_unit_reservoir,0.404,0.6676441212689289,0.6676441212689289,0.3323558787310711,1.0
closed_transfer_unit_reservoir,0.408,0.6649788788224019,0.6649788788224019,0.3350211211775981,1.0
closed_transfer_unit_reservoir,0.412,0.6623242760521223,0.6623242760521223,0.3376757239478777,1.0
closed_transfer_unit_reservoir,0.416,0.659680270484389,0.659680270484389,0.34031972951561096,1.0
closed_transfer_unit_reservoir,0.42,0.6570468198150567,0.6570468198150567,0.34295318018494325,1.0
closed_transfer_unit_reservoir,0.424,0.6544238819088586,0.6544238819088586,0.3455761180911414,1.0
closed_transfer_unit_reservoir,0.428,0.651811414798732,0.651811414798732,0.34818858520126805,1.0
closed_transfer_unit_reservoir,0.432,0.6492093766851474,0.6492093766851474,0.35079062331485256,1.0
closed_transfer_unit_reservoir,0.436,0.6466177259354396,0.6466177259354396,0.35338227406456035,1.0
closed_transfer_unit_reservoir,0.44,0.6440364210831414,0.6440364210831414,0.3559635789168586,1.0
closed_transfer_unit_reservoir,0.444,0.6414654208273198,0.6414654208273198,0.35853457917268017,1.0
closed_transfer_unit_reservoir,0.448,0.6389046840319162,0.6389046840319162,0.36109531596808375,1.0
closed_transfer_unit_reservoir,0.452,0.6363541697250871,0.6363541697250871,0.36364583027491293,1.0
closed_transfer_unit_reservoir,0.456,0.633813837098549,0.633813837098549,0.366186162901451,1.0
closed_transfer_unit_reservoir,0.46,0.631283645506926,0.631283645506926,0.36871635449307405,1.0
closed_transfer_unit_reservoir,0.464,0.6287635544670984,0.6287635544670984,0.3712364455329016,1.0
closed_transfer_unit_reservoir,0.468,0.6262535236575559,0.6262535236575559,0.37374647634244407,1.0
closed_transfer_unit_reservoir,0.472,0.6237535129177522,0.6237535129177522,0.37624648708224784,1.0
closed_transfer_unit_reservoir,0.476,0.6212634822474618,0.6212634822474618,0.37873651775253825,1.0
closed_transfer_unit_reservoir,0.48,0.6187833918061408,0.6187833918061408,0.38121660819385916,1.0
closed_transfer_unit_reservoir,0.484,0.6163132019122897,0.6163132019122897,0.38368679808771033,1.0
closed_transfer_unit_reservoir,0.488,0.6138528730428171,0.6138528730428171,0.3861471269571829,1.0
closed_transfer_unit_reservoir,0.492,0.6114023658324087,0.6114023658324087,0.3885976341675913,1.0
closed_transfer_unit_reservoir,0.496,0.6089616410728969,0.6089616410728969,0.39103835892710315,1.0
closed_transfer_unit_reservoir,0.5,0.6065306597126334,0.6065306597126334,0.3934693402873666,1.0
closed_transfer_unit_reservoir,0.504,0.6041093828558647,0.6041093828558647,0.3958906171441353,1.0
closed_transfer_unit_reservoir,0.508,0.6016977717621094,0.6016977717621094,0.39830222823789063,1.0
closed_transfer_unit_reservoir,0.512,0.5992957878455384,0.5992957878455384,0.4007042121544616,1.0
closed_transfer_unit_reservoir,0.516,0.596903392674358,0.596903392674358,0.403096607325642,1.0
closed_transfer_unit_reservoir,0.52,0.5945205479701944,0.5945205479701944,0.4054794520298056,1.0
closed_transfer_unit_reservoir,0.524,0.5921472156074813,0.5921472156074813,0.4078527843925187,1.0
closed_transfer_unit_reservoir,0.528,0.5897833576128504,0.5897833576128504,0.4102166423871496,1.0
closed_transfer_unit_reservoir,0.532,0.5874289361645234,0.5874289361645234,0.4125710638354766,1.0
closed_transfer_unit_reservoir,0.536,0.5850839135917069,0.5850839135917069,0.41491608640829314,1.0
closed_transfer_unit_reservoir,0.54,0.5827482523739896,0.5827482523739896,0.41725174762601036,1.0
closed_transfer_unit_reservoir,0.544,0.5804219151407424,0.5804219151407424,0.4195780848592576,1.0
closed_transfer_unit_reservoir,0.548,0.5781048646705196,0.5781048646705196,0.4218951353294804,1.0
closed_transfer_unit_reservoir,0.552,0.5757970638904645,0.5757970638904645,0.4242029361095355,1.0
closed_transfer_unit_reservoir,0.556,0.5734984758757153,0.5734984758757153,0.42650152412428466,1.0
closed_transfer_unit_reservoir,0.56,0.5712090638488149,0.5712090638488149,0.42879093615118513,1.0
closed_transfer_unit_reservoir,0.564,0.5689287911791218,0.5689287911791218,0.43107120882087824,1.0
closed_transfer_unit_reservoir,0.568,0.5666576213822246,0.5666576213822246,0.43334237861777536,1.0
closed_transfer_unit_reservoir,0.572,0.5643955181193584,0.5643955181193584,0.4356044818806416,1.0
closed_transfer_unit_reservoir,0.576,0.5621424451968224,0.5621424451968224,0.43785755480317756,1.0
closed_transfer_unit_reservoir,0.58,0.559898366565402,0.559898366565402,0.44010163343459796,1.0
closed_transfer_unit_reservoir,0.584,0.5576632463197913,0.5576632463197913,0.44233675368020875,1.0
closed_transfer_unit_reservoir,0.588,0.5554370486980182,0.5554370486980182,0.44456295130198176,1.0
closed_transfer_unit_reservoir,0.592,0.5532197380808739,0.5532197380808739,0.4467802619191261,1.0
closed_transfer_unit_reservoir,0.596,0.5510112789913407,0.5510112789913407,0.4489887210086593,1.0
closed_transfer_unit_reservoir,0.6,0.5488116360940265,0.5488116360940265,0.4511883639059735,1.0
closed_transfer_unit_reservoir,0.604,0.5466207741945976,0.5466207741945976,0.45337922580540235,1.0
closed_transfer_unit_reservoir,0.608,0.5444386582392171,0.5444386582392171,0.4555613417607829,1.0
closed_transfer_unit_reservoir,0.612,0.5422652533139832,0.5422652533139832,0.45773474668601677,1.0
closed_transfer_unit_reservoir,0.616,0.5401005246443706,0.5401005246443706,0.45989947535562936,1.0
closed_transfer_unit_reservoir,0.62,0.5379444375946745,0.5379444375946745,0.4620555624053255,1.0
closed_transfer_unit_reservoir,0.624,0.535796957667456,0.535796957667456,0.46420304233254395,1.0
closed_transfer_unit_reservoir,0.628,0.5336580505029906,0.5336580505029906,0.46634194949700936,1.0
closed_transfer_unit_reservoir,0.632,0.5315276818787179,0.5315276818787179,0.4684723181212821,1.0
closed_transfer_unit_reservoir,0.636,0.5294058177086945,0.5294058177086945,0.47059418229130545,1.0
closed_transfer_unit_reservoir,0.64,0.5272924240430485,0.5272924240430485,0.47270757595695145,1.0
closed_transfer_unit_reservoir,0.644,0.5251874670674361,0.5251874670674361,0.47481253293256387,1.0
closed_transfer_unit_reservoir,0.648,0.5230909131025008,0.5230909131025008,0.4769090868974992,1.0
closed_transfer_unit_reservoir,0.652,0.5210027286033344,0.5210027286033344,0.4789972713966656,1.0
closed_transfer_unit_reservoir,0.656,0.5189228801589404,0.5189228801589404,0.4810771198410596,1.0
closed_transfer_unit_reservoir,0.66,0.5168513344916992,0.5168513344916992,0.4831486655083008,1.0
closed_transfer_unit_reservoir,0.664,0.5147880584568362,0.5147880584568362,0.4852119415431638,1.0
closed_transfer_unit_reservoir,0.668,0.5127330190418905,0.5127330190418905,0.4872669809581095,1.0
closed_transfer_unit_reservoir,0.672,0.5106861833661879,0.5106861833661879,0.4893138166338121,1.0
closed_transfer_unit_reservoir,0.676,0.5086475186803137,0.5086475186803137,0.49135248131968634,1.0
closed_transfer_unit_reservoir,0.68,0.5066169923655895,0.5066169923655895,0.49338300763441045,1.0
closed_transfer_unit_reservoir,0.684,0.5045945719335512,0.5045945719335512,0.4954054280664488,1.0
closed_transfer_unit_reservoir,0.688,0.5025802250254284,0.5025802250254284,0.49741977497457157,1.0
closed_transfer_unit_reservoir,0.692,0.5005739194116278,0.5005739194116278,0.49942608058837223,1.0
closed_transfer_unit_reservoir,0.696,0.49857562299121655,0.49857562299121655,0.5014243770087834,1.0
closed_transfer_unit_reservoir,0.7,0.4965853037914095,0.4965853037914095,0.5034146962085905,1.0
closed_transfer_unit_reservoir,0.704,0.494602929967057,0.494602929967057,0.505397070032943,1.0
closed_transfer_unit_reservoir,0.708,0.49262846980013547,0.49262846980013547,0.5073715301998645,1.0
closed_transfer_unit_reservoir,0.712,0.4906618916992401,0.4906618916992401,0.5093381083007599,1.0
closed_transfer_unit_reservoir,0.716,0.4887031641990795,0.4887031641990795,0.5112968358009204,1.0
closed_transfer_unit_reservoir,0.72,0.4867522559599717,0.4867522559599717,0.5132477440400283,1.0
closed_transfer_unit_reservoir,0.724,0.48480913576734325,0.48480913576734325,0.5151908642326568,1.0
closed_transfer_unit_reservoir,0.728,0.48287377253122976,0.48287377253122976,0.5171262274687702,1.0
closed_transfer_unit_reservoir,0.732,0.480946135285778,0.480946135285778,0.519053864714222,1.0
closed_transfer_unit_reservoir,0.736,0.4790261931887511,0.4790261931887511,0.5209738068112488,1.0
closed_transfer_unit_reservoir,0.74,0.4771139155210344,0.4771139155210344,0.5228860844789656,1.0
closed_transfer_unit_reservoir,0.744,0.47520927168614446,0.47520927168614446,0.5247907283138555,1.0
closed_transfer_unit_reservoir,0.748,0.4733122312097393,0.4733122312097393,0.5266877687902607,1.0
closed_transfer_unit_reservoir,0.752,0.4714227637391309,0.4714227637391309,0.5285772362608692,1.0
closed_transfer_unit_reservoir,0.756,0.46954083904279925,0.46954083904279925,0.5304591609572007,1.0
closed_transfer_unit_reservoir,0.76,0.46766642700990924,0.46766642700990924,0.5323335729900908,1.0
closed_transfer_unit_reservoir,0.764,0.46579949764982825,0.46579949764982825,0.5342005023501717,1.0
closed_transfer_unit_reservoir,0.768,0.4639400210916467,0.4639400210916467,0.5360599789083533,1.0
closed_transfer_unit_reservoir,0.772,0.4620879675837,0.4620879675837,0.5379120324163,1.0
closed_transfer_unit_reservoir,0.776,0.46024330749309256,0.46024330749309256,0.5397566925069075,1.0
closed_transfer_unit_reservoir,0.78,0.4584060113052235,0.4584060113052235,0.5415939886947765,1.0
closed_transfer_unit_reservoir,0.784,0.4565760496233147,0.4565760496233147,0.5434239503766853,1.0
closed_transfer_unit_reservoir,0.788,0.45475339316794017,0.45475339316794017,0.5452466068320598,1.0
closed_transfer_unit_reservoir,0.792,0.4529380127765577,0.4529380127765577,0.5470619872234423,1.0
closed_transfer_unit_reservoir,0.796,0.45112987940304233,0.45112987940304233,0.5488701205969577,1.0
closed_transfer_unit_reservoir,0.8,0.44932896411722156,0.44932896411722156,0.5506710358827784,1.0
closed_transfer_unit_reservoir,0.804,0.44753523810441237,0.44753523810441237,0.5524647618955876,1.0
closed_transfer_unit_reservoir,0.808,0.4457486726649602,0.4457486726649602,0.5542513273350398,1.0
closed_transfer_unit_reservoir,0.812,0.44396923921378006,0.44396923921378006,0.5560307607862199,1.0
closed_transfer_unit_reservoir,0.816,0.4421969092798987,0.4421969092798987,0.5578030907201013,1.0
closed_transfer_unit_reservoir,0.82,0.4404316545059993,0.4404316545059993,0.5595683454940007,1.0
closed_transfer_unit_reservoir,0.824,0.43867344664796787,0.43867344664796787,0.5613265533520322,1.0
closed_transfer_unit_reservoir,0.828,0.4369222575744412,0.4369222575744412,0.5630777424255589,1.0
closed_transfer_unit_reservoir,0.832,0.4351780592663567,0.4351780592663567,0.5648219407336432,1.0
closed_transfer_unit_reservoir,0.836,0.4334408238165043,0.4334408238165043,0.5665591761834957,1.0
closed_transfer_unit_reservoir,0.84,0.43171052342907973,0.43171052342907973,0.5682894765709203,1.0
closed_transfer_unit_reservoir,0.844,0.4299871304192398,0.4299871304192398,0.5700128695807603,1.0
closed_transfer_unit_reservoir,0.848,0.4282706172126597,0.4282706172126597,0.5717293827873403,1.0
closed_transfer_unit_reservoir,0.852,0.4265609563450914,0.4265609563450914,0.5734390436549086,1.0
closed_transfer_unit_reservoir,0.856,0.42485812046192456,0.42485812046192456,0.5751418795380754,1.0
closed_transfer_unit_reservoir,0.86,0.4231620823177488,0.4231620823177488,0.5768379176822511,1.0
closed_transfer_unit_reservoir,0.864,0.42147281477591764,0.42147281477591764,0.5785271852240823,1.0
closed_transfer_unit_reservoir,0.868,0.41979029080811425,0.41979029080811425,0.5802097091918857,1.0
closed_transfer_unit_reservoir,0.872,0.41811448349391933,0.41811448349391933,0.5818855165060807,1.0
closed_transfer_unit_reservoir,0.876,0.41644536602038007,0.41644536602038007,0.5835546339796199,1.0
closed_transfer_unit_reservoir,0.88,0.4147829116815814,0.4147829116815814,0.5852170883184187,1.0
closed_transfer_unit_reservoir,0.884,0.4131270938782182,0.4131270938782182,0.5868729061217818,1.0
closed_transfer_unit_reservoir,0.888,0.41147788611717057,0.41147788611717057,0.5885221138828294,1.0
closed_transfer_unit_reservoir,0.892,0.40983526201107895,0.40983526201107895,0.590164737988921,1.0
closed_transfer_unit_reservoir,0.896,0.4081991952779227,0.4081991952779227,0.5918008047220773,1.0
closed_transfer_unit_reservoir,0.9,0.4065696597405991,0.4065696597405991,0.5934303402594009,1.0
closed_transfer_unit_reservoir,0.904,0.4049466293265049,0.4049466293265049,0.5950533706734951,1.0
closed_transfer_unit_reservoir,0.908,0.40333007806711874,0.40333007806711874,0.5966699219328813,1.0
closed_transfer_unit_reservoir,0.912,0.401719980097586,0.401719980097586,0.598280019902414,1.0
closed_transfer_unit_reservoir,0.916,0.40011630965630496,0.40011630965630496,0.599883690343695,1.0
closed_transfer_unit_reservoir,0.92,0.39851904108451414,0.39851904108451414,0.6014809589154859,1.0
closed_transfer_unit_reservoir,0.924,0.39692814882588245,0.39692814882588245,0.6030718511741175,1.0
closed_transfer_unit_reservoir,0.928,0.3953436074260998,0.3953436074260998,0.6046563925739001,1.0
closed_transfer_unit_reservoir,0.932,0.39376539153247,0.39376539153247,0.6062346084675301,1.0
closed_transfer_unit_reservoir,0.936,0.39219347589350495,0.39219347589350495,0.607806524106495,1.0
closed_transfer_unit_reservoir,0.94,0.39062783535852114,0.39062783535852114,0.6093721646414789,1.0
closed_transfer_unit_reservoir,0.944,0.38906844487723635,0.38906844487723635,0.6109315551227636,1.0
closed_transfer_unit_reservoir,0.948,0.38751527949936976,0.38751527949936976,0.6124847205006303,1.0
closed_transfer_unit_reservoir,0.952,0.38596831437424217,0.38596831437424217,0.6140316856257578,1.0
closed_transfer_unit_reservoir,0.956,0.38442752475037856,0.38442752475037856,0.6155724752496214,1.0
closed_transfer_unit_reservoir,0.96,0.38289288597511206,0.38289288597511206,0.6171071140248879,1.0
closed_transfer_unit_reservoir,0.964,0.38136437349418956,0.38136437349418956,0.6186356265058104,1.0
closed_transfer_unit_reservoir,0.968,0.3798419628513787,0.3798419628513787,0.6201580371486213,1.0
closed_transfer_unit_reservoir,0.972,0.3783256296880768,0.3783256296880768,0.6216743703119232,1.0
closed_transfer_unit_reservoir,0.976,0.37681534974292086,0.37681534974292086,0.6231846502570791,1.0
closed_transfer_unit_reservoir,0.98,0.37531109885139957,0.37531109885139957,0.6246889011486004,1.0
closed_transfer_unit_reservoir,0.984,0.3738128529454665,0.3738128529454665,0.6261871470545335,1.0
closed_transfer_unit_reservoir,0.988,0.3723205880531552,0.3723205880531552,0.6276794119468447,1.0
closed_transfer_unit_reservoir,0.992,0.37083428029819565,0.37083428029819565,0.6291657197018043,1.0
closed_transfer_unit_reservoir,0.996,0.369353905899632,0.369353905899632,0.630646094100368,1.0
closed_transfer_unit_reservoir,1.0,0.36787944117144233,0.36787944117144233,0.6321205588285577,1.0
closed_transfer_unit_reservoir,1.004,0.3664108625221595,0.3664108625221595,0.6335891374778405,1.0
closed_transfer_unit_reservoir,1.008,0.36494814645449375,0.36494814645449375,0.6350518535455063,1.0
closed_transfer_unit_reservoir,1.012,0.3634912695649568,0.3634912695649568,0.6365087304350432,1.0
closed_transfer_unit_reservoir,1.016,0.36204020854348745,0.36204020854348745,0.6379597914565125,1.0
closed_transfer_unit_reservoir,1.02,0.3605949401730783,0.3605949401730783,0.6394050598269216,1.0
closed_transfer_unit_reservoir,1.024,0.3591554413294046,0.3591554413294046,0.6408445586705954,1.0
closed_transfer_unit_reservoir,1.028,0.3577216889804542,0.3577216889804542,0.6422783110195458,1.0
closed_transfer_unit_reservoir,1.032,0.3562936601861588,0.3562936601861588,0.6437063398138412,1.0
closed_transfer_unit_reservoir,1.036,0.3548713320980274,0.3548713320980274,0.6451286679019725,1.0
closed_transfer_unit_reservoir,1.04,0.35345468195878016,0.35345468195878016,0.6465453180412198,1.0
closed_transfer_unit_reservoir,1.044,0.3520436871019846,0.3520436871019846,0.6479563128980155,1.0
closed_transfer_unit_reservoir,1.048,0.35063832495169295,0.35063832495169295,0.6493616750483071,1.0
closed_transfer_unit_reservoir,1.052,0.3492385730220808,0.3492385730220808,0.6507614269779192,1.0
closed_transfer_unit_reservoir,1.056,0.3478444089170874,0.3478444089170874,0.6521555910829127,1.0
closed_transfer_unit_reservoir,1.06,0.3464558103300574,0.3464558103300574,0.6535441896699425,1.0
closed_transfer_unit_reservoir,1.064,0.34507275504338375,0.34507275504338375,0.6549272449566163,1.0
closed_transfer_unit_reservoir,1.068,0.34369522092815236,0.34369522092815236,0.6563047790718477,1.0
closed_transfer_unit_reservoir,1.072,0.34232318594378797,0.34232318594378797,0.657676814056212,1.0
closed_transfer_unit_reservoir,1.076,0.34095662813770156,0.34095662813770156,0.6590433718622984,1.0
closed_transfer_unit_reservoir,1.08,0.3395955256449391,0.3395955256449391,0.6604044743550609,1.0
closed_transfer_unit_reservoir,1.084,0.3382398566878317,0.3382398566878317,0.6617601433121683,1.0
closed_transfer_unit_reservoir,1.088,0.33688959957564707,0.33688959957564707,0.6631104004243529,1.0
closed_transfer_unit_reservoir,1.092,0.3355447327042427,0.3355447327042427,0.6644552672957573,1.0
closed_transfer_unit_reservoir,1.096,0.33420523455571977,0.33420523455571977,0.6657947654442802,1.0
closed_transfer_unit_reservoir,1.1,0.33287108369807955,0.33287108369807955,0.6671289163019205,1.0
closed_transfer_unit_reservoir,1.104,0.3315422587848797,0.3315422587848797,0.6684577412151202,1.0
closed_transfer_unit_reservoir,1.108,0.3302187385548933,0.3302187385548933,0.6697812614451066,1.0
closed_transfer_unit_reservoir,1.112,0.3289005018317685,0.3289005018317685,0.6710994981682314,1.0
closed_transfer_unit_reservoir,1.116,0.3275875275236895,0.3275875275236895,0.6724124724763105,1.0
