id,title,status,candidate_score,classification,category_hits,normalized_candidate,first_error,recommended_action
ID3603,Propagator Expansion,Syntax Error,20,math_rescue_candidate,boundary_limit_singularity;invariant_conservation_closure;exact_ratio_reciprocity,"G(\vec{r}, \vec{r}', \mu_r) = \frac{1}{4\pi|\vec{r} - \vec{r}'|} + \sum_{l=0}^\infty \sum_{m=-l}^l a_{lm}(\mu_r) \frac{(r_ )^{l+1}} Y_l^m(\theta, \phi) Y_l^{m*}(\theta^{\prime}, \phi^{\prime})","G(\vec{r}, \vec{r}', \mu_r) = \frac{1}{4\pi|\vec{r} - \vec{r}'|} + \sum_{l=0}^\i -> UnexpectedCharacters: No terminal matches '\' in the current parser context, at line 1 col 3

G(\vec{r}, \vec{r}', mu_r) = \frac{1}{4pi|
  ^
Expected one of: 
	* FUNC_MATRIX_ADJUGATE
	* FUNC_PROD
	* __ANON_1
	* FUNC_SQRT
	* FUNC_COT
	* FUNC_ARCSEC
	* FUNC_SINH
	* L_FLOOR
	* FUNC_LOG
	* ADD
	* LATIN_SYMBOL_WITH_LATIN_SUBSCRIPT
	* FUNC_MATRIX_TRACE
	* L_BRACE
	* CMD_FRAC
	* LATIN_SYMBOL_WITH_GREEK_SUBSCRIPT
	* GREEK_SYMBOL_WITH_GREEK_SUBSCRIPT
	* FUNC_COSH
	* FUNC_CSC
	* FUNC_INT
	* FUNC_ARCTAN
	* BAR
	* GREEK_SYMBOL_WITH_LATIN_SUBSCRIPT
	* GREEK_SYMBOL_WITH_PRIMES
	* L_CEIL
	* FUNC_ARTANH
	* FUNC_LG
	* FUNC_DETERMINANT
	* L_PAREN
	* FUNC_SIN
	* FUNC_EXP
	* SYMBOL
	* FUNC_LN
	* FUNC_ARCSIN
	* CMD_DETERMINANT_BEGIN
	* FUNC_ARCCSC
	* CMD_IMAGINARY_UNIT
	* FUNC_COS
	* CMD_MATHIT
	* FUNC_SUM
	* SUB
	* FUNC_ARCCOT
	* CMD_INFTY
	* FUNC_MAX
	* CMD_OVERLINE
	* FUNC_TANH
	* FUNC_TAN
	* FUNC_ARCCOS
	* FUNC_MIN
	* CMD_LANGLE
	* FUNC_LIM
	* CMD_BINOM
	* FUNC_ARCOSH
	* FUNC_SEC
	* CMD_MATRIX_BEGIN
	* FUNC_ARSINH
",manually normalize and consider as proof-strength edge case
ID3627,Spectral Gap Laplacian Operator,Syntax Error,20,math_rescue_candidate,spectral_bessel_laplacian;exact_ratio_reciprocity;quantum_probability_operator,"\Delta\phi(t) = \operatorname{wrap}(\phi(x(t)) - \phi_d(t)) \in (-\pi,\pi]","\Delta\phi(t) = \operatorname{wrap}(\phi(x(t)) - \phi_d(t)) \in (-\pi,\pi] -> UnexpectedCharacters: No terminal matches '\' in the current parser context, at line 1 col 45

a\phi(t) = wrap(\phi(x(t)) - \phi_d(t)) \in (-pi,pi]
                                        ^
Expected one of: 
	* CARET
	* FUNC_LIM
	* CMD_LANGLE
	* CMD_MATHIT
	* FUNC_ARCCSC
	* DIV_SYMBOL
	* L_BRACE
	* GREEK_SYMBOL_WITH_GREEK_SUBSCRIPT
	* FUNC_MAX
	* FUNC_ARCCOT
	* FUNC_ARCSIN
	* FUNC_INT
	* MUL_SYMBOL
	* BAR
	* FUNC_MIN
	* L_FLOOR
	* FUNC_CSC
	* CMD_MATRIX_BEGIN
	* FUNC_MATRIX_TRACE
	* FUNC_ARCSEC
	* L_PAREN
	* FUNC_COSH
	* FUNC_ARCTAN
	* FUNC_LG
	* FUNC_ARCOSH
	* PRIMES
	* SUB
	* __ANON_1
	* FUNC_LN
	* CMD_IMAGINARY_UNIT
	* CMD_INFTY
	* FUNC_SEC
	* FUNC_ARCCOS
	* GREEK_SYMBOL_WITH_PRIMES
	* FUNC_TANH
	* L_CEIL
	* FUNC_EXP
	* CMD_DETERMINANT_BEGIN
	* CMD_OVERLINE
	* FUNC_SIN
	* FUNC_TAN
	* FUNC_COS
	* FUNC_COT
	* FUNC_SINH
	* LATIN_SYMBOL_WITH_LATIN_SUBSCRIPT
	* FUNC_MATRIX_ADJUGATE
	* CMD_BINOM
	* BANG
	* FUNC_ARTANH
	* FUNC_LOG
	* LATIN_SYMBOL_WITH_GREEK_SUBSCRIPT
	* FUNC_DETERMINANT
	* GREEK_SYMBOL_WITH_LATIN_SUBSCRIPT
	* FUNC_ARSINH
	* CMD_FRAC
	* ADD
	* SYMBOL
	* FUNC_SQRT
",manually normalize and consider as proof-strength edge case
ID3774,Spectral Gap Laplacian Operator,Syntax Error,20,math_rescue_candidate,spectral_bessel_laplacian;exact_ratio_reciprocity;quantum_probability_operator,"\n\\Delta\\phi\\(\\frac{16}{15}\) &= \\frac{\\pi}{15} \\approx 12^\\circ, \\\\\n\\Delta\\phi\\(\\frac{10}{9}\) &= \\frac{\\pi}{9} \\approx 20^\\circ, \\\\\n\\Del..."", ""idea_topic"": ""theoretical_physics"", ""formation_context"": ""s of interest,\n\\ \n\\Delta\\phi\\(\\frac{16}{15}\) &= \\frac{\\pi}{15} \\approx 12^\\circ, \\\\\n\\Delta\\phi\\(\\frac{10}{9}\) &= \\frac{\\pi}{9} \\approx 20^\\circ, \\\\\n\\Delta\\phi(\\chi) &= \\frac{5\\pi}{27} \\approx 33.34^\\circ.\n\\","\n\\Delta\\phi\\(\\frac{16}{15}\) &= \\frac{\\pi}{15} \\approx 12^\\circ, \\\\\n -> UnexpectedCharacters: No terminal matches '\' in the current parser context, at line 1 col 1

\n\Delta\\phi\\(\\frac{16}{15}\) &= \\fr
^
Expected one of: 
	* GREEK_SYMBOL_WITH_PRIMES
	* FUNC_LG
	* CMD_MATRIX_BEGIN
	* FUNC_MATRIX_ADJUGATE
	* BAR
	* FUNC_TAN
	* SYMBOL
	* CMD_INFTY
	* CMD_OVERLINE
	* L_FLOOR
	* SUB
	* CMD_DETERMINANT_BEGIN
	* FUNC_MAX
	* CMD_MATHIT
	* FUNC_ARCCSC
	* FUNC_PROD
	* FUNC_ARCSIN
	* GREEK_SYMBOL_WITH_LATIN_SUBSCRIPT
	* L_PAREN
	* ADD
	* FUNC_ARCSEC
	* LATIN_SYMBOL_WITH_GREEK_SUBSCRIPT
	* CMD_IMAGINARY_UNIT
	* FUNC_ARCCOS
	* FUNC_LN
	* FUNC_ARCOSH
	* FUNC_SQRT
	* FUNC_MIN
	* FUNC_COSH
	* FUNC_ARSINH
	* FUNC_COS
	* FUNC_MATRIX_TRACE
	* FUNC_COT
	* FUNC_ARTANH
	* FUNC_LOG
	* FUNC_SEC
	* FUNC_LIM
	* CMD_LANGLE
	* FUNC_EXP
	* FUNC_CSC
	* FUNC_ARCTAN
	* FUNC_SIN
	* GREEK_SYMBOL_WITH_GREEK_SUBSCRIPT
	* __ANON_1
	* L_BRACE
	* FUNC_ARCCOT
	* L_CEIL
	* LATIN_SYMBOL_WITH_LATIN_SUBSCRIPT
	* FUNC_TANH
	* FUNC_INT
	* FUNC_SUM
	* FUNC_DETERMINANT
	* CMD_BINOM
	* CMD_FRAC
	* FUNC_SINH
",manually normalize and consider as proof-strength edge case
ID3879,Geometricparameters Gyromagnetic Propagator Scaling Law,Syntax Error,20,math_rescue_candidate,topological_holonomy;friedmann_hubble_cosmology;gyromagnetic_mhd_movement,"\mathrm{GeometricParameters} &= {\mathrm{Radius} \to 0.1\mathrm{m}, \mathrm{Permeability} \to 10^3 \mu_0} \ \mathrm{RotationalParameters} &= {\omega_{\mathrm{gyro}} \to 10^4, \mathrm{AngularMomentum} \to I\omega_{\mathrm{gyro}}} \ \mathrm{MagneticParameters} &= {B_{\mathrm{external}} \to 1\mathrm{T}, \mathrm{Quality} \to Q \sim 10^4} \ \mathrm{AcousticParameters} &= {f_{\mathrm{range}} \to [10, 100]\mathrm{kHz}, \mathrm{Transducers} \to 32}","\mathrm{GeometricParameters} &= {\mathrm{Radius} \to 0.1\mathrm{m}, \mathrm{Perm -> UnexpectedCharacters: No terminal matches '\' in the current parser context, at line 1 col 1

\mathrm{GeometricParameters} &= {\mathrm
^
Expected one of: 
	* FUNC_MIN
	* FUNC_COS
	* FUNC_ARCSIN
	* FUNC_DETERMINANT
	* FUNC_SEC
	* FUNC_TAN
	* LATIN_SYMBOL_WITH_GREEK_SUBSCRIPT
	* L_FLOOR
	* GREEK_SYMBOL_WITH_GREEK_SUBSCRIPT
	* FUNC_ARCCOS
	* FUNC_COT
	* CMD_INFTY
	* L_PAREN
	* FUNC_SQRT
	* CMD_DETERMINANT_BEGIN
	* CMD_FRAC
	* FUNC_LN
	* FUNC_ARCTAN
	* FUNC_LG
	* BAR
	* FUNC_ARCSEC
	* L_BRACE
	* SUB
	* __ANON_1
	* CMD_IMAGINARY_UNIT
	* FUNC_COSH
	* CMD_MATHIT
	* LATIN_SYMBOL_WITH_LATIN_SUBSCRIPT
	* FUNC_EXP
	* CMD_BINOM
	* FUNC_ARTANH
	* FUNC_PROD
	* CMD_MATRIX_BEGIN
	* CMD_LANGLE
	* FUNC_ARCCOT
	* FUNC_TANH
	* FUNC_CSC
	* L_CEIL
	* FUNC_ARSINH
	* GREEK_SYMBOL_WITH_LATIN_SUBSCRIPT
	* FUNC_SIN
	* CMD_OVERLINE
	* FUNC_SINH
	* FUNC_INT
	* FUNC_LOG
	* FUNC_ARCOSH
	* FUNC_MAX
	* FUNC_LIM
	* ADD
	* FUNC_MATRIX_ADJUGATE
	* SYMBOL
	* FUNC_MATRIX_TRACE
	* FUNC_ARCCSC
	* GREEK_SYMBOL_WITH_PRIMES
	* FUNC_SUM
",manually normalize and consider as proof-strength edge case
ID4093,Quantum Magnetization Expansion,Syntax Error,20,math_rescue_candidate,invariant_conservation_closure;friedmann_hubble_cosmology;quantum_probability_operator,")"",""\hat{M}_{\mathrm{cat}} = \sum_{\mu} ( \frac{-\hbar^2}{2m_{\mu}} \nabla^2 + V_{\mathrm{coulomb}} ) \otimes \exp( -\frac{r}{\alpha \lambda_{\mu}} )"",""THE MUON-CATALYZED TRANSITION OPERATOR (",")"",""\hat{M}_{\mathrm{cat}} = \sum_{\mu} ( \frac{-\hbar^2}{2m_{\mu}} \nabla^2 + V -> UnexpectedCharacters: No terminal matches ')' in the current parser context, at line 1 col 1

)"",""M_{hat}_{\mathrm{cat}} = S_{mu} ( \f
^
Expected one of: 
	* FUNC_MATRIX_ADJUGATE
	* FUNC_PROD
	* __ANON_1
	* FUNC_SQRT
	* FUNC_COT
	* FUNC_ARCSEC
	* FUNC_SINH
	* L_FLOOR
	* FUNC_LOG
	* ADD
	* LATIN_SYMBOL_WITH_LATIN_SUBSCRIPT
	* FUNC_MATRIX_TRACE
	* L_BRACE
	* CMD_FRAC
	* LATIN_SYMBOL_WITH_GREEK_SUBSCRIPT
	* GREEK_SYMBOL_WITH_GREEK_SUBSCRIPT
	* FUNC_COSH
	* FUNC_CSC
	* FUNC_INT
	* FUNC_ARCTAN
	* BAR
	* GREEK_SYMBOL_WITH_LATIN_SUBSCRIPT
	* GREEK_SYMBOL_WITH_PRIMES
	* L_CEIL
	* FUNC_ARTANH
	* FUNC_LG
	* FUNC_DETERMINANT
	* L_PAREN
	* FUNC_SIN
	* FUNC_EXP
	* SYMBOL
	* FUNC_LN
	* FUNC_ARCSIN
	* CMD_DETERMINANT_BEGIN
	* FUNC_ARCCSC
	* CMD_IMAGINARY_UNIT
	* FUNC_COS
	* CMD_MATHIT
	* FUNC_SUM
	* SUB
	* FUNC_ARCCOT
	* CMD_INFTY
	* FUNC_MAX
	* CMD_OVERLINE
	* FUNC_TANH
	* FUNC_TAN
	* FUNC_ARCCOS
	* FUNC_MIN
	* CMD_LANGLE
	* FUNC_LIM
	* CMD_BINOM
	* FUNC_ARCOSH
	* FUNC_SEC
	* CMD_MATRIX_BEGIN
	* FUNC_ARSINH
",manually normalize and consider as proof-strength edge case
ID4115,Spectral Gap Laplacian Operator,Syntax Error,20,math_rescue_candidate,spectral_bessel_laplacian;exact_ratio_reciprocity;quantum_probability_operator,\Delta\phi(\chi)=5.\pi27\approx33.34o\Delta\phi(\chi)=275\pi\approx33.34o,"\Delta\phi(\chi)=5.\pi27\approx33.34o\Delta\phi(\chi)=275\pi\approx33.34o -> UnexpectedCharacters: No terminal matches '=' in the current parser context, at line 1 col 23

Delta\phi(\chi)=5.pi27=33.34oDelta\phi(\chi)=275pi=33.34o
                      ^
Expected one of: 
	* FUNC_LOG
	* FUNC_LN
	* FUNC_ARCTAN
	* SUB
	* FUNC_ARCOSH
	* FUNC_MIN
	* FUNC_SQRT
	* CMD_IMAGINARY_UNIT
	* GREEK_SYMBOL_WITH_PRIMES
	* FUNC_ARSINH
	* BANG
	* L_BRACE
	* BAR
	* FUNC_MATRIX_TRACE
	* FUNC_ARCSIN
	* LATIN_SYMBOL_WITH_LATIN_SUBSCRIPT
	* GREEK_SYMBOL_WITH_LATIN_SUBSCRIPT
	* FUNC_DETERMINANT
	* ADD
	* FUNC_TANH
	* FUNC_SIN
	* FUNC_COS
	* SYMBOL
	* FUNC_LIM
	* FUNC_SINH
	* DIV_SYMBOL
	* FUNC_SUM
	* FUNC_LG
	* FUNC_MATRIX_ADJUGATE
	* FUNC_ARCSEC
	* CMD_MATHIT
	* LATIN_SYMBOL_WITH_GREEK_SUBSCRIPT
	* CMD_MATRIX_BEGIN
	* FUNC_MAX
	* CMD_DETERMINANT_BEGIN
	* FUNC_EXP
	* GREEK_SYMBOL_WITH_GREEK_SUBSCRIPT
	* __ANON_1
	* L_FLOOR
	* CMD_LANGLE
	* FUNC_PROD
	* FUNC_INT
	* FUNC_TAN
	* L_PAREN
	* CMD_INFTY
	* CMD_BINOM
	* CMD_FRAC
	* FUNC_COT
	* FUNC_SEC
	* FUNC_ARCCSC
	* FUNC_ARTANH
	* L_CEIL
	* MUL_SYMBOL
	* FUNC_ARCCOT
	* FUNC_ARCCOS
	* CARET
	* FUNC_CSC
	* FUNC_COSH
	* CMD_OVERLINE
",manually normalize and consider as proof-strength edge case
ID4121,Spectral Gap Laplacian Operator,Syntax Error,20,math_rescue_candidate,spectral_bessel_laplacian;exact_ratio_reciprocity;quantum_probability_operator,rad\approx12.31\cdot\Delta\phi(512547)=\Pi(512547-1)=\Pi(51235)=51235\pi\approx0.2149~rad\approx12.31,"rad\approx12.31\cdot\Delta\phi(512547)=\Pi(512547-1)=\Pi(51235)=51235\pi\approx0 -> UnexpectedCharacters: No terminal matches 'e' in the current parser context, at line 1 col 12

rad=12.31*Delta\phi(512547)=\Pi(512547-1)=\Pi(51235
           ^
Expected one of: 
	* SUB
	* ADD
	* DIV_SYMBOL
	* L_PAREN
	* MUL_SYMBOL
	* BANG
	* CARET
",manually normalize and consider as proof-strength edge case
ID4414,Combo Pi Expansion,Syntax Error,20,math_rescue_candidate,invariant_conservation_closure;exact_ratio_reciprocity;friedmann_hubble_cosmology,"V_{\pi}[k] &= \sum_{n\ge 1} \Theta(k - \lfloor \pi \rfloor) \delta( k - \lfloor \pi \rfloor - \frac{d_n(\pi)}{10} ), \ \Hhat_{\mathrm{ent}} &= J \sum_{(i,j)\in\Lambda} \sigma^{z}_{i,\mathrm{in}}(\theta_1^\ast,\phi_1^\ast) \otimes \sigma^{z}_{j,\mathrm{out}}(\theta_2^\ast,\phi_2^\ast) e^{-|r_{ij}|/\xi_{\pi}}","V_{\pi}[k] &= \sum_{n\ge 1} \Theta(k - \lfloor \pi \rfloor) \delta( k - \lfloor  -> UnexpectedCharacters: No terminal matches '[' in the current parser context, at line 1 col 7

V_{pi}[k] &= S_{n\ge 1} \Theta(k - \lfloor pi 
      ^
Expected one of: 
	* GREEK_SYMBOL_WITH_PRIMES
	* FUNC_LG
	* CMD_MATRIX_BEGIN
	* FUNC_MATRIX_ADJUGATE
	* BAR
	* FUNC_TAN
	* SYMBOL
	* CMD_INFTY
	* CMD_OVERLINE
	* L_FLOOR
	* SUB
	* CMD_DETERMINANT_BEGIN
	* FUNC_MAX
	* CMD_MATHIT
	* MUL_SYMBOL
	* FUNC_ARCCSC
	* FUNC_PROD
	* FUNC_ARCSIN
	* GREEK_SYMBOL_WITH_LATIN_SUBSCRIPT
	* L_PAREN
	* CARET
	* ADD
	* FUNC_ARCSEC
	* LATIN_SYMBOL_WITH_GREEK_SUBSCRIPT
	* CMD_IMAGINARY_UNIT
	* FUNC_ARCCOS
	* FUNC_LN
	* FUNC_ARCOSH
	* LT
	* FUNC_SQRT
	* FUNC_MIN
	* FUNC_COSH
	* FUNC_ARSINH
	* GT
	* BANG
	* DIV_SYMBOL
	* FUNC_COS
	* FUNC_MATRIX_TRACE
	* FUNC_COT
	* LTE
	* GTE
	* FUNC_ARTANH
	* FUNC_LOG
	* NOT_EQUAL
	* FUNC_LIM
	* FUNC_SEC
	* CMD_LANGLE
	* FUNC_EXP
	* FUNC_CSC
	* FUNC_ARCTAN
	* FUNC_SIN
	* EQUAL
	* GREEK_SYMBOL_WITH_GREEK_SUBSCRIPT
	* __ANON_1
	* L_BRACE
	* FUNC_ARCCOT
	* L_CEIL
	* PRIMES
	* LATIN_SYMBOL_WITH_LATIN_SUBSCRIPT
	* FUNC_TANH
	* FUNC_INT
	* FUNC_SUM
	* FUNC_DETERMINANT
	* CMD_BINOM
	* CMD_FRAC
	* FUNC_SINH
",manually normalize and consider as proof-strength edge case
ID5009,Lagrangian,Syntax Error,20,math_rescue_candidate,invariant_conservation_closure;exact_ratio_reciprocity;quantum_probability_operator,"] + \mathcal{L}_{info}[\Phi] + \mathcal{L}_{bio}[\Xi]."", ""normalized"": ""\mathcal{L}_U = \frac{c^4}{16\pi G} R[g] + \mathcal{L}_{QFT}[\Psi, A_","] + \mathcal{L}_{info}[\Phi] + \mathcal{L}_{bio}[\Xi]."", ""normalized"": ""\mathcal -> UnexpectedCharacters: No terminal matches ']' in the current parser context, at line 1 col 1

] + L_{info}[Phi] + L_{bio}[\Xi]."", ""nor
^
Expected one of: 
	* FUNC_MIN
	* FUNC_COS
	* FUNC_ARCSIN
	* FUNC_DETERMINANT
	* FUNC_SEC
	* FUNC_TAN
	* LATIN_SYMBOL_WITH_GREEK_SUBSCRIPT
	* L_FLOOR
	* GREEK_SYMBOL_WITH_GREEK_SUBSCRIPT
	* FUNC_ARCCOS
	* FUNC_COT
	* CMD_INFTY
	* L_PAREN
	* FUNC_SQRT
	* CMD_DETERMINANT_BEGIN
	* CMD_FRAC
	* FUNC_LN
	* FUNC_ARCTAN
	* FUNC_LG
	* BAR
	* FUNC_ARCSEC
	* L_BRACE
	* SUB
	* __ANON_1
	* CMD_IMAGINARY_UNIT
	* FUNC_COSH
	* CMD_MATHIT
	* LATIN_SYMBOL_WITH_LATIN_SUBSCRIPT
	* FUNC_EXP
	* CMD_BINOM
	* FUNC_ARTANH
	* FUNC_PROD
	* CMD_MATRIX_BEGIN
	* CMD_LANGLE
	* FUNC_ARCCOT
	* FUNC_TANH
	* FUNC_CSC
	* L_CEIL
	* FUNC_ARSINH
	* GREEK_SYMBOL_WITH_LATIN_SUBSCRIPT
	* FUNC_SIN
	* CMD_OVERLINE
	* FUNC_SINH
	* FUNC_INT
	* FUNC_LOG
	* FUNC_ARCOSH
	* FUNC_MAX
	* FUNC_LIM
	* ADD
	* FUNC_MATRIX_ADJUGATE
	* SYMBOL
	* FUNC_MATRIX_TRACE
	* FUNC_ARCCSC
	* GREEK_SYMBOL_WITH_PRIMES
	* FUNC_SUM
",manually normalize and consider as proof-strength edge case
ID5151,Info Bio False Trawinistic Winding Relation,Syntax Error,20,math_rescue_candidate,topological_holonomy;exact_ratio_reciprocity;quantum_probability_operator,"] + \mathcal{L}_{info}[\Phi] + \mathcal{L}_{bio}[\Xi]."",False,,Trawinistic Winding Number}\label{id-020-trawinistic-winding-number,""\mathcal{L}_U = \frac{c^4}{16\pi G} R[g] + \mathcal{L}_{QFT}[\Psi, A_","] + \mathcal{L}_{info}[\Phi] + \mathcal{L}_{bio}[\Xi]."",False,,Trawinistic Windi -> UnexpectedCharacters: No terminal matches ']' in the current parser context, at line 1 col 1

] + L_{info}[Phi] + L_{bio}[\Xi]."",False
^
Expected one of: 
	* FUNC_LIM
	* CMD_LANGLE
	* CMD_MATHIT
	* FUNC_ARCCSC
	* L_BRACE
	* GREEK_SYMBOL_WITH_GREEK_SUBSCRIPT
	* FUNC_MAX
	* FUNC_ARCCOT
	* FUNC_ARCSIN
	* FUNC_INT
	* CMD_MATRIX_BEGIN
	* BAR
	* L_FLOOR
	* FUNC_MIN
	* FUNC_CSC
	* FUNC_MATRIX_TRACE
	* FUNC_ARCSEC
	* L_PAREN
	* FUNC_COSH
	* FUNC_ARCTAN
	* FUNC_LG
	* FUNC_ARCOSH
	* __ANON_1
	* SUB
	* CMD_IMAGINARY_UNIT
	* FUNC_LN
	* CMD_INFTY
	* FUNC_SEC
	* FUNC_ARCCOS
	* GREEK_SYMBOL_WITH_PRIMES
	* FUNC_TANH
	* L_CEIL
	* FUNC_EXP
	* CMD_DETERMINANT_BEGIN
	* CMD_OVERLINE
	* FUNC_SIN
	* FUNC_TAN
	* FUNC_COS
	* FUNC_COT
	* FUNC_SINH
	* LATIN_SYMBOL_WITH_LATIN_SUBSCRIPT
	* FUNC_MATRIX_ADJUGATE
	* CMD_BINOM
	* FUNC_ARTANH
	* FUNC_LOG
	* LATIN_SYMBOL_WITH_GREEK_SUBSCRIPT
	* GREEK_SYMBOL_WITH_LATIN_SUBSCRIPT
	* FUNC_DETERMINANT
	* FUNC_ARSINH
	* CMD_FRAC
	* ADD
	* FUNC_SUM
	* SYMBOL
	* FUNC_PROD
	* FUNC_SQRT
",manually normalize and consider as proof-strength edge case
ID5239,Relocated Quantum Magnetization Expansion,Syntax Error,20,math_rescue_candidate,invariant_conservation_closure;friedmann_hubble_cosmology;quantum_probability_operator,") [Relocated from [ID 1045]],\hat{M} {cat} = \sum \mu ( -\frac{\hbar^2}{2m_\mu}\nabla^2 + V_{coulomb} ) \otimes \exp(-\frac{r}{a_{\lambda\mu}}),False,,MUON-CATALYZED TRANSITION OPERATOR (",") [Relocated from [ID 1045]],\hat{M} {cat} = \sum \mu ( -\frac{\hbar^2}{2m_\mu}\ -> UnexpectedCharacters: No terminal matches ')' in the current parser context, at line 1 col 1

) [Relocated from [ID 1045]],M_{hat} {ca
^
Expected one of: 
	* FUNC_SINH
	* LATIN_SYMBOL_WITH_GREEK_SUBSCRIPT
	* CMD_BINOM
	* LATIN_SYMBOL_WITH_LATIN_SUBSCRIPT
	* FUNC_MIN
	* FUNC_DETERMINANT
	* SUB
	* FUNC_SUM
	* CMD_IMAGINARY_UNIT
	* FUNC_MATRIX_TRACE
	* FUNC_CSC
	* FUNC_LOG
	* FUNC_ARCSEC
	* FUNC_ARCOSH
	* CMD_MATHIT
	* GREEK_SYMBOL_WITH_PRIMES
	* FUNC_SEC
	* CMD_OVERLINE
	* FUNC_MATRIX_ADJUGATE
	* FUNC_ARCCOT
	* SYMBOL
	* FUNC_PROD
	* CMD_FRAC
	* GREEK_SYMBOL_WITH_LATIN_SUBSCRIPT
	* FUNC_MAX
	* FUNC_INT
	* FUNC_ARCTAN
	* FUNC_TANH
	* FUNC_COSH
	* FUNC_SIN
	* BAR
	* CMD_DETERMINANT_BEGIN
	* FUNC_LG
	* FUNC_SQRT
	* FUNC_ARSINH
	* FUNC_ARTANH
	* FUNC_ARCCSC
	* ADD
	* FUNC_LN
	* FUNC_TAN
	* CMD_LANGLE
	* FUNC_ARCCOS
	* L_PAREN
	* L_FLOOR
	* __ANON_1
	* CMD_MATRIX_BEGIN
	* FUNC_LIM
	* FUNC_EXP
	* FUNC_COT
	* L_BRACE
	* FUNC_COS
	* CMD_INFTY
	* GREEK_SYMBOL_WITH_GREEK_SUBSCRIPT
	* L_CEIL
	* FUNC_ARCSIN
",manually normalize and consider as proof-strength edge case
ID5265,Relocated Stress-Energy Tensor,Syntax Error,20,math_rescue_candidate,invariant_conservation_closure;friedmann_hubble_cosmology;quantum_probability_operator,T^{\mu\nu [Relocated from [ID 0401]]} \nabla \delta g_{\mu\nu} = \frac{8\pi G}{c^4} \langle \hat{T}_{\mu\nu} \rangle_{\TZP} + \nabla \Lambda_{\mathrm{eff}}(r) \subsection*{[ID 1426] THE JACOBIAN FLOW OPERATOR (\JacobianOp) [Relocated from [ID 0403]]} Applying our \subsection*{[ID 1427] THE METRIC DISTORTION GRADIENT (,"T^{\mu\nu [Relocated from [ID 0401]]} \nabla \delta g_{\mu\nu} = \frac{8\pi G}{c -> UnexpectedCharacters: No terminal matches '[' in the current parser context, at line 1 col 9

T^{munu [Relocated from [ID 0401]]} \nabla delta
        ^
Expected one of: 
	* FUNC_MIN
	* FUNC_COS
	* MUL_SYMBOL
	* FUNC_ARCSIN
	* FUNC_DETERMINANT
	* FUNC_SEC
	* FUNC_TAN
	* CARET
	* LATIN_SYMBOL_WITH_GREEK_SUBSCRIPT
	* L_FLOOR
	* GREEK_SYMBOL_WITH_GREEK_SUBSCRIPT
	* FUNC_ARCCOS
	* BANG
	* FUNC_COT
	* CMD_INFTY
	* L_PAREN
	* FUNC_SQRT
	* CMD_DETERMINANT_BEGIN
	* CMD_FRAC
	* FUNC_LN
	* FUNC_ARCTAN
	* FUNC_LG
	* BAR
	* FUNC_ARCSEC
	* L_BRACE
	* DIV_SYMBOL
	* SUB
	* __ANON_1
	* CMD_IMAGINARY_UNIT
	* FUNC_COSH
	* R_BRACE
	* CMD_MATHIT
	* LATIN_SYMBOL_WITH_LATIN_SUBSCRIPT
	* FUNC_EXP
	* CMD_BINOM
	* FUNC_ARTANH
	* FUNC_PROD
	* CMD_MATRIX_BEGIN
	* CMD_LANGLE
	* FUNC_ARCCOT
	* FUNC_TANH
	* FUNC_CSC
	* L_CEIL
	* FUNC_ARSINH
	* GREEK_SYMBOL_WITH_LATIN_SUBSCRIPT
	* FUNC_SIN
	* CMD_OVERLINE
	* FUNC_SINH
	* FUNC_INT
	* FUNC_LOG
	* FUNC_ARCOSH
	* FUNC_MAX
	* FUNC_LIM
	* ADD
	* FUNC_MATRIX_ADJUGATE
	* SYMBOL
	* FUNC_MATRIX_TRACE
	* FUNC_ARCCSC
	* GREEK_SYMBOL_WITH_PRIMES
	* FUNC_SUM
",manually normalize and consider as proof-strength edge case
