id,title,status,message,wolfram_candidate,canonical_equation
ID11005,Phone2 Category Type Theory decrementAndGet T Top,wolfram_parse_error,ToExpression failed,"decrementAndGet[], t == top","decrementAndGet[], t = top"
ID11006,Phone2 Category Type Theory T Top,wolfram_parse_error,ToExpression failed,{t == top,{t = top
ID11007,Phone2 Category Type Theory Get B Bottom,wolfram_parse_error,ToExpression failed,"get[], b == bottom","get[], b = bottom"
ID11009,Phone2 Category Type Theory G C C C Threads C,wolfram_parse_error,ToExpression failed,g[C] == ⋃_{c ∈ C} Threads(c),"g[C] = ⋃_{c ∈ C} Threads(c),"
ID11014,Phone2 Category Type Theory LocalCorrectness Thread I,wolfram_parse_error,ToExpression failed,LocalCorrectness := _i:,LocalCorrectness := ∀ thread_i:
ID11016,Phone2 Category Type Theory Push I Task,wolfram_parse_error,ToExpression failed,"Push[i, task] ==","Push[i, task] =="
ID11019,Phone2 Category Type Theory Steal I J,wolfram_parse_error,ToExpression failed,"Steal[i, j] ==","Steal[i, j] =="
ID11034,Phone2 Category Type Theory SplitArchitectureFunctorialityTheorem,wolfram_parse_error,ToExpression failed,SplitArchitectureFunctorialityTheorem :=,SplitArchitectureFunctorialityTheorem :=
ID11046,Phone2 Category Type Theory Neuron Neuron,wolfram_parse_error,ToExpression failed,"{neuronᵢ, neuronⱼ} ->","{neuronᵢ, neuronⱼ} →"
ID11049,Phone2 Category Type Theory I,wolfram_parse_error,ToExpression failed,i -> <|,i → <|
ID11115,Phone2 Category Type Theory Eigenvalues Measurement,wolfram_parse_error,ToExpression failed,Eigenvalues[measurement] ->,Eigenvalues[measurement] →
