root,file_name,full_path,extension,artifact_kind,length,score,priority,imports_or_modules
D:\Proofs,tzpid_proof_support_id0000_0099_redo.csv,D:\Proofs\tzpid_proof_support_id0000_0099_redo.csv,.csv,csv_certificate,71630,173,high_simulation_proof,
D:\Proofs,TZPID_PROOF_SEARCH_MASTER_ID1400_ID1499.md,D:\Proofs\tzpid_3000_master_chunks_100\TZPID_PROOF_SEARCH_MASTER_ID1400_ID1499.md,.md,notes_or_report,607352,169,high_simulation_proof,
D:\Proofs,TZPID_PROOF_SEARCH_MASTER_ID1600_ID1699.md,D:\Proofs\tzpid_3000_master_chunks_100\TZPID_PROOF_SEARCH_MASTER_ID1600_ID1699.md,.md,notes_or_report,588241,167,high_simulation_proof,
D:\Physical_Physics,OurTheoryandInnerThoughts.txt,D:\Physical_Physics\OurTheoryandInnerThoughts.txt,.txt,notes_or_report,42672,164,high_simulation_proof,
D:\Proofs,proof2.csv,D:\Proofs\proof2.csv,.csv,csv_certificate,111002,162,high_simulation_proof,
D:\Proofs,TZPID_PROOF_SEARCH_MASTER_ID0900_ID0999.md,D:\Proofs\tzpid_3000_master_chunks_100\TZPID_PROOF_SEARCH_MASTER_ID0900_ID0999.md,.md,notes_or_report,578134,161,high_simulation_proof,
D:\Proofs,TZPID_PROOF_SEARCH_MASTER_ID0100_ID0199.md,D:\Proofs\tzpid_3000_master_chunks_100\TZPID_PROOF_SEARCH_MASTER_ID0100_ID0199.md,.md,notes_or_report,633839,156,high_simulation_proof,
D:\Proofs,TZPID_PROOF_SEARCH_MASTER_ID0600_ID0699.md,D:\Proofs\tzpid_3000_master_chunks_100\TZPID_PROOF_SEARCH_MASTER_ID0600_ID0699.md,.md,notes_or_report,571951,155,high_simulation_proof,
D:\Proofs,chunk200.md,D:\Proofs\chunk200.md,.md,notes_or_report,643459,152,high_simulation_proof,
D:\Proofs,tzpid_0200_0300_proof_support.csv,D:\Proofs\tzpid_0200_0300_proof_support.csv,.csv,csv_certificate,53635,142,high_simulation_proof,
D:\Proofs,TZPID_PROOF_SEARCH_MASTER_ID0300_ID0399.md,D:\Proofs\tzpid_3000_master_chunks_100\TZPID_PROOF_SEARCH_MASTER_ID0300_ID0399.md,.md,notes_or_report,631528,133,high_simulation_proof,
D:\Proofs,TZPID_PROOF_SEARCH_MASTER_ID0800_ID0899.md,D:\Proofs\tzpid_3000_master_chunks_100\TZPID_PROOF_SEARCH_MASTER_ID0800_ID0899.md,.md,notes_or_report,583453,132,high_simulation_proof,
D:\Proofs,TZPID_PROOF_SEARCH_MASTER_ID1700_ID1799.md,D:\Proofs\tzpid_3000_master_chunks_100\TZPID_PROOF_SEARCH_MASTER_ID1700_ID1799.md,.md,notes_or_report,586186,127,high_simulation_proof,
D:\Proofs,TZPID_PROOF_SEARCH_MASTER_ID0000_ID0099.md,D:\Proofs\tzpid_3000_master_chunks_100\TZPID_PROOF_SEARCH_MASTER_ID0000_ID0099.md,.md,notes_or_report,622336,125,high_simulation_proof,
D:\Proofs,TZPID_PROOF_SEARCH_MASTER_ID1800_ID1899.md,D:\Proofs\tzpid_3000_master_chunks_100\TZPID_PROOF_SEARCH_MASTER_ID1800_ID1899.md,.md,notes_or_report,671260,119,high_simulation_proof,
D:\Physical_Physics,pi_thon.txt,D:\Physical_Physics\pi_thon.txt,.txt,notes_or_report,72050,106,high_simulation_proof,
D:\Physical_Physics,_denoise.py,D:\Physical_Physics\mp_env\Lib\site-packages\skimage\restoration\_denoise.py,.py,python_script,42531,97,high_simulation_proof,..; .._shared; .._shared.utils; ..color.colorconv; ..util.dtype; ._denoise_cy; functools; math; numbers; numpy; pywt; scipy.stats
D:\Physical_Physics,test_spines.py,D:\Physical_Physics\mp_env\Lib\site-packages\matplotlib\tests\test_spines.py,.py,python_script,5274,86,high_simulation_proof,matplotlib.pyplot; matplotlib.spines; matplotlib.testing.decorators; numpy; pytest
D:\Physical_Physics,CuneiformFrameLexicon.txt,D:\Physical_Physics\CuneiformFrameLexicon.txt,.txt,notes_or_report,46726,69,high_simulation_proof,
D:\Physical_Physics,test_dates.py,D:\Physical_Physics\mp_env\Lib\site-packages\matplotlib\tests\test_dates.py,.py,python_script,56533,69,high_simulation_proof,datetime; dateutil.rrule; dateutil.tz; functools; matplotlib; matplotlib.dates; matplotlib.pyplot; matplotlib.testing.decorators; matplotlib.testing.jpl_units; matplotlib.ticker; numpy; pytest
D:\Physical_Physics,dag.py,D:\Physical_Physics\mp_env\Lib\site-packages\networkx\algorithms\dag.py,.py,python_script,45070,68,high_simulation_proof,collections; functools; heapq; itertools; math; networkx; networkx.utils; v; warnings
D:\Proofs,TZPID_PROOF_SEARCH_MASTER_CHUNKS_100_INDEX.md,D:\Proofs\tzpid_3000_master_chunks_100\TZPID_PROOF_SEARCH_MASTER_CHUNKS_100_INDEX.md,.md,notes_or_report,3783,65,high_simulation_proof,
D:\Proofs,TZPID_PROOF_SEARCH_MASTER_CHUNKS_100_INDEX.csv,D:\Proofs\tzpid_3000_master_chunks_100\TZPID_PROOF_SEARCH_MASTER_CHUNKS_100_INDEX.csv,.csv,csv_certificate,3486,62,high_simulation_proof,
D:\Physical_Physics,RTEPatent.txt,D:\Physical_Physics\RTEPatent.txt,.txt,notes_or_report,20621,48,high_simulation_proof,
D:\Physical_Physics,test_ticker.py,D:\Physical_Physics\mp_env\Lib\site-packages\matplotlib\tests\test_ticker.py,.py,python_script,74759,46,high_simulation_proof,contextlib; itertools; locale; logging; matplotlib; matplotlib.pyplot; matplotlib.ticker; numpy; numpy.testing; packaging.version; pytest; re
D:\Physical_Physics,arrayprint.py,D:\Physical_Physics\mp_env\Lib\site-packages\numpy\_core\arrayprint.py,.py,python_script,66568,40,high_simulation_proof,.; .fromnumeric; .multiarray; .numeric; .numerictypes; .overrides; .printoptions; .umath; _dummy_thread; _thread; contextlib; functools; numbers; numpy; operator; sys; warnings
D:\Proofs,instructions.txt,D:\Proofs\instructions.txt,.txt,notes_or_report,6344,39,high_simulation_proof,
D:\Proofs,proof501.md,D:\Proofs\proof501.md,.md,notes_or_report,9684,38,high_simulation_proof,
D:\Physical_Physics,fontBuilder.py,D:\Physical_Physics\mp_env\Lib\site-packages\fontTools\fontBuilder.py,.py,python_script,35294,36,high_simulation_proof,.cffLib; .feaLib.builder; .misc.timeTools; .otlLib.builder; .ttLib; .ttLib.tables.O_S_2f_2; .ttLib.tables._c_m_a_p; .ttLib.tables._f_v_a_r; .ttLib.tables._g_l_y_f; .varLib; .varLib.builder; collections; fontTools.colorLib.builder; fontTools.fontBuilder; fontTools.pens.t2CharStringPen; fontTools.pens.ttGlyphPen; struct
D:\Physical_Physics,progress.py,D:\Physical_Physics\mp_env\Lib\site-packages\pip\_vendor\rich\progress.py,.py,python_script,59836,33,high_simulation_proof,.; .console; .highlighter; .jupyter; .live; .panel; .progress_bar; .rule; .spinner; .style; .syntax; .table; .text; abc; collections; collections.abc; dataclasses; datetime; io; itertools; math; mmap; os; pip._vendor.typing_extensions; random; sys; threading; time; types; typing; warnings
D:\Physical_Physics,polar.py,D:\Physical_Physics\mp_env\Lib\site-packages\matplotlib\projections\polar.py,.py,python_script,57241,32,high_simulation_proof,math; matplotlib; matplotlib.axes; matplotlib.axis; matplotlib.markers; matplotlib.patches; matplotlib.path; matplotlib.spines; matplotlib.ticker; matplotlib.transforms; numpy; the; types
D:\Physical_Physics,test_axes.py,D:\Physical_Physics\mp_env\Lib\site-packages\matplotlib\tests\test_axes.py,.py,python_script,329934,31,high_simulation_proof,collections; contextlib; cycler; datetime; dateutil.tz; decimal; functools; gc; inspect; io; itertools; matplotlib; matplotlib.axes; matplotlib.collections; matplotlib.colors; matplotlib.dates; matplotlib.figure; matplotlib.font_manager; matplotlib.lines; matplotlib.markers; matplotlib.patches; matplotlib.path; matplotlib.projections.geo; matplotlib.projections.polar; matplotlib.pyplot; matplotlib.testing._markers; matplotlib.testing.decorators; matplotlib.testing.jpl_units; matplotlib.text; mat
D:\Physical_Physics,test_skew.py,D:\Physical_Physics\mp_env\Lib\site-packages\matplotlib\tests\test_skew.py,.py,python_script,6349,29,high_simulation_proof,contextlib; itertools; matplotlib.axes; matplotlib.axis; matplotlib.patches; matplotlib.projections; matplotlib.pyplot; matplotlib.spines; matplotlib.testing.decorators; matplotlib.transforms; platform
D:\Physical_Physics,Key_to_Creation.txt,D:\Physical_Physics\Key_to_Creation.txt,.txt,notes_or_report,45358,27,high_simulation_proof,cirq; cv2; google.colab; json; math; matplotlib.lines; matplotlib.pyplot; mediapipe; mpl_toolkits.mplot3d; numpy
D:\Physical_Physics,spinner.py,D:\Physical_Physics\mp_env\Lib\site-packages\pip\_vendor\rich\spinner.py,.py,python_script,4374,27,high_simulation_proof,._spinners; .columns; .console; .live; .measure; .panel; .style; .table; .text; time; typing
D:\Physical_Physics,tifffile.py,D:\Physical_Physics\mp_env\Lib\site-packages\tifffile\tifffile.py,.py,python_script,898204,27,high_simulation_proof,.; .geodb; __future__; _imagecodecs; array.; base64; binascii; collections; collections.abc; concurrent.futures; copy; datetime; defusedxml; enum; fnmatch; fractions; functools; glob; imagecodecs; io; json; logging; lxml; math; matplotlib; matplotlib.widgets; mmap; numpy; numpy.typing; optparse; os; pprint; re; struct; subprocess; sys; tempfile; the; threading; time; tkinter; typing; urllib.parse; urllib.request; uuid; warnings; xml.etree; zarr; zarr.hierarchy; zarr.indexing; zipfile
D:\Physical_Physics,test_graphml.py,D:\Physical_Physics\mp_env\Lib\site-packages\networkx\readwrite\tests\test_graphml.py,.py,python_script,67573,26,high_simulation_proof,io; json; lxml.etree; networkx; networkx.readwrite.graphml; networkx.utils; pytest; xml.etree.ElementTree
D:\Physical_Physics,test_texture.py,D:\Physical_Physics\mp_env\Lib\site-packages\skimage\feature\tests\test_texture.py,.py,python_script,13964,25,high_simulation_proof,numpy; pytest; skimage._shared.testing; skimage.feature; skimage.transform
D:\Physical_Physics,_common.py,D:\Physical_Physics\mp_env\Lib\site-packages\dateutil\tz\_common.py,.py,python_script,12977,24,high_simulation_proof,datetime; functools; six
D:\Physical_Physics,loggingTools.py,D:\Physical_Physics\mp_env\Lib\site-packages\fontTools\misc\loggingTools.py,.py,python_script,20476,24,high_simulation_proof,collections.abc; doctest; functools; logging; re; sys; timeit; warnings
D:\Physical_Physics,axis.py,D:\Physical_Physics\mp_env\Lib\site-packages\matplotlib\axis.py,.py,python_script,104714,24,high_simulation_proof,datetime; dateutil.tz; functools; logging; matplotlib; matplotlib.artist; matplotlib.colors; matplotlib.lines; matplotlib.scale; matplotlib.text; matplotlib.ticker; matplotlib.transforms; matplotlib.units; numbers; numpy; warnings
D:\Physical_Physics,This_is_a_sophisticated_bridge.txt,D:\Physical_Physics\Willow\This_is_a_sophisticated_bridge.txt,.txt,notes_or_report,4848,23,high_simulation_proof,
D:\Physical_Physics,special.py,D:\Physical_Physics\mp_env\Lib\site-packages\jax\_src\lax\special.py,.py,python_script,28856,23,high_simulation_proof,enum; functools; jax._src; jax._src.interpreters; jax._src.lax.control_flow; jax._src.lax.lax; jax._src.lib.mlir.dialects; jax._src.typing; numpy
D:\Physical_Physics,xla_client.py,D:\Physical_Physics\mp_env\Lib\site-packages\jaxlib\xla_client.py,.py,python_script,17456,23,high_simulation_proof,__future__; atexit; collections.abc; contextlib; enum; jaxlib; logging; os; threading; typing
D:\Physical_Physics,ismags.py,D:\Physical_Physics\mp_env\Lib\site-packages\networkx\algorithms\isomorphism\ismags.py,.py,python_script,43239,23,high_simulation_proof,collections; functools; itertools
D:\Physical_Physics,_fetchers.py,D:\Physical_Physics\mp_env\Lib\site-packages\skimage\data\_fetchers.py,.py,python_script,40055,23,high_simulation_proof,..; ..io; ..util.dtype; ._registry; hashlib; numpy; os; os.path; pooch; pytest; shutil
D:\Graphs,histogramspinorbits - Copy (2) - Copy.txt,D:\Graphs\histogramspinorbits - Copy (2) - Copy.txt,.txt,notes_or_report,2024,22,high_simulation_proof,matplotlib.pyplot; numpy
D:\Graphs,histogramspinorbits - Copy (2).txt,D:\Graphs\histogramspinorbits - Copy (2).txt,.txt,notes_or_report,2024,22,high_simulation_proof,matplotlib.pyplot; numpy
D:\Graphs,histogramspinorbits - Copy (3).txt,D:\Graphs\histogramspinorbits - Copy (3).txt,.txt,notes_or_report,2024,22,high_simulation_proof,matplotlib.pyplot; numpy
D:\Graphs,histogramspinorbits - Copy - Copy - Copy.txt,D:\Graphs\histogramspinorbits - Copy - Copy - Copy.txt,.txt,notes_or_report,2024,22,high_simulation_proof,matplotlib.pyplot; numpy
D:\Graphs,histogramspinorbits - Copy - Copy.txt,D:\Graphs\histogramspinorbits - Copy - Copy.txt,.txt,notes_or_report,2024,22,high_simulation_proof,matplotlib.pyplot; numpy
D:\Graphs,histogramspinorbits - Copy.txt,D:\Graphs\histogramspinorbits - Copy.txt,.txt,notes_or_report,2024,22,high_simulation_proof,matplotlib.pyplot; numpy
D:\Graphs,histogramspinorbits.txt,D:\Graphs\histogramspinorbits.txt,.txt,notes_or_report,2024,22,high_simulation_proof,matplotlib.pyplot; numpy
D:\Graphs,spinorbitcode.txt - Copy (2) - Copy.txt,D:\Graphs\spinorbitcode.txt - Copy (2) - Copy.txt,.txt,notes_or_report,2607,22,high_simulation_proof,matplotlib.pyplot; numpy
D:\Graphs,spinorbitcode.txt - Copy (2).txt,D:\Graphs\spinorbitcode.txt - Copy (2).txt,.txt,notes_or_report,2607,22,high_simulation_proof,matplotlib.pyplot; numpy
D:\Graphs,spinorbitcode.txt - Copy - Copy - Copy.txt,D:\Graphs\spinorbitcode.txt - Copy - Copy - Copy.txt,.txt,notes_or_report,2607,22,high_simulation_proof,matplotlib.pyplot; numpy
D:\Graphs,spinorbitcode.txt - Copy - Copy.txt,D:\Graphs\spinorbitcode.txt - Copy - Copy.txt,.txt,notes_or_report,2607,22,high_simulation_proof,matplotlib.pyplot; numpy
D:\Graphs,spinorbitcode.txt - Copy.txt,D:\Graphs\spinorbitcode.txt - Copy.txt,.txt,notes_or_report,2607,22,high_simulation_proof,matplotlib.pyplot; numpy
D:\Graphs,spinorbitcode.txt.txt,D:\Graphs\spinorbitcode.txt.txt,.txt,notes_or_report,2607,22,high_simulation_proof,matplotlib.pyplot; numpy
D:\Physical_Physics,test_gexf.py,D:\Physical_Physics\mp_env\Lib\site-packages\networkx\readwrite\tests\test_gexf.py,.py,python_script,19405,22,high_simulation_proof,io; math; networkx; pytest; time
D:\Physical_Physics,_tifffile.py,D:\Physical_Physics\mp_env\Lib\site-packages\imageio\plugins\_tifffile.py,.py,python_script,371594,21,high_simulation_proof,.tifffile_geodb; OME; Tkinter; __future__; backports.lzma; binascii; collections; concurrent.futures; datetime; doctest; enum; file; fractions; glob; imagecodecs; importlib; io; json; lxml.etree; lzma; math; matplotlib; mmap; multiprocessing; numpy; optparse; os; pathlib; pprint; re; struct; subprocess; sys; tempfile; threading; tifffile_geodb; time; tkFileDialog; tkinter; warnings; xml.etree; zlib; zstd
D:\Graphs,besselweighted.txt.txt,D:\Graphs\besselweighted.txt.txt,.txt,notes_or_report,2538,20,high_simulation_proof,matplotlib.pyplot; numpy; scipy.optimize; scipy.special
D:\Physical_Physics,special.py,D:\Physical_Physics\mp_env\Lib\site-packages\jax\_src\scipy\special.py,.py,python_script,90272,20,high_simulation_proof,__future__; functools; jax; jax._src; jax._src.lax.lax; jax._src.nn.functions; jax._src.numpy.util; jax._src.ops; jax._src.third_party.scipy.betaln; jax._src.typing; jax.numpy; minus; numpy; operator; typing
D:\Physical_Physics,corner.py,D:\Physical_Physics\mp_env\Lib\site-packages\skimage\feature\corner.py,.py,python_script,46924,18,high_simulation_proof,.._shared.filters; .._shared.utils; ..transform; ..util; ._hessian_det_appx; .corner_cy; .peak; .util; functools; itertools; math; numpy; scipy
D:\Physical_Physics,ttGlyphSet.py,D:\Physical_Physics\mp_env\Lib\site-packages\fontTools\ttLib\ttGlyphSet.py,.py,python_script,17966,17,high_simulation_proof,abc; collections.abc; contextlib; copy; fontTools.misc.fixedTools; fontTools.misc.loggingTools; fontTools.misc.transform; fontTools.misc.vector; fontTools.pens.pointPen; fontTools.pens.recordingPen; fontTools.pens.transformPen; fontTools.ttLib.tables._g_l_y_f; fontTools.ttLib.tables.otTables; fontTools.varLib.iup; fontTools.varLib.models; fontTools.varLib.multiVarStore; fontTools.varLib.varStore; types
D:\Physical_Physics,geo.py,D:\Physical_Physics\mp_env\Lib\site-packages\matplotlib\projections\geo.py,.py,python_script,17605,17,high_simulation_proof,matplotlib; matplotlib.axes; matplotlib.axis; matplotlib.patches; matplotlib.path; matplotlib.spines; matplotlib.ticker; matplotlib.transforms; numpy
D:\Physical_Physics,layout.py,D:\Physical_Physics\mp_env\Lib\site-packages\networkx\drawing\layout.py,.py,python_script,50243,17,high_simulation_proof,all; each; networkx; networkx.utils; numpy; scipy; warnings
D:\Proofs,proof501.csv,D:\Proofs\proof501.csv,.csv,csv_certificate,3674,17,high_simulation_proof,
D:\Physical_Physics,tz.py,D:\Physical_Physics\mp_env\Lib\site-packages\dateutil\tz\tz.py,.py,python_script,62855,16,high_simulation_proof,._common; ._factories; .win; bisect; collections; contextlib; datetime; dateutil; dateutil.parser; dateutil.tz; dateutil.zoneinfo; os; relative; six; six.moves; struct; sys; time; warnings; weakref
D:\Physical_Physics,afmLib.py,D:\Physical_Physics\mp_env\Lib\site-packages\fontTools\afmLib.py,.py,python_script,13603,16,high_simulation_proof,EasyDialogs; re; time
D:\Physical_Physics,linalg.py,D:\Physical_Physics\mp_env\Lib\site-packages\jax\_src\lax\linalg.py,.py,python_script,101863,15,high_simulation_proof,__future__; collections.abc; enum; functools; jax; jax._src; jax._src.core; jax._src.custom_partitioning_sharding_rule; jax._src.interpreters; jax._src.lax; jax._src.lax.lax; jax._src.lib; jax._src.lib.mlir; jax._src.lib.mlir.dialects; jax._src.partition_spec; jax._src.typing; math; numpy; string; typing
D:\Physical_Physics,decorators.py,D:\Physical_Physics\mp_env\Lib\site-packages\matplotlib\testing\decorators.py,.py,python_script,18022,15,high_simulation_proof,.compare; .exceptions; contextlib; functools; inspect; matplotlib; matplotlib.style; matplotlib.testing; matplotlib.units; os; packaging.version; pathlib; platform; pytest; shutil; string; sys; warnings
D:\Physical_Physics,test_afm.py,D:\Physical_Physics\mp_env\Lib\site-packages\matplotlib\tests\test_afm.py,.py,python_script,3701,15,high_simulation_proof,io; logging; matplotlib; pytest
D:\Physical_Physics,test_figure.py,D:\Physical_Physics\mp_env\Lib\site-packages\matplotlib\tests\test_figure.py,.py,python_script,60289,15,high_simulation_proof,PIL; copy; datetime; io; matplotlib; matplotlib.axes; matplotlib.backend_bases; matplotlib.dates; matplotlib.figure; matplotlib.layout_engine; matplotlib.pyplot; matplotlib.testing.decorators; matplotlib.ticker; numpy; pickle; platform; pytest; threading; types; warnings
D:\Physical_Physics,texture.py,D:\Physical_Physics\mp_env\Lib\site-packages\skimage\feature\texture.py,.py,python_script,21106,15,high_simulation_proof,.._shared.utils; ..color; ..util; ._texture; numpy; warnings
D:\Physical_Physics,slicing.py,D:\Physical_Physics\mp_env\Lib\site-packages\jax\_src\lax\slicing.py,.py,python_script,134815,14,medium_candidate,__future__; collections.abc; enum; functools; jax._src; jax._src.interpreters; jax._src.lax; jax._src.lax.utils; jax._src.lib.mlir; jax._src.lib.mlir.dialects; jax._src.typing; jax._src.util; math; numpy; operator; typing; weakref
D:\Physical_Physics,test_match.py,D:\Physical_Physics\mp_env\Lib\site-packages\skimage\feature\tests\test_match.py,.py,python_script,8386,14,medium_candidate,numpy; skimage; skimage._shared; skimage._shared.testing; skimage.color; skimage.feature
D:\Proofs,proof599.md,D:\Proofs\proof599.md,.md,notes_or_report,5691,14,medium_candidate,
D:\Physical_Physics,the_other_me.txt,D:\Physical_Physics\the_other_me.txt,.txt,notes_or_report,2466,13,medium_candidate,
D:\Physical_Physics,random.py,D:\Physical_Physics\mp_env\Lib\site-packages\jax\random.py,.py,python_script,9434,12,medium_candidate,jax._src.random
D:\Physical_Physics,test_ft2font.py,D:\Physical_Physics\mp_env\Lib\site-packages\matplotlib\tests\test_ft2font.py,.py,python_script,40838,12,medium_candidate,Tavmjong; io; itertools; matplotlib; matplotlib.font_manager; matplotlib.path; matplotlib.pyplot; matplotlib.testing.decorators; numpy; pathlib; pytest
D:\Physical_Physics,laplacian.py,D:\Physical_Physics\mp_env\Lib\site-packages\networkx\algorithms\centrality\laplacian.py,.py,python_script,5640,12,medium_candidate,networkx; numpy; scipy
D:\Physical_Physics,gexf.py,D:\Physical_Physics\mp_env\Lib\site-packages\networkx\readwrite\gexf.py,.py,python_script,39693,12,medium_candidate,itertools; networkx; networkx.utils; numpy; time; xml.etree.ElementTree
D:\Physical_Physics,_datasource.py,D:\Physical_Physics\mp_env\Lib\site-packages\numpy\lib\_datasource.py,.py,python_script,23429,12,medium_candidate,.._utils; bz2; gzip; lzma; os; shutil; tempfile; urllib.error; urllib.parse; urllib.request
D:\Physical_Physics,_linalg.py,D:\Physical_Physics\mp_env\Lib\site-packages\numpy\linalg\_linalg.py,.py,python_script,118309,12,medium_candidate,functools; numpy; numpy._core; numpy._globals; numpy._typing; numpy._utils; numpy.lib._twodim_base_impl; numpy.lib.array_utils; numpy.linalg; operator; typing; warnings
D:\Physical_Physics,numcodecs.py,D:\Physical_Physics\mp_env\Lib\site-packages\tifffile\numcodecs.py,.py,python_script,5990,12,medium_candidate,.tifffile; __future__; collections.abc; io; numcodecs; numcodecs.abc; typing
