scenario,coupling,detuning,capture_margin,capture_admissible,phase_witness,witness_abs,phase_velocity_residual,basin_width
unit_coupling_capture_window,1.0,-1.05,-0.050000000000000044,0,-1.05,1.05,0.0,2.0
unit_coupling_capture_window,1.0,-1.045,-0.04499999999999993,0,-1.045,1.045,0.0,2.0
unit_coupling_capture_window,1.0,-1.04,-0.040000000000000036,0,-1.04,1.04,0.0,2.0
unit_coupling_capture_window,1.0,-1.035,-0.03499999999999992,0,-1.035,1.035,0.0,2.0
unit_coupling_capture_window,1.0,-1.03,-0.030000000000000027,0,-1.03,1.03,0.0,2.0
unit_coupling_capture_window,1.0,-1.025,-0.02499999999999991,0,-1.025,1.025,0.0,2.0
unit_coupling_capture_window,1.0,-1.02,-0.020000000000000018,0,-1.02,1.02,0.0,2.0
unit_coupling_capture_window,1.0,-1.015,-0.014999999999999902,0,-1.015,1.015,0.0,2.0
unit_coupling_capture_window,1.0,-1.01,-0.010000000000000009,0,-1.01,1.01,0.0,2.0
unit_coupling_capture_window,1.0,-1.005,-0.004999999999999893,0,-1.005,1.005,0.0,2.0
unit_coupling_capture_window,1.0,-1.0,0.0,1,-1.0,1.0,0.0,2.0
unit_coupling_capture_window,1.0,-0.995,0.0050000000000000044,1,-0.995,0.995,0.0,2.0
unit_coupling_capture_window,1.0,-0.99,0.010000000000000009,1,-0.99,0.99,0.0,2.0
unit_coupling_capture_window,1.0,-0.985,0.015000000000000013,1,-0.985,0.985,0.0,2.0
unit_coupling_capture_window,1.0,-0.98,0.020000000000000018,1,-0.98,0.98,0.0,2.0
unit_coupling_capture_window,1.0,-0.975,0.025000000000000022,1,-0.975,0.975,0.0,2.0
unit_coupling_capture_window,1.0,-0.97,0.030000000000000027,1,-0.97,0.97,0.0,2.0
unit_coupling_capture_window,1.0,-0.965,0.03500000000000003,1,-0.965,0.965,0.0,2.0
unit_coupling_capture_window,1.0,-0.96,0.040000000000000036,1,-0.96,0.96,0.0,2.0
unit_coupling_capture_window,1.0,-0.9550000000000001,0.04499999999999993,1,-0.9550000000000001,0.9550000000000001,0.0,2.0
unit_coupling_capture_window,1.0,-0.95,0.050000000000000044,1,-0.95,0.95,0.0,2.0
unit_coupling_capture_window,1.0,-0.9450000000000001,0.05499999999999994,1,-0.9450000000000001,0.9450000000000001,0.0,2.0
unit_coupling_capture_window,1.0,-0.94,0.06000000000000005,1,-0.94,0.94,0.0,2.0
unit_coupling_capture_window,1.0,-0.935,0.06499999999999995,1,-0.935,0.935,0.0,2.0
unit_coupling_capture_window,1.0,-0.9299999999999999,0.07000000000000006,1,-0.9299999999999999,0.9299999999999999,0.0,2.0
unit_coupling_capture_window,1.0,-0.925,0.07499999999999996,1,-0.925,0.925,0.0,2.0
unit_coupling_capture_window,1.0,-0.9199999999999999,0.08000000000000007,1,-0.9199999999999999,0.9199999999999999,0.0,2.0
unit_coupling_capture_window,1.0,-0.915,0.08499999999999996,1,-0.915,0.915,0.0,2.0
unit_coupling_capture_window,1.0,-0.9099999999999999,0.09000000000000008,1,-0.9099999999999999,0.9099999999999999,0.0,2.0
unit_coupling_capture_window,1.0,-0.905,0.09499999999999997,1,-0.905,0.905,0.0,2.0
unit_coupling_capture_window,1.0,-0.8999999999999999,0.10000000000000009,1,-0.8999999999999999,0.8999999999999999,0.0,2.0
unit_coupling_capture_window,1.0,-0.895,0.10499999999999998,1,-0.895,0.895,0.0,2.0
unit_coupling_capture_window,1.0,-0.89,0.10999999999999999,1,-0.89,0.89,0.0,2.0
unit_coupling_capture_window,1.0,-0.885,0.11499999999999999,1,-0.885,0.885,0.0,2.0
unit_coupling_capture_window,1.0,-0.88,0.12,1,-0.88,0.88,0.0,2.0
unit_coupling_capture_window,1.0,-0.875,0.125,1,-0.875,0.875,0.0,2.0
unit_coupling_capture_window,1.0,-0.87,0.13,1,-0.87,0.87,0.0,2.0
unit_coupling_capture_window,1.0,-0.865,0.135,1,-0.865,0.865,0.0,2.0
unit_coupling_capture_window,1.0,-0.86,0.14,1,-0.86,0.86,0.0,2.0
unit_coupling_capture_window,1.0,-0.855,0.14500000000000002,1,-0.855,0.855,0.0,2.0
unit_coupling_capture_window,1.0,-0.85,0.15000000000000002,1,-0.85,0.85,0.0,2.0
unit_coupling_capture_window,1.0,-0.845,0.15500000000000003,1,-0.845,0.845,0.0,2.0
unit_coupling_capture_window,1.0,-0.84,0.16000000000000003,1,-0.84,0.84,0.0,2.0
unit_coupling_capture_window,1.0,-0.835,0.16500000000000004,1,-0.835,0.835,0.0,2.0
unit_coupling_capture_window,1.0,-0.8300000000000001,0.16999999999999993,1,-0.8300000000000001,0.8300000000000001,0.0,2.0
unit_coupling_capture_window,1.0,-0.825,0.17500000000000004,1,-0.825,0.825,0.0,2.0
unit_coupling_capture_window,1.0,-0.8200000000000001,0.17999999999999994,1,-0.8200000000000001,0.8200000000000001,0.0,2.0
unit_coupling_capture_window,1.0,-0.815,0.18500000000000005,1,-0.815,0.815,0.0,2.0
unit_coupling_capture_window,1.0,-0.81,0.18999999999999995,1,-0.81,0.81,0.0,2.0
unit_coupling_capture_window,1.0,-0.8049999999999999,0.19500000000000006,1,-0.8049999999999999,0.8049999999999999,0.0,2.0
unit_coupling_capture_window,1.0,-0.8,0.19999999999999996,1,-0.8,0.8,0.0,2.0
unit_coupling_capture_window,1.0,-0.7949999999999999,0.20500000000000007,1,-0.7949999999999999,0.7949999999999999,0.0,2.0
unit_coupling_capture_window,1.0,-0.79,0.20999999999999996,1,-0.79,0.79,0.0,2.0
unit_coupling_capture_window,1.0,-0.7849999999999999,0.21500000000000008,1,-0.7849999999999999,0.7849999999999999,0.0,2.0
unit_coupling_capture_window,1.0,-0.78,0.21999999999999997,1,-0.78,0.78,0.0,2.0
unit_coupling_capture_window,1.0,-0.7749999999999999,0.2250000000000001,1,-0.7749999999999999,0.7749999999999999,0.0,2.0
unit_coupling_capture_window,1.0,-0.77,0.22999999999999998,1,-0.77,0.77,0.0,2.0
unit_coupling_capture_window,1.0,-0.765,0.235,1,-0.765,0.765,0.0,2.0
unit_coupling_capture_window,1.0,-0.76,0.24,1,-0.76,0.76,0.0,2.0
unit_coupling_capture_window,1.0,-0.755,0.245,1,-0.755,0.755,0.0,2.0
unit_coupling_capture_window,1.0,-0.75,0.25,1,-0.75,0.75,0.0,2.0
unit_coupling_capture_window,1.0,-0.745,0.255,1,-0.745,0.745,0.0,2.0
unit_coupling_capture_window,1.0,-0.74,0.26,1,-0.74,0.74,0.0,2.0
unit_coupling_capture_window,1.0,-0.735,0.265,1,-0.735,0.735,0.0,2.0
unit_coupling_capture_window,1.0,-0.73,0.27,1,-0.73,0.73,0.0,2.0
unit_coupling_capture_window,1.0,-0.725,0.275,1,-0.725,0.725,0.0,2.0
unit_coupling_capture_window,1.0,-0.72,0.28,1,-0.72,0.72,0.0,2.0
unit_coupling_capture_window,1.0,-0.715,0.28500000000000003,1,-0.715,0.715,0.0,2.0
unit_coupling_capture_window,1.0,-0.71,0.29000000000000004,1,-0.71,0.71,0.0,2.0
unit_coupling_capture_window,1.0,-0.705,0.29500000000000004,1,-0.705,0.705,0.0,2.0
unit_coupling_capture_window,1.0,-0.7,0.30000000000000004,1,-0.7,0.7,0.0,2.0
unit_coupling_capture_window,1.0,-0.695,0.30500000000000005,1,-0.695,0.695,0.0,2.0
unit_coupling_capture_window,1.0,-0.69,0.31000000000000005,1,-0.69,0.69,0.0,2.0
unit_coupling_capture_window,1.0,-0.6849999999999999,0.31500000000000006,1,-0.6849999999999999,0.6849999999999999,0.0,2.0
unit_coupling_capture_window,1.0,-0.6799999999999999,0.32000000000000006,1,-0.6799999999999999,0.6799999999999999,0.0,2.0
unit_coupling_capture_window,1.0,-0.6749999999999999,0.32500000000000007,1,-0.6749999999999999,0.6749999999999999,0.0,2.0
unit_coupling_capture_window,1.0,-0.67,0.32999999999999996,1,-0.67,0.67,0.0,2.0
unit_coupling_capture_window,1.0,-0.665,0.33499999999999996,1,-0.665,0.665,0.0,2.0
unit_coupling_capture_window,1.0,-0.66,0.33999999999999997,1,-0.66,0.66,0.0,2.0
unit_coupling_capture_window,1.0,-0.655,0.345,1,-0.655,0.655,0.0,2.0
unit_coupling_capture_window,1.0,-0.65,0.35,1,-0.65,0.65,0.0,2.0
unit_coupling_capture_window,1.0,-0.645,0.355,1,-0.645,0.645,0.0,2.0
unit_coupling_capture_window,1.0,-0.64,0.36,1,-0.64,0.64,0.0,2.0
unit_coupling_capture_window,1.0,-0.635,0.365,1,-0.635,0.635,0.0,2.0
unit_coupling_capture_window,1.0,-0.63,0.37,1,-0.63,0.63,0.0,2.0
unit_coupling_capture_window,1.0,-0.625,0.375,1,-0.625,0.625,0.0,2.0
unit_coupling_capture_window,1.0,-0.62,0.38,1,-0.62,0.62,0.0,2.0
unit_coupling_capture_window,1.0,-0.615,0.385,1,-0.615,0.615,0.0,2.0
unit_coupling_capture_window,1.0,-0.61,0.39,1,-0.61,0.61,0.0,2.0
unit_coupling_capture_window,1.0,-0.605,0.395,1,-0.605,0.605,0.0,2.0
unit_coupling_capture_window,1.0,-0.6,0.4,1,-0.6,0.6,0.0,2.0
unit_coupling_capture_window,1.0,-0.595,0.405,1,-0.595,0.595,0.0,2.0
unit_coupling_capture_window,1.0,-0.59,0.41000000000000003,1,-0.59,0.59,0.0,2.0
unit_coupling_capture_window,1.0,-0.585,0.41500000000000004,1,-0.585,0.585,0.0,2.0
unit_coupling_capture_window,1.0,-0.58,0.42000000000000004,1,-0.58,0.58,0.0,2.0
unit_coupling_capture_window,1.0,-0.575,0.42500000000000004,1,-0.575,0.575,0.0,2.0
unit_coupling_capture_window,1.0,-0.57,0.43000000000000005,1,-0.57,0.57,0.0,2.0
unit_coupling_capture_window,1.0,-0.565,0.43500000000000005,1,-0.565,0.565,0.0,2.0
unit_coupling_capture_window,1.0,-0.5599999999999999,0.44000000000000006,1,-0.5599999999999999,0.5599999999999999,0.0,2.0
unit_coupling_capture_window,1.0,-0.5549999999999999,0.44500000000000006,1,-0.5549999999999999,0.5549999999999999,0.0,2.0
unit_coupling_capture_window,1.0,-0.5499999999999999,0.45000000000000007,1,-0.5499999999999999,0.5499999999999999,0.0,2.0
unit_coupling_capture_window,1.0,-0.545,0.45499999999999996,1,-0.545,0.545,0.0,2.0
unit_coupling_capture_window,1.0,-0.54,0.45999999999999996,1,-0.54,0.54,0.0,2.0
unit_coupling_capture_window,1.0,-0.535,0.46499999999999997,1,-0.535,0.535,0.0,2.0
unit_coupling_capture_window,1.0,-0.53,0.47,1,-0.53,0.53,0.0,2.0
unit_coupling_capture_window,1.0,-0.525,0.475,1,-0.525,0.525,0.0,2.0
unit_coupling_capture_window,1.0,-0.52,0.48,1,-0.52,0.52,0.0,2.0
unit_coupling_capture_window,1.0,-0.515,0.485,1,-0.515,0.515,0.0,2.0
unit_coupling_capture_window,1.0,-0.51,0.49,1,-0.51,0.51,0.0,2.0
unit_coupling_capture_window,1.0,-0.505,0.495,1,-0.505,0.505,0.0,2.0
unit_coupling_capture_window,1.0,-0.5,0.5,1,-0.5,0.5,0.0,2.0
unit_coupling_capture_window,1.0,-0.495,0.505,1,-0.495,0.495,0.0,2.0
unit_coupling_capture_window,1.0,-0.49,0.51,1,-0.49,0.49,0.0,2.0
unit_coupling_capture_window,1.0,-0.485,0.515,1,-0.485,0.485,0.0,2.0
unit_coupling_capture_window,1.0,-0.48,0.52,1,-0.48,0.48,0.0,2.0
unit_coupling_capture_window,1.0,-0.475,0.525,1,-0.475,0.475,0.0,2.0
unit_coupling_capture_window,1.0,-0.47,0.53,1,-0.47,0.47,0.0,2.0
unit_coupling_capture_window,1.0,-0.46499999999999997,0.535,1,-0.46499999999999997,0.46499999999999997,0.0,2.0
unit_coupling_capture_window,1.0,-0.45999999999999996,0.54,1,-0.45999999999999996,0.45999999999999996,0.0,2.0
unit_coupling_capture_window,1.0,-0.45499999999999996,0.545,1,-0.45499999999999996,0.45499999999999996,0.0,2.0
unit_coupling_capture_window,1.0,-0.44999999999999996,0.55,1,-0.44999999999999996,0.44999999999999996,0.0,2.0
unit_coupling_capture_window,1.0,-0.44499999999999995,0.555,1,-0.44499999999999995,0.44499999999999995,0.0,2.0
unit_coupling_capture_window,1.0,-0.43999999999999995,0.56,1,-0.43999999999999995,0.43999999999999995,0.0,2.0
unit_coupling_capture_window,1.0,-0.43499999999999994,0.5650000000000001,1,-0.43499999999999994,0.43499999999999994,0.0,2.0
unit_coupling_capture_window,1.0,-0.42999999999999994,0.5700000000000001,1,-0.42999999999999994,0.42999999999999994,0.0,2.0
unit_coupling_capture_window,1.0,-0.42499999999999993,0.5750000000000001,1,-0.42499999999999993,0.42499999999999993,0.0,2.0
unit_coupling_capture_window,1.0,-0.41999999999999993,0.5800000000000001,1,-0.41999999999999993,0.41999999999999993,0.0,2.0
unit_coupling_capture_window,1.0,-0.41500000000000004,0.585,1,-0.41500000000000004,0.41500000000000004,0.0,2.0
unit_coupling_capture_window,1.0,-0.41000000000000003,0.59,1,-0.41000000000000003,0.41000000000000003,0.0,2.0
unit_coupling_capture_window,1.0,-0.405,0.595,1,-0.405,0.405,0.0,2.0
unit_coupling_capture_window,1.0,-0.4,0.6,1,-0.4,0.4,0.0,2.0
unit_coupling_capture_window,1.0,-0.395,0.605,1,-0.395,0.395,0.0,2.0
unit_coupling_capture_window,1.0,-0.39,0.61,1,-0.39,0.39,0.0,2.0
unit_coupling_capture_window,1.0,-0.385,0.615,1,-0.385,0.385,0.0,2.0
unit_coupling_capture_window,1.0,-0.38,0.62,1,-0.38,0.38,0.0,2.0
unit_coupling_capture_window,1.0,-0.375,0.625,1,-0.375,0.375,0.0,2.0
unit_coupling_capture_window,1.0,-0.37,0.63,1,-0.37,0.37,0.0,2.0
unit_coupling_capture_window,1.0,-0.365,0.635,1,-0.365,0.365,0.0,2.0
unit_coupling_capture_window,1.0,-0.36,0.64,1,-0.36,0.36,0.0,2.0
unit_coupling_capture_window,1.0,-0.355,0.645,1,-0.355,0.355,0.0,2.0
unit_coupling_capture_window,1.0,-0.35,0.65,1,-0.35,0.35,0.0,2.0
unit_coupling_capture_window,1.0,-0.345,0.655,1,-0.345,0.345,0.0,2.0
unit_coupling_capture_window,1.0,-0.33999999999999997,0.66,1,-0.33999999999999997,0.33999999999999997,0.0,2.0
unit_coupling_capture_window,1.0,-0.33499999999999996,0.665,1,-0.33499999999999996,0.33499999999999996,0.0,2.0
unit_coupling_capture_window,1.0,-0.32999999999999996,0.67,1,-0.32999999999999996,0.32999999999999996,0.0,2.0
unit_coupling_capture_window,1.0,-0.32499999999999996,0.675,1,-0.32499999999999996,0.32499999999999996,0.0,2.0
unit_coupling_capture_window,1.0,-0.31999999999999995,0.68,1,-0.31999999999999995,0.31999999999999995,0.0,2.0
unit_coupling_capture_window,1.0,-0.31499999999999995,0.685,1,-0.31499999999999995,0.31499999999999995,0.0,2.0
unit_coupling_capture_window,1.0,-0.30999999999999994,0.6900000000000001,1,-0.30999999999999994,0.30999999999999994,0.0,2.0
unit_coupling_capture_window,1.0,-0.30499999999999994,0.6950000000000001,1,-0.30499999999999994,0.30499999999999994,0.0,2.0
unit_coupling_capture_window,1.0,-0.29999999999999993,0.7000000000000001,1,-0.29999999999999993,0.29999999999999993,0.0,2.0
unit_coupling_capture_window,1.0,-0.29499999999999993,0.7050000000000001,1,-0.29499999999999993,0.29499999999999993,0.0,2.0
unit_coupling_capture_window,1.0,-0.29000000000000004,0.71,1,-0.29000000000000004,0.29000000000000004,0.0,2.0
unit_coupling_capture_window,1.0,-0.28500000000000003,0.715,1,-0.28500000000000003,0.28500000000000003,0.0,2.0
unit_coupling_capture_window,1.0,-0.28,0.72,1,-0.28,0.28,0.0,2.0
unit_coupling_capture_window,1.0,-0.275,0.725,1,-0.275,0.275,0.0,2.0
unit_coupling_capture_window,1.0,-0.27,0.73,1,-0.27,0.27,0.0,2.0
unit_coupling_capture_window,1.0,-0.265,0.735,1,-0.265,0.265,0.0,2.0
unit_coupling_capture_window,1.0,-0.26,0.74,1,-0.26,0.26,0.0,2.0
unit_coupling_capture_window,1.0,-0.255,0.745,1,-0.255,0.255,0.0,2.0
unit_coupling_capture_window,1.0,-0.25,0.75,1,-0.25,0.25,0.0,2.0
unit_coupling_capture_window,1.0,-0.24499999999999988,0.7550000000000001,1,-0.24499999999999988,0.24499999999999988,0.0,2.0
unit_coupling_capture_window,1.0,-0.24,0.76,1,-0.24,0.24,0.0,2.0
unit_coupling_capture_window,1.0,-0.23499999999999988,0.7650000000000001,1,-0.23499999999999988,0.23499999999999988,0.0,2.0
unit_coupling_capture_window,1.0,-0.22999999999999998,0.77,1,-0.22999999999999998,0.22999999999999998,0.0,2.0
unit_coupling_capture_window,1.0,-0.2250000000000001,0.7749999999999999,1,-0.2250000000000001,0.2250000000000001,0.0,2.0
unit_coupling_capture_window,1.0,-0.21999999999999997,0.78,1,-0.21999999999999997,0.21999999999999997,0.0,2.0
unit_coupling_capture_window,1.0,-0.21500000000000008,0.7849999999999999,1,-0.21500000000000008,0.21500000000000008,0.0,2.0
unit_coupling_capture_window,1.0,-0.20999999999999996,0.79,1,-0.20999999999999996,0.20999999999999996,0.0,2.0
unit_coupling_capture_window,1.0,-0.20500000000000007,0.7949999999999999,1,-0.20500000000000007,0.20500000000000007,0.0,2.0
unit_coupling_capture_window,1.0,-0.19999999999999996,0.8,1,-0.19999999999999996,0.19999999999999996,0.0,2.0
unit_coupling_capture_window,1.0,-0.19500000000000006,0.8049999999999999,1,-0.19500000000000006,0.19500000000000006,0.0,2.0
unit_coupling_capture_window,1.0,-0.18999999999999995,0.81,1,-0.18999999999999995,0.18999999999999995,0.0,2.0
unit_coupling_capture_window,1.0,-0.18500000000000005,0.815,1,-0.18500000000000005,0.18500000000000005,0.0,2.0
unit_coupling_capture_window,1.0,-0.17999999999999994,0.8200000000000001,1,-0.17999999999999994,0.17999999999999994,0.0,2.0
unit_coupling_capture_window,1.0,-0.17500000000000004,0.825,1,-0.17500000000000004,0.17500000000000004,0.0,2.0
unit_coupling_capture_window,1.0,-0.16999999999999993,0.8300000000000001,1,-0.16999999999999993,0.16999999999999993,0.0,2.0
unit_coupling_capture_window,1.0,-0.16500000000000004,0.835,1,-0.16500000000000004,0.16500000000000004,0.0,2.0
unit_coupling_capture_window,1.0,-0.15999999999999992,0.8400000000000001,1,-0.15999999999999992,0.15999999999999992,0.0,2.0
unit_coupling_capture_window,1.0,-0.15500000000000003,0.845,1,-0.15500000000000003,0.15500000000000003,0.0,2.0
unit_coupling_capture_window,1.0,-0.1499999999999999,0.8500000000000001,1,-0.1499999999999999,0.1499999999999999,0.0,2.0
unit_coupling_capture_window,1.0,-0.14500000000000002,0.855,1,-0.14500000000000002,0.14500000000000002,0.0,2.0
unit_coupling_capture_window,1.0,-0.1399999999999999,0.8600000000000001,1,-0.1399999999999999,0.1399999999999999,0.0,2.0
unit_coupling_capture_window,1.0,-0.135,0.865,1,-0.135,0.135,0.0,2.0
unit_coupling_capture_window,1.0,-0.1299999999999999,0.8700000000000001,1,-0.1299999999999999,0.1299999999999999,0.0,2.0
unit_coupling_capture_window,1.0,-0.125,0.875,1,-0.125,0.125,0.0,2.0
unit_coupling_capture_window,1.0,-0.11999999999999988,0.8800000000000001,1,-0.11999999999999988,0.11999999999999988,0.0,2.0
unit_coupling_capture_window,1.0,-0.11499999999999999,0.885,1,-0.11499999999999999,0.11499999999999999,0.0,2.0
unit_coupling_capture_window,1.0,-0.10999999999999988,0.8900000000000001,1,-0.10999999999999988,0.10999999999999988,0.0,2.0
unit_coupling_capture_window,1.0,-0.10499999999999998,0.895,1,-0.10499999999999998,0.10499999999999998,0.0,2.0
unit_coupling_capture_window,1.0,-0.09999999999999987,0.9000000000000001,1,-0.09999999999999987,0.09999999999999987,0.0,2.0
unit_coupling_capture_window,1.0,-0.09499999999999997,0.905,1,-0.09499999999999997,0.09499999999999997,0.0,2.0
unit_coupling_capture_window,1.0,-0.09000000000000008,0.9099999999999999,1,-0.09000000000000008,0.09000000000000008,0.0,2.0
unit_coupling_capture_window,1.0,-0.08499999999999996,0.915,1,-0.08499999999999996,0.08499999999999996,0.0,2.0
unit_coupling_capture_window,1.0,-0.08000000000000007,0.9199999999999999,1,-0.08000000000000007,0.08000000000000007,0.0,2.0
unit_coupling_capture_window,1.0,-0.07499999999999996,0.925,1,-0.07499999999999996,0.07499999999999996,0.0,2.0
unit_coupling_capture_window,1.0,-0.07000000000000006,0.9299999999999999,1,-0.07000000000000006,0.07000000000000006,0.0,2.0
unit_coupling_capture_window,1.0,-0.06499999999999995,0.935,1,-0.06499999999999995,0.06499999999999995,0.0,2.0
unit_coupling_capture_window,1.0,-0.06000000000000005,0.94,1,-0.06000000000000005,0.06000000000000005,0.0,2.0
unit_coupling_capture_window,1.0,-0.05499999999999994,0.9450000000000001,1,-0.05499999999999994,0.05499999999999994,0.0,2.0
unit_coupling_capture_window,1.0,-0.050000000000000044,0.95,1,-0.050000000000000044,0.050000000000000044,0.0,2.0
unit_coupling_capture_window,1.0,-0.04499999999999993,0.9550000000000001,1,-0.04499999999999993,0.04499999999999993,0.0,2.0
unit_coupling_capture_window,1.0,-0.040000000000000036,0.96,1,-0.040000000000000036,0.040000000000000036,0.0,2.0
unit_coupling_capture_window,1.0,-0.03499999999999992,0.9650000000000001,1,-0.03499999999999992,0.03499999999999992,0.0,2.0
unit_coupling_capture_window,1.0,-0.030000000000000027,0.97,1,-0.030000000000000027,0.030000000000000027,0.0,2.0
unit_coupling_capture_window,1.0,-0.02499999999999991,0.9750000000000001,1,-0.02499999999999991,0.02499999999999991,0.0,2.0
unit_coupling_capture_window,1.0,-0.020000000000000018,0.98,1,-0.020000000000000018,0.020000000000000018,0.0,2.0
unit_coupling_capture_window,1.0,-0.014999999999999902,0.9850000000000001,1,-0.014999999999999902,0.014999999999999902,0.0,2.0
unit_coupling_capture_window,1.0,-0.010000000000000009,0.99,1,-0.010000000000000009,0.010000000000000009,0.0,2.0
unit_coupling_capture_window,1.0,-0.004999999999999893,0.9950000000000001,1,-0.004999999999999893,0.004999999999999893,0.0,2.0
unit_coupling_capture_window,1.0,0.0,1.0,1,0.0,0.0,0.0,2.0
unit_coupling_capture_window,1.0,0.0050000000000001155,0.9949999999999999,1,0.0050000000000001155,0.0050000000000001155,0.0,2.0
unit_coupling_capture_window,1.0,0.010000000000000009,0.99,1,0.010000000000000009,0.010000000000000009,0.0,2.0
unit_coupling_capture_window,1.0,0.015000000000000124,0.9849999999999999,1,0.015000000000000124,0.015000000000000124,0.0,2.0
unit_coupling_capture_window,1.0,0.020000000000000018,0.98,1,0.020000000000000018,0.020000000000000018,0.0,2.0
unit_coupling_capture_window,1.0,0.025000000000000133,0.9749999999999999,1,0.025000000000000133,0.025000000000000133,0.0,2.0
unit_coupling_capture_window,1.0,0.030000000000000027,0.97,1,0.030000000000000027,0.030000000000000027,0.0,2.0
unit_coupling_capture_window,1.0,0.03499999999999992,0.9650000000000001,1,0.03499999999999992,0.03499999999999992,0.0,2.0
unit_coupling_capture_window,1.0,0.040000000000000036,0.96,1,0.040000000000000036,0.040000000000000036,0.0,2.0
unit_coupling_capture_window,1.0,0.04499999999999993,0.9550000000000001,1,0.04499999999999993,0.04499999999999993,0.0,2.0
unit_coupling_capture_window,1.0,0.050000000000000044,0.95,1,0.050000000000000044,0.050000000000000044,0.0,2.0
unit_coupling_capture_window,1.0,0.05499999999999994,0.9450000000000001,1,0.05499999999999994,0.05499999999999994,0.0,2.0
unit_coupling_capture_window,1.0,0.06000000000000005,0.94,1,0.06000000000000005,0.06000000000000005,0.0,2.0
