batch,batch_position,atomic_index,proposed_id,source_file,line_number,domain_family,readiness,duplicate_status,wolfram_status
1,15,108,PHONE2_NEXT+0108,_KleisliCategoryNon-DeterministicComputationMonads.txt,416,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,16,137,PHONE2_NEXT+0137,Quantum-Neural Cartographic Functor.txt,217,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,17,138,PHONE2_NEXT+0138,Quantum-Neural Cartographic Functor.txt,230,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,18,139,PHONE2_NEXT+0139,Quantum-Neural Cartographic Functor.txt,287,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,19,140,PHONE2_NEXT+0140,Quantum-Neural Cartographic Functor.txt,346,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,20,141,PHONE2_NEXT+0141,Quantum-Neural Cartographic Functor.txt,372,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,21,142,PHONE2_NEXT+0142,Quantum-Neural Cartographic Functor.txt,521,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,22,178,PHONE2_NEXT+0178,_KleisliCategoryNon-DeterministicComputationMonads.txt,147,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,23,179,PHONE2_NEXT+0179,_KleisliCategoryNon-DeterministicComputationMonads.txt,507,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,24,180,PHONE2_NEXT+0180,_KleisliCategoryNon-DeterministicComputationMonads.txt,519,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,25,181,PHONE2_NEXT+0181,_KleisliCategoryNon-DeterministicComputationMonads.txt,567,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,26,250,PHONE2_NEXT+0250,Quantum-Neural Cartographic Functor.txt,201,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,27,251,PHONE2_NEXT+0251,Quantum-Neural Cartographic Functor.txt,235,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,28,252,PHONE2_NEXT+0252,Quantum-Neural Cartographic Functor.txt,259,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,29,253,PHONE2_NEXT+0253,Quantum-Neural Cartographic Functor.txt,658,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,30,351,PHONE2_NEXT+0351,_KleisliCategoryNon-DeterministicComputationMonads.txt,12,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,31,352,PHONE2_NEXT+0352,_KleisliCategoryNon-DeterministicComputationMonads.txt,32,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,32,353,PHONE2_NEXT+0353,_KleisliCategoryNon-DeterministicComputationMonads.txt,134,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,33,354,PHONE2_NEXT+0354,_KleisliCategoryNon-DeterministicComputationMonads.txt,169,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,34,355,PHONE2_NEXT+0355,_KleisliCategoryNon-DeterministicComputationMonads.txt,291,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,35,356,PHONE2_NEXT+0356,_KleisliCategoryNon-DeterministicComputationMonads.txt,306,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,36,357,PHONE2_NEXT+0357,_KleisliCategoryNon-DeterministicComputationMonads.txt,444,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,37,429,PHONE2_NEXT+0429,AntipodalEntanglementProtocol.txt,29,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,38,435,PHONE2_NEXT+0435,AntipodalEntanglementProtocol.txt,59,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,39,455,PHONE2_NEXT+0455,AntipodalEntanglementProtocol.txt,296,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,40,583,PHONE2_NEXT+0583,Quantum-Neural Cartographic Functor.txt,10,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,41,584,PHONE2_NEXT+0584,Quantum-Neural Cartographic Functor.txt,11,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,42,585,PHONE2_NEXT+0585,Quantum-Neural Cartographic Functor.txt,55,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,43,586,PHONE2_NEXT+0586,Quantum-Neural Cartographic Functor.txt,56,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,44,587,PHONE2_NEXT+0587,Quantum-Neural Cartographic Functor.txt,57,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,45,588,PHONE2_NEXT+0588,Quantum-Neural Cartographic Functor.txt,58,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,46,589,PHONE2_NEXT+0589,Quantum-Neural Cartographic Functor.txt,66,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,47,590,PHONE2_NEXT+0590,Quantum-Neural Cartographic Functor.txt,67,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,48,591,PHONE2_NEXT+0591,Quantum-Neural Cartographic Functor.txt,68,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,49,592,PHONE2_NEXT+0592,Quantum-Neural Cartographic Functor.txt,69,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,50,593,PHONE2_NEXT+0593,Quantum-Neural Cartographic Functor.txt,74,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,51,594,PHONE2_NEXT+0594,Quantum-Neural Cartographic Functor.txt,123,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,52,595,PHONE2_NEXT+0595,Quantum-Neural Cartographic Functor.txt,249,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,53,596,PHONE2_NEXT+0596,Quantum-Neural Cartographic Functor.txt,250,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,54,597,PHONE2_NEXT+0597,Quantum-Neural Cartographic Functor.txt,251,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,55,598,PHONE2_NEXT+0598,Quantum-Neural Cartographic Functor.txt,252,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,56,599,PHONE2_NEXT+0599,Quantum-Neural Cartographic Functor.txt,258,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,57,600,PHONE2_NEXT+0600,Quantum-Neural Cartographic Functor.txt,293,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,58,601,PHONE2_NEXT+0601,Quantum-Neural Cartographic Functor.txt,397,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,59,602,PHONE2_NEXT+0602,Quantum-Neural Cartographic Functor.txt,407,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,60,603,PHONE2_NEXT+0603,Quantum-Neural Cartographic Functor.txt,408,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,61,604,PHONE2_NEXT+0604,Quantum-Neural Cartographic Functor.txt,446,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,62,605,PHONE2_NEXT+0605,Quantum-Neural Cartographic Functor.txt,519,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,63,606,PHONE2_NEXT+0606,Quantum-Neural Cartographic Functor.txt,539,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,64,607,PHONE2_NEXT+0607,Quantum-Neural Cartographic Functor.txt,540,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,65,608,PHONE2_NEXT+0608,Quantum-Neural Cartographic Functor.txt,541,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,66,609,PHONE2_NEXT+0609,Quantum-Neural Cartographic Functor.txt,542,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,67,610,PHONE2_NEXT+0610,Quantum-Neural Cartographic Functor.txt,561,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,68,611,PHONE2_NEXT+0611,Quantum-Neural Cartographic Functor.txt,563,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,69,612,PHONE2_NEXT+0612,Quantum-Neural Cartographic Functor.txt,579,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,70,613,PHONE2_NEXT+0613,Quantum-Neural Cartographic Functor.txt,598,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,71,614,PHONE2_NEXT+0614,Quantum-Neural Cartographic Functor.txt,599,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,72,615,PHONE2_NEXT+0615,Quantum-Neural Cartographic Functor.txt,601,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,73,616,PHONE2_NEXT+0616,Quantum-Neural Cartographic Functor.txt,641,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,74,617,PHONE2_NEXT+0617,Quantum-Neural Cartographic Functor.txt,642,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,75,618,PHONE2_NEXT+0618,Quantum-Neural Cartographic Functor.txt,643,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,76,619,PHONE2_NEXT+0619,Quantum-Neural Cartographic Functor.txt,644,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,77,845,PHONE2_NEXT+0845,_KleisliCategoryNon-DeterministicComputationMonads.txt,23,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,78,846,PHONE2_NEXT+0846,_KleisliCategoryNon-DeterministicComputationMonads.txt,40,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,79,847,PHONE2_NEXT+0847,_KleisliCategoryNon-DeterministicComputationMonads.txt,41,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,80,848,PHONE2_NEXT+0848,_KleisliCategoryNon-DeterministicComputationMonads.txt,48,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,81,849,PHONE2_NEXT+0849,_KleisliCategoryNon-DeterministicComputationMonads.txt,61,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,82,850,PHONE2_NEXT+0850,_KleisliCategoryNon-DeterministicComputationMonads.txt,124,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,83,851,PHONE2_NEXT+0851,_KleisliCategoryNon-DeterministicComputationMonads.txt,125,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,84,852,PHONE2_NEXT+0852,_KleisliCategoryNon-DeterministicComputationMonads.txt,126,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,85,853,PHONE2_NEXT+0853,_KleisliCategoryNon-DeterministicComputationMonads.txt,127,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,86,854,PHONE2_NEXT+0854,_KleisliCategoryNon-DeterministicComputationMonads.txt,166,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,87,855,PHONE2_NEXT+0855,_KleisliCategoryNon-DeterministicComputationMonads.txt,245,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,88,856,PHONE2_NEXT+0856,_KleisliCategoryNon-DeterministicComputationMonads.txt,253,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,89,857,PHONE2_NEXT+0857,_KleisliCategoryNon-DeterministicComputationMonads.txt,254,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,90,858,PHONE2_NEXT+0858,_KleisliCategoryNon-DeterministicComputationMonads.txt,257,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,91,859,PHONE2_NEXT+0859,_KleisliCategoryNon-DeterministicComputationMonads.txt,259,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,92,860,PHONE2_NEXT+0860,_KleisliCategoryNon-DeterministicComputationMonads.txt,261,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,93,861,PHONE2_NEXT+0861,_KleisliCategoryNon-DeterministicComputationMonads.txt,263,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,94,862,PHONE2_NEXT+0862,_KleisliCategoryNon-DeterministicComputationMonads.txt,280,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,95,863,PHONE2_NEXT+0863,_KleisliCategoryNon-DeterministicComputationMonads.txt,281,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,96,864,PHONE2_NEXT+0864,_KleisliCategoryNon-DeterministicComputationMonads.txt,282,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,97,865,PHONE2_NEXT+0865,_KleisliCategoryNon-DeterministicComputationMonads.txt,285,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,98,866,PHONE2_NEXT+0866,_KleisliCategoryNon-DeterministicComputationMonads.txt,289,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,99,867,PHONE2_NEXT+0867,_KleisliCategoryNon-DeterministicComputationMonads.txt,297,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,100,868,PHONE2_NEXT+0868,_KleisliCategoryNon-DeterministicComputationMonads.txt,312,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,101,869,PHONE2_NEXT+0869,_KleisliCategoryNon-DeterministicComputationMonads.txt,324,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,102,870,PHONE2_NEXT+0870,_KleisliCategoryNon-DeterministicComputationMonads.txt,325,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,103,871,PHONE2_NEXT+0871,_KleisliCategoryNon-DeterministicComputationMonads.txt,365,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,104,872,PHONE2_NEXT+0872,_KleisliCategoryNon-DeterministicComputationMonads.txt,375,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,105,873,PHONE2_NEXT+0873,_KleisliCategoryNon-DeterministicComputationMonads.txt,378,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,106,874,PHONE2_NEXT+0874,_KleisliCategoryNon-DeterministicComputationMonads.txt,381,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,107,875,PHONE2_NEXT+0875,_KleisliCategoryNon-DeterministicComputationMonads.txt,385,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,108,876,PHONE2_NEXT+0876,_KleisliCategoryNon-DeterministicComputationMonads.txt,400,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,109,877,PHONE2_NEXT+0877,_KleisliCategoryNon-DeterministicComputationMonads.txt,415,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,110,878,PHONE2_NEXT+0878,_KleisliCategoryNon-DeterministicComputationMonads.txt,419,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,111,879,PHONE2_NEXT+0879,_KleisliCategoryNon-DeterministicComputationMonads.txt,422,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,112,880,PHONE2_NEXT+0880,_KleisliCategoryNon-DeterministicComputationMonads.txt,425,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,113,881,PHONE2_NEXT+0881,_KleisliCategoryNon-DeterministicComputationMonads.txt,448,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,114,882,PHONE2_NEXT+0882,_KleisliCategoryNon-DeterministicComputationMonads.txt,456,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,115,883,PHONE2_NEXT+0883,_KleisliCategoryNon-DeterministicComputationMonads.txt,477,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,116,884,PHONE2_NEXT+0884,_KleisliCategoryNon-DeterministicComputationMonads.txt,526,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,117,885,PHONE2_NEXT+0885,_KleisliCategoryNon-DeterministicComputationMonads.txt,546,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,118,886,PHONE2_NEXT+0886,_KleisliCategoryNon-DeterministicComputationMonads.txt,578,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,119,887,PHONE2_NEXT+0887,_KleisliCategoryNon-DeterministicComputationMonads.txt,579,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,120,1016,PHONE2_NEXT+1016,AntipodalEntanglementProtocol.txt,30,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,121,1017,PHONE2_NEXT+1017,AntipodalEntanglementProtocol.txt,41,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,122,1050,PHONE2_NEXT+1050,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,304,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,123,1061,PHONE2_NEXT+1061,Quantum-Neural Cartographic Functor.txt,176,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,124,1062,PHONE2_NEXT+1062,Quantum-Neural Cartographic Functor.txt,183,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,125,1063,PHONE2_NEXT+1063,Quantum-Neural Cartographic Functor.txt,183,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,126,1064,PHONE2_NEXT+1064,Quantum-Neural Cartographic Functor.txt,662,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,127,1100,PHONE2_NEXT+1100,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,24,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,128,1104,PHONE2_NEXT+1104,_KleisliCategoryNon-DeterministicComputationMonads.txt,13,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,129,1105,PHONE2_NEXT+1105,_KleisliCategoryNon-DeterministicComputationMonads.txt,15,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,130,1106,PHONE2_NEXT+1106,_KleisliCategoryNon-DeterministicComputationMonads.txt,20,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,131,1107,PHONE2_NEXT+1107,_KleisliCategoryNon-DeterministicComputationMonads.txt,27,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,132,1108,PHONE2_NEXT+1108,_KleisliCategoryNon-DeterministicComputationMonads.txt,46,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,133,1109,PHONE2_NEXT+1109,_KleisliCategoryNon-DeterministicComputationMonads.txt,46,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,134,1110,PHONE2_NEXT+1110,_KleisliCategoryNon-DeterministicComputationMonads.txt,56,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,135,1111,PHONE2_NEXT+1111,_KleisliCategoryNon-DeterministicComputationMonads.txt,74,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,136,1112,PHONE2_NEXT+1112,_KleisliCategoryNon-DeterministicComputationMonads.txt,74,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,137,1113,PHONE2_NEXT+1113,_KleisliCategoryNon-DeterministicComputationMonads.txt,98,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,138,1114,PHONE2_NEXT+1114,_KleisliCategoryNon-DeterministicComputationMonads.txt,137,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,139,1115,PHONE2_NEXT+1115,_KleisliCategoryNon-DeterministicComputationMonads.txt,140,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,140,1116,PHONE2_NEXT+1116,_KleisliCategoryNon-DeterministicComputationMonads.txt,188,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,141,1117,PHONE2_NEXT+1117,_KleisliCategoryNon-DeterministicComputationMonads.txt,363,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,142,1118,PHONE2_NEXT+1118,_KleisliCategoryNon-DeterministicComputationMonads.txt,364,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,143,1119,PHONE2_NEXT+1119,_KleisliCategoryNon-DeterministicComputationMonads.txt,440,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,144,1120,PHONE2_NEXT+1120,_KleisliCategoryNon-DeterministicComputationMonads.txt,468,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,145,1121,PHONE2_NEXT+1121,_KleisliCategoryNon-DeterministicComputationMonads.txt,509,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,146,1122,PHONE2_NEXT+1122,_KleisliCategoryNon-DeterministicComputationMonads.txt,510,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,147,1123,PHONE2_NEXT+1123,_KleisliCategoryNon-DeterministicComputationMonads.txt,510,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,148,1124,PHONE2_NEXT+1124,_KleisliCategoryNon-DeterministicComputationMonads.txt,512,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,149,1125,PHONE2_NEXT+1125,_KleisliCategoryNon-DeterministicComputationMonads.txt,523,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,150,1126,PHONE2_NEXT+1126,_KleisliCategoryNon-DeterministicComputationMonads.txt,529,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,151,1138,PHONE2_NEXT+1138,AntipodalEntanglement.txt,102,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,152,1139,PHONE2_NEXT+1139,AntipodalEntanglement.txt,118,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,153,1192,PHONE2_NEXT+1192,AntipodalEntanglementProtocol.txt,8,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,154,1193,PHONE2_NEXT+1193,AntipodalEntanglementProtocol.txt,10,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,155,1194,PHONE2_NEXT+1194,AntipodalEntanglementProtocol.txt,11,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,156,1198,PHONE2_NEXT+1198,AntipodalEntanglementProtocol.txt,27,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,157,1199,PHONE2_NEXT+1199,AntipodalEntanglementProtocol.txt,28,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,158,1201,PHONE2_NEXT+1201,AntipodalEntanglementProtocol.txt,40,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,159,1369,PHONE2_NEXT+1369,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,8,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,160,1370,PHONE2_NEXT+1370,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,10,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,161,1372,PHONE2_NEXT+1372,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,12,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,162,1399,PHONE2_NEXT+1399,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,182,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,163,1413,PHONE2_NEXT+1413,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,302,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,164,1414,PHONE2_NEXT+1414,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,310,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,165,1416,PHONE2_NEXT+1416,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,312,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
1,166,1417,PHONE2_NEXT+1417,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,315,category_type_theory,id_ready,new_or_nonexact,file_has_parse_clean_wolfram
