source_file,line_number,source_type,score,candidate
quantum_communication_schematic.txt,14,line,8,"$$\hat{H}_{\text{entangle}} = \sum_{k=1}^{153600} \left[ J_k \hat{\sigma}_z^{(k,\text{lev})} \otimes \hat{\sigma}_z^{(k,\text{int})} + \Delta_k \left( \hat{\sigma}_+^{(k)} \otimes \hat{\sigma}_-^{(k)} + \text{h.c.} \right) + \lambda_k \hat{P}_{\text{fiber}}^{(k)} \right]$$"
univision.txt,57,latex_align,8,"\mathcal{T}_\infty &:= \varprojlim_{n \to \infty} \left[ \mathbf{Set}_{\Delta^{op}}^{(n)} \right] \\ \text{Objects}_0 &:= \{\text{VacuumStates}, \text{QuantumFields}, \text{SpacetimeManifolds}\} \\ \text{Morphisms}_n &:= \Hom^{(n)}[\TZP, \text{Einstein}, \text{Quantum}, \text{Neural}]"
univision.txt,114,latex_align,8,Z_{\TZP} &= \int \mathcal{D}\phi \mathcal{D}\psi \mathcal{D}A_\mu \exp\left[\frac{i}{\hbar}\left(\mathcal{S}_{\text{cl}} + \mathcal{S}_{\text{qu}} + \mathcal{S}_{\text{top}}\right)\right] \\ \mathcal{S}_{\text{top}} &= \int_{\mathcal{M}} d^4x \sqrt{-g} \left[\lambda_{\TZP} \delta^{(4)}(x-x_{\TZP}) \log\left(\frac{\Lambda_{\text{UV}}}{\Lambda_{\text{IR}}}\right)\right]
AntipodalEntanglementProtocol.txt,137,line,7,"InnerProduct[ψ_1, ψ_2] := Integrate["
AntipodalEntanglementProtocol.txt,193,line,7,M_f^t := f[X_t] - f[X_0] - ∫_0^t 𝒜f[X_s]ds
AntipodalEntanglementProtocol.txt,215,line,7,] /. Λ[θ] = lim_{t→∞} (1/t)Log[𝔼[Exp[θ·X_t]]]
AntipodalEntanglementProtocol.txt,314,line,7,"S_{CS}[A] = (k/4π) ∫_M Tr[A ∧ dA + (2/3)A ∧ A ∧ A],"
AntipodalEntanglementProtocol.txt,428,line,7,"comp^i: ∏_{A:I→𝒰} ∏_{φ:𝔽} (∀i.φ → A(i)) → A(0) → A(1),"
BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,22,line,7,"SheafCondition → ∀F: Presheaf, F(U) ≅ lim_{V∈Cover(U)} F(V)"
BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,55,line,7,ℙ_n^{precomputed} = 1/n Sum[
BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,279,line,7,"If[Sup_t 𝔼[|ℙ^{(t)}|] < ∞ ∧ lim_{t→∞} Var[ℙ^{(t)}] = 0,"
Quantum-Neural Cartographic Functor.txt,502,line,7,F = 2 Sum[
QuantumP.txt,124,line,7,"MeasurementOutcome == |1⟩, PauliMatrix[1],"
UnificationComparison.txt,42,line,7,"Limit[dimension_flow, μ_scale -> μ_TZP] == 2"
UnificationComparison.txt,65,line,7,Level -> k = 1/(4π) * ∫_Î£ Tr[F ∧ F]
UnificationComparison.txt,111,line,7,"""Electromagnetic"" -> LineBundle[câ‚ = ∫_Î£ F/(2π)],"
UnificationComparison.txt,642,line,7,"WardIdentity[∂_μ J^μ = 0] @ (r ≠ r_TZP),"
UnificationComparison.txt,736,line,7,"Î£_{n=1}^{153600} A_n × BesselJ[n, k_n r] ×"
UnificationComparison.txt,750,line,7,"U(t) = PathOrdered[Exp[-i/ℏ ∫_0^t H_selection(Ï„) dÏ„]],"
UnificationComparison.txt,759,line,7,"RicciFlow → ∂_t g_{ij} = -2R_{ij} + 2⟨∇_i ∇_j Φ_fitness⟩,"
UnificationComparison.txt,829,line,7,"CostFunctional → ∫_0^T L[x, u] dt + Φ[x(T)],"
UnificationComparison.txt,1040,line,7,δT/Tâ‚€ = Î£_i ∫_0^∞ dk k² j_l(kr_i) ×
UnificationComparison.txt,1061,line,7,C_l = (2/π) ∫_0^∞ dk k² |Î˜_l(k)|² ×
UnificationComparison.txt,1124,line,7,"Ï•_potential[nÌ‚] = -2∫_0^{Ï‡_*} dÏ‡ (Ï‡_* - Ï‡)/Ï‡_* × Ψ_TZP[Ï‡nÌ‚, ηâ‚€-Ï‡];"
UnificationComparison.txt,1126,line,7,C_l^Ï•Ï• = (8π/9) × ∫ dÏ‡/Ï‡² × [
UnifiedFieldOptimizer.txt,70,line,7,"η_acoustic = BetzLimit × CymaticEnhancement = 0.593 × 1.23,"
UnifiedFieldOptimizer.txt,106,line,7,P_vacuum = ∫_TZP ⟨T^{00}⟩_vacuum × c × dA Where {
UnifiedFieldOptimizer.txt,154,line,7,SteadyState := ∂ψ_ss/∂t = 0 ⟹
UnifiedFieldOptimizer.txt,236,line,7,"Gap[2] := ""Topological Resistance Elimination"" →"
UnifiedFieldOptimizer.txt,269,line,7,Electromagnetic → (1/8π)∫(E²+B²)d³r
UnifiedFieldOptimizer.txt,404,line,7,"helicity_grav = ∫_{Σ₃} Tr[ω ∧ dω + (2/3)ω ∧ ω ∧ ω],"
UnifiedFieldOptimizer.txt,507,line,7,"Amari_coupling[α ∈ [-1,1]] = Module[{∇_α},"
UnifiedFieldOptimizer.txt,650,line,7,"""Amplitude"" → BesselJ[ℓ, 2π*n*0.05/0.001]"
UnifiedFieldOptimizer.txt,700,line,7,"""Helicity"" → NIntegrate[A·B, {r, -0.1, 0.1}]"
UnifiedFieldTopology- Comprehensive Theory of Everything.txt,195,line,7,𝒦_linking = (1/(4*π)) * Integrate[
_KleisliCategoryNon-DeterministicComputationMonads.txt,369,line,7,"Φ[load_] := Sum[load[i]^2, {i, 1, p}],  (* Minimize variance *)"
_KleisliCategoryNon-DeterministicComputationMonads.txt,397,line,7,"P[|M_T - M_0| > λ] <= 2*Exp[-λ²/(2*Sum[c_i², {i}])],"
latext.txt,194,latex_equation,7,"\delta A_{\text{GW}} = \epsilon \left|\int \Psi_{\text{solar}} \cdot h_{\mu\nu} \, d^3x\right| \sim 10^{-24} \text{ strain}"
latext.txt,200,latex_equation,7,\Delta\phi_{\text{GW}} = \frac{2\pi n_{\text{wind}}}{c} \int_{\text{path}} B_{\text{solar}} \cdot dl \sim 10^{-6} \text{ rad}
univision.txt,116,line,7,\mathcal{S}_{\text{top}} &= \int_{\mathcal{M}} d^4x \sqrt{-g} \left[\lambda_{\TZP} \delta^{(4)}(x-x_{\TZP}) \log\left(\frac{\Lambda_{\text{UV}}}{\Lambda_{\text{IR}}}\right)\right]
univision.txt,203,latex_equation,7,"\vec{B}_{\text{torus}} = \nabla \times \vec{A}_\phi, \quad \vec{A} = \frac{\mu_0 I}{2\pi r}\hat{\phi}"
univision.txt,291,latex_align,7,\mathcal{L}_{\text{total}} &= \int_{\mathcal{M}} d^4x \sqrt{-g} \Bigg[ \frac{R-2\Lambda}{16\pi G} - \frac{1}{4}\Tr[F_{\mu\nu}F^{\mu\nu}] \\ &\quad + i\bar{\psi}\gamma^\mu D_\mu\psi - m\bar{\psi}\psi + D_\mu\phi^\dagger D^\mu\phi - V[\phi] \\ &\quad + \lambda_{\TZP}\delta^{(4)}(x-x_{\TZP})\log\left(\frac{\Lambda_{\text{UV}}}{\Lambda_{\text{IR}}}\right) \\ &\quad + \frac{\theta}{32\pi^2}\Tr[F \wedge F] + \kappa\Phi_{\text{integrated}} \cdot \mathcal{I}_{\text{density}} \Bigg]
univision.txt,292,line,7,\mathcal{L}_{\text{total}} &= \int_{\mathcal{M}} d^4x \sqrt{-g} \Bigg[ \frac{R-2\Lambda}{16\pi G} - \frac{1}{4}\Tr[F_{\mu\nu}F^{\mu\nu}] \\
AntipodalEntanglementProtocol.txt,177,line,6,"∂u/∂t + 𝒜u = 0,"
BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,268,line,6,"Statement → lim_{t→∞} ℙ_learned^{(t)} = ℙ_true,"
Quantum-Neural Cartographic Functor.txt,151,line,6,1/2 Sum[
Quantum-Neural Cartographic Functor.txt,171,line,6,"Sum[riemannTensor[[k, i, k, j]], {k, 1, 3}],"
Quantum-Neural Cartographic Functor.txt,191,line,6,∂g/∂τ = -2 * ricciTensor[g] +
Quantum-Neural Cartographic Functor.txt,219,line,6,ħ/2 Sum[
Quantum-Neural Cartographic Functor.txt,640,line,6,"""EntanglementRange"" → Quantity[5, ""Millimeters""],"
Quantum-Neural Cartographic Functor.txt,654,display_dollar,6,\lim_{\hbar \to 0} \left\langle \hat{O}_{\text{quantum}} \right\rangle_{\psi} = O_{\text{classical}}^{\text{DAANSsphere}}
Quantum-Neural Cartographic Functor.txt,654,line,6,$$\lim_{\hbar \to 0} \left\langle \hat{O}_{\text{quantum}} \right\rangle_{\psi} = O_{\text{classical}}^{\text{DAANSsphere}}$$
UnificationComparison.txt,128,line,6,"Limit[holonomy, γ → PointLoop[TZP]] =="
UnificationComparison.txt,159,line,6,"Integrate[Ω_Berry, {surface, EnclosingSphere[TZP]}] =="
UnificationComparison.txt,513,line,6,"Sum[Î“_christoffel[μ,ν,λ]*Î“_christoffel[λ,ρ,σ], {λ,0,3}] -"
UnificationComparison.txt,514,line,6,"Sum[Î“_christoffel[μ,ρ,λ]*Î“_christoffel[λ,ν,σ], {λ,0,3}];"
UnificationComparison.txt,528,line,6,(1/2) * Sum[
UnificationComparison.txt,689,line,6,lim[r->r_TZP] Dimension[ℳ] = 2
UnificationComparison.txt,917,line,6,"Limit[ℏÏ‰/2, Ï‰ → CriticalFrequency[3.4 × 10â»â¹ meter]]"
UnificationComparison.txt,982,line,6,"∂_η Î˜_0 + kÂ·Î˜_1 = -∂_η Φ,"
UnificationComparison.txt,983,line,6,∂_η Î˜_l + k(lÎ˜_{l-1} - (l+1)Î˜_{l+1})/(2l+1) =
UnificationComparison.txt,1161,line,6,Volume → ∫_â„³ dV = ∞
UnifiedFieldOptimizer.txt,435,line,6,Q_topology = (1/4π) ∮ (E_solar × B_solar)·∇h_μν dS
UnifiedFieldOptimizer.txt,438,line,6,"∇(Ψ_solar) = 0,  (* Solar null point *)"
UnifiedFieldOptimizer.txt,508,line,6,"∇_α = (1+α)/2 · ∇_solar + (1-α)/2 · ∇_GW,"
UnifiedFieldTopology- Comprehensive Theory of Everything.txt,190,line,6,"Hue[Arg[BesselJ[n, k*Sqrt[u^2 + v^2]]]/(2π)]"
_KleisliCategoryNon-DeterministicComputationMonads.txt,177,line,6,TimeLimit → 100ms
_KleisliCategoryNon-DeterministicComputationMonads.txt,416,line,6,"Sum[(p*ρ)^k/k!, {k, 0, p-1}] + (p*ρ)^p/(p!(1-ρ)),"
latext.txt,54,line,6,"Exp[I*(omega*t + Sum[m[i]*phi[i], {i, 1, n}])]"
latext.txt,102,latex_equation,6,\nabla^2 h_{\mu\nu} \cdot \Psi_{\text{solar}} = \lambda_n \Psi_{\text{solar}}
latext.txt,169,line,6,(1/T) * Integrate[
latext.txt,171,line,6,"2*Phi[t]*Integrate[B \[CenterDot] dS, Surface],"
AntipodalEntanglement.txt,52,line,5,DeficiencyFunctional[system_] := Sum[
AntipodalEntanglement.txt,216,line,5,where p_i = P[serverBit_i ≠ clientBit_{153601-i}] = 0
AntipodalEntanglement.txt,251,line,5,"∀ ε > 0, ∃ N₀: ∀ n > N₀,"
AntipodalEntanglement.txt,293,line,5,𝕻_compressed = Sum[
AntipodalEntanglement.txt,407,line,5,W_precoder = Sum[
AntipodalEntanglementProtocol.txt,21,line,5,"F(U) ≅ lim_{n→∞} Hom(Čech^n(𝓤), F)"
AntipodalEntanglementProtocol.txt,123,line,5,"Connection → ∇ = d + (i/ℏ)θ,"
AntipodalEntanglementProtocol.txt,159,line,5,"DriftVector → b[x] = -∇V_entangle[x],"
AntipodalEntanglementProtocol.txt,235,line,5,"Tot(C) = ⊕_{n≥0} (⊕_{p+q=n} C^{p,q}),"
AntipodalEntanglementProtocol.txt,249,line,5,"E_∞^{p,q} = ∩_{r≥2} Ker(d_r: E_r^{p,q} → E_r^{p+r,q-r+1}) /"
AntipodalEntanglementProtocol.txt,277,line,5,TotalClass = ∏_{k≥0} (1 + p_k) * ∏_{j≥0} (1 + w_j)
AntipodalEntanglementProtocol.txt,311,line,5,"Z[M] = ∫_{𝒜/𝒢} 𝒟A Exp[iS_{CS}[A]/ℏ],"
BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,64,line,5,ℙ^{analytical} = Sum[
BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,221,line,5,|ψ_blob⟩ = Sum[
BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,363,line,5,"Statement → C = max_{p(x)} I(X; Y) = Blog₂(1 + SNR) + ε_quantum,"
BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,371,line,5,H[Y] = -Integrate[
BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,377,line,5,H[Y|X] = -Sum[
BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,386,line,5,ε_quantum = Sum[
BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,455,line,5,"Claim1 = ∀ blob₁, blob₂ ∈ BlobSpace:"
BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,458,line,5,Claim2 = ∀ cmd ∈ IFPCommands:
BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,462,line,5,Claim3 = ∀ interaction ∈ PossibleInteractions:
BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,467,line,5,Claim4 = ∀ workload ∈ Workloads:
DAANSspherewithBYOBIFPProtocol.txt,35,display_dollar,5,\Psi(\mathbf{b}) = \bigcup_{k=0}^{\infty} \left\{ \mathbf{n}_i^{(k)} \times \text{bit}_{j} : j = i + k \cdot N \right\}
DAANSspherewithBYOBIFPProtocol.txt,35,line,5,$$\Psi(\mathbf{b}) = \bigcup_{k=0}^{\infty} \left\{ \mathbf{n}_i^{(k)} \times \text{bit}_{j} : j = i + k \cdot N \right\}$$
Quantum-Neural Cartographic Functor.txt,217,line,5,𝒮[path_] := Integrate[
Quantum-Neural Cartographic Functor.txt,230,line,5,"K[xf, x₀, T] = ∫𝒟[path] Exp[I 𝒮[path]/ħ] *"
Quantum-Neural Cartographic Functor.txt,287,line,5,ℒ[ψ] = Sum[
Quantum-Neural Cartographic Functor.txt,346,line,5,form = Sum[
Quantum-Neural Cartographic Functor.txt,372,line,5,"""EulerCharacteristic"" → Sum["
Quantum-Neural Cartographic Functor.txt,521,line,5,"""MeasurementEntropy"" → -Sum["
QuantumP.txt,34,line,5,BellStateMatrix = Sum[
TopologicalSingularity.txt,11,line,5,"Dimension[ℳ] → Collapse[4 → 2 → ∞],"
TopologicalSingularity.txt,32,line,5,"""Singularity"" → r → 0⁺ ⟹ g_μν → ∞,"
TopologicalSingularity.txt,34,line,5,"""Evolution"" → ∂_t|ψ⟩ = Resurgent[n! convergence]"
UnificationComparison.txt,47,line,5,S_unified = ∫ dâ´x âˆš|g| × [
UnificationComparison.txt,117,line,5,Ω_total = Sum[
UnificationComparison.txt,177,line,5,stress_energy_total = Sum[
UnificationComparison.txt,414,line,5,"conservation_equation = CovariantDerivative[T^μν_total, ν] == 0;"
UnificationComparison.txt,443,line,5,quadrupole_moment = Integrate[
UnificationComparison.txt,501,line,5,ℋ_Newtonian = -G_Newton * Sum[
UnificationComparison.txt,617,line,5,BerryPhase -> γ = âˆ®_C ⟨Ïˆ|∇_R|Ïˆ⟩Â·dR = π
UnificationComparison.txt,628,line,5,Lagrangian -> ℒ_eff = ∫ dâ´x âˆš|g| * [
UnificationComparison.txt,660,line,5,S_matrix = 𝕋‹exp[-i∫ℋ_Trawin dt/ℏ];
UnificationComparison.txt,760,line,5,MeanCurvature → ∂_t X = HÂ·N + ∇^âŠ¥ log(Φ_fitness)
UnificationComparison.txt,782,line,5,"ActionFunctional[path] = ∫ L[áº‹, x, t] dt,"
UnificationComparison.txt,919,line,5,Where: CriticalFrequency = c/(helical pitch) = 8.8 × 10Â¹â¶ HzDNAHelixOperator[Ïˆ] := Module[{
UnificationComparison.txt,1033,line,5,"a_lm = ∫_{S²×TZP} d²nÌ‚ × Y_l^m*(nÌ‚) × Module[{Ω_TZP},"
UnificationComparison.txt,1163,line,5,"BigBang[t=0, r=0] →"
UnifiedFieldOptimizer.txt,11,line,5,fourier_decomposition = Sum[
UnifiedFieldOptimizer.txt,56,line,5,"Frequencies → {f₁ = 440 Hz, f₂ = 446 Hz},"
UnifiedFieldOptimizer.txt,60,line,5,"PressureGradient := ∇P = ρ₀ × c² × ∇(Sin[k₁·r]Sin[ω₁t] + Sin[k₂·r]Sin[ω₂t]),"
UnifiedFieldOptimizer.txt,206,line,5,"d_ij := ∂P_i/∂σ_j|_E = ∂S_j/∂E_i|_σ,"
UnifiedFieldOptimizer.txt,224,line,5,"Z[β] = ∫ 𝒟φ * Exp[-β * H[φ]],"
UnifiedFieldOptimizer.txt,228,line,5,"α → Limit[C_V/(T-T_c)^(-α), T→T_c],"
UnifiedFieldOptimizer.txt,229,line,5,"β → Limit[⟨φ⟩/(T_c-T)^β, T→T_c⁻],"
UnifiedFieldOptimizer.txt,230,line,5,"γ → Limit[χ/(|T-T_c|)^(-γ), T→T_c],"
UnifiedFieldOptimizer.txt,240,line,5,"Requirement → ""Prove C → ∞ eliminates dissipation"","
UnifiedFieldOptimizer.txt,268,line,5,"Vibrational → ∫ρ(ω)*ℏω*dω,"
UnifiedFieldOptimizer.txt,403,line,5,"helicity_solar = ∫_{S²×ℝ} A_solar ∧ F_solar,"
UnifiedFieldOptimizer.txt,524,line,5,"δ_coupling = 0.031 = (π - 3)/4 ≈ Sin[π/GoldenRatio²],"
UnifiedFieldTopology- Comprehensive Theory of Everything.txt,51,line,5,ℋ_hamiltonian = Sum[
UnifiedFieldTopology- Comprehensive Theory of Everything.txt,106,line,5,𝒯_tangent = DirectSum[
UnifiedFieldTopology- Comprehensive Theory of Everything.txt,317,line,5,ℒ_total = Integrate[
_KleisliCategoryNon-DeterministicComputationMonads.txt,147,line,5,Cost[placement_] := Sum[
_KleisliCategoryNon-DeterministicComputationMonads.txt,507,line,5,"Init == ∀ i ∈ Threads: queue[i] = ⟨⟩,"
_KleisliCategoryNon-DeterministicComputationMonads.txt,519,line,5,"Next == ∃ i,j ∈ Threads, task ∈ Tasks:"
_KleisliCategoryNon-DeterministicComputationMonads.txt,567,line,5,"W[p] = Solve[E[p] == E_target, W][[1]]"
_Markdown.txt,36,line,5,- Fibonacci sphere: `φ = (1 + √5)/2` → `$\phi = \frac{1 + \sqrt{5}}{2}$`
_Markdown.txt,37,line,5,"- Solid angle: `ΔΩ = 4π/153,600` → `$\Delta\Omega = \frac{4\pi}{153{,}600}$`"
_Markdown.txt,38,line,5,- Logit transform: `t = α log(u/(1-u))` → `$t = \alpha \log\left(\frac{u}{1-u}\right)$`
bbmap2.txt,68,line,5,"""ActiveBeams"" → Count[entangledChannels, _?(#[""ServerBit""] == 1 &)],"
latext.txt,58,line,5,T_coupling[domain_Region] := NIntegrate[
latext.txt,161,line,5,chernSimons = Integrate[
quantum_communication_schematic.txt,32,display_dollar,5,"\hat{M}_{\text{spin}}^{(k)} = \sum_{s \in \{\uparrow, \downarrow\}} |s\rangle\langle s| \otimes \hat{U}_{\text{fiber}}^{(k)}(s)"
quantum_communication_schematic.txt,32,line,5,"$$\hat{M}_{\text{spin}}^{(k)} = \sum_{s \in \{\uparrow, \downarrow\}} |s\rangle\langle s| \otimes \hat{U}_{\text{fiber}}^{(k)}(s)$$"
quantum_communication_schematic.txt,34,display_dollar,5,\hat{U}_{\text{fiber}}^{(k)}(s) = \begin{cases} e^{i\phi_0} \hat{I} & \text{if } s = |\uparrow\rangle \\ e^{i(\phi_0 + \pi)} \hat{I} & \text{if } s = |\downarrow\rangle \end{cases}
quantum_communication_schematic.txt,34,line,5,$$\hat{U}_{\text{fiber}}^{(k)}(s) = \begin{cases} e^{i\phi_0} \hat{I} & \text{if } s = |\uparrow\rangle \\ e^{i(\phi_0 + \pi)} \hat{I} & \text{if } s = |\downarrow\rangle \end{cases}$$
quantum_communication_schematic.txt,125,line,5,hamiltonian = Sum[
quantum_communication_schematic.txt,183,display_dollar,5,"\hat{H}_{\text{interaction}} = \sum_{k,l} g_{kl} \hat{a}^{\dagger}_k \hat{a}_l \otimes \hat{\sigma}^{(k)}_+ \hat{\sigma}^{(l)}_-"
quantum_communication_schematic.txt,183,line,5,"$$\hat{H}_{\text{interaction}} = \sum_{k,l} g_{kl} \hat{a}^{\dagger}_k \hat{a}_l \otimes \hat{\sigma}^{(k)}_+ \hat{\sigma}^{(l)}_-$$"
