batch,batch_position,queue_index,proposed_id,source_file,line_number,readiness,domain_family,duplicate_status,wolfram_status
1,34,34,NEXT+0034,AntipodalEntanglementProtocol.txt,215,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,35,35,NEXT+0035,AntipodalEntanglementProtocol.txt,314,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,36,36,NEXT+0036,AntipodalEntanglementProtocol.txt,428,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,37,37,NEXT+0037,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,22,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
1,38,38,NEXT+0038,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,55,review,protocol_systems,new_or_nonexact,file_has_parse_clean_wolfram
1,39,39,NEXT+0039,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,279,review,protocol_systems,new_or_nonexact,file_has_parse_clean_wolfram
1,40,40,NEXT+0040,Quantum-Neural Cartographic Functor.txt,502,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
1,41,41,NEXT+0041,QuantumP.txt,124,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,42,42,NEXT+0042,UnificationComparison.txt,42,review,general_math,new_or_nonexact,needs_wolfram_translation
1,43,43,NEXT+0043,UnificationComparison.txt,65,review,general_math,new_or_nonexact,needs_wolfram_translation
1,44,44,NEXT+0044,UnificationComparison.txt,111,review,field_topology_mhd,new_or_nonexact,needs_wolfram_translation
1,45,45,NEXT+0045,UnificationComparison.txt,642,review,general_math,new_or_nonexact,needs_wolfram_translation
1,46,46,NEXT+0046,UnificationComparison.txt,736,review,signal_wave,new_or_nonexact,needs_wolfram_translation
1,47,47,NEXT+0047,UnificationComparison.txt,750,review,general_math,new_or_nonexact,needs_wolfram_translation
1,48,49,NEXT+0049,UnificationComparison.txt,829,review,general_math,new_or_nonexact,needs_wolfram_translation
1,49,50,NEXT+0050,UnificationComparison.txt,1040,review,general_math,new_or_nonexact,needs_wolfram_translation
1,50,51,NEXT+0051,UnificationComparison.txt,1061,review,general_math,new_or_nonexact,needs_wolfram_translation
1,51,52,NEXT+0052,UnificationComparison.txt,1124,review,general_math,new_or_nonexact,needs_wolfram_translation
1,52,53,NEXT+0053,UnificationComparison.txt,1126,review,general_math,new_or_nonexact,needs_wolfram_translation
1,53,56,NEXT+0056,UnifiedFieldOptimizer.txt,154,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
1,54,57,NEXT+0057,UnifiedFieldOptimizer.txt,236,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
1,55,58,NEXT+0058,UnifiedFieldOptimizer.txt,269,review,field_topology_mhd,new_or_nonexact,needs_wolfram_translation
1,56,60,NEXT+0060,UnifiedFieldOptimizer.txt,507,review,field_topology_mhd,new_or_nonexact,needs_wolfram_translation
1,57,61,NEXT+0061,UnifiedFieldOptimizer.txt,650,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
1,58,62,NEXT+0062,UnifiedFieldOptimizer.txt,700,review,field_topology_mhd,new_or_nonexact,needs_wolfram_translation
1,59,63,NEXT+0063,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,195,review,geometry_topology,new_or_nonexact,file_has_parse_clean_wolfram
1,60,64,NEXT+0064,_KleisliCategoryNon-DeterministicComputationMonads.txt,369,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
1,61,65,NEXT+0065,_KleisliCategoryNon-DeterministicComputationMonads.txt,397,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
1,62,66,NEXT+0066,latext.txt,194,review,general_math,new_or_nonexact,file_has_parse_clean_wolfram
1,63,67,NEXT+0067,latext.txt,200,review,general_math,new_or_nonexact,file_has_parse_clean_wolfram
1,64,68,NEXT+0068,univision.txt,116,review,general_math,new_or_nonexact,needs_wolfram_translation
1,65,69,NEXT+0069,univision.txt,203,review,field_topology_mhd,new_or_nonexact,needs_wolfram_translation
1,66,70,NEXT+0070,univision.txt,291,review,quantum_entanglement,new_or_nonexact,needs_wolfram_translation
1,67,71,NEXT+0071,univision.txt,292,review,general_math,new_or_nonexact,needs_wolfram_translation
1,68,72,NEXT+0072,AntipodalEntanglementProtocol.txt,177,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,69,73,NEXT+0073,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,268,review,protocol_systems,new_or_nonexact,file_has_parse_clean_wolfram
1,70,74,NEXT+0074,Quantum-Neural Cartographic Functor.txt,151,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
1,71,75,NEXT+0075,Quantum-Neural Cartographic Functor.txt,171,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
1,72,76,NEXT+0076,Quantum-Neural Cartographic Functor.txt,191,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
1,73,77,NEXT+0077,Quantum-Neural Cartographic Functor.txt,219,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
1,74,78,NEXT+0078,Quantum-Neural Cartographic Functor.txt,640,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
1,75,79,NEXT+0079,Quantum-Neural Cartographic Functor.txt,654,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
1,76,80,NEXT+0080,UnificationComparison.txt,128,review,general_math,new_or_nonexact,needs_wolfram_translation
1,77,81,NEXT+0081,UnificationComparison.txt,159,review,geometry_topology,new_or_nonexact,needs_wolfram_translation
1,78,82,NEXT+0082,UnificationComparison.txt,513,review,general_math,new_or_nonexact,needs_wolfram_translation
1,79,83,NEXT+0083,UnificationComparison.txt,514,review,general_math,new_or_nonexact,needs_wolfram_translation
1,80,84,NEXT+0084,UnificationComparison.txt,528,review,general_math,new_or_nonexact,needs_wolfram_translation
1,81,85,NEXT+0085,UnificationComparison.txt,689,review,general_math,new_or_nonexact,needs_wolfram_translation
1,82,86,NEXT+0086,UnificationComparison.txt,917,review,signal_wave,new_or_nonexact,needs_wolfram_translation
1,83,87,NEXT+0087,UnificationComparison.txt,982,review,general_math,new_or_nonexact,needs_wolfram_translation
1,84,88,NEXT+0088,UnificationComparison.txt,983,review,general_math,new_or_nonexact,needs_wolfram_translation
1,85,89,NEXT+0089,UnificationComparison.txt,1161,review,general_math,new_or_nonexact,needs_wolfram_translation
1,86,91,NEXT+0091,UnifiedFieldOptimizer.txt,438,review,field_topology_mhd,new_or_nonexact,needs_wolfram_translation
1,87,93,NEXT+0093,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,190,review,geometry_topology,new_or_nonexact,file_has_parse_clean_wolfram
1,88,94,NEXT+0094,_KleisliCategoryNon-DeterministicComputationMonads.txt,177,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
1,89,95,NEXT+0095,_KleisliCategoryNon-DeterministicComputationMonads.txt,416,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
1,90,96,NEXT+0096,latext.txt,54,review,signal_wave,new_or_nonexact,file_has_parse_clean_wolfram
1,91,97,NEXT+0097,latext.txt,102,review,field_topology_mhd,new_or_nonexact,file_has_parse_clean_wolfram
1,92,98,NEXT+0098,latext.txt,169,review,general_math,new_or_nonexact,file_has_parse_clean_wolfram
1,93,99,NEXT+0099,latext.txt,171,review,general_math,new_or_nonexact,file_has_parse_clean_wolfram
1,94,100,NEXT+0100,AntipodalEntanglement.txt,52,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,95,101,NEXT+0101,AntipodalEntanglement.txt,216,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,96,102,NEXT+0102,AntipodalEntanglement.txt,251,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,97,103,NEXT+0103,AntipodalEntanglement.txt,293,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,98,104,NEXT+0104,AntipodalEntanglement.txt,407,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,99,105,NEXT+0105,AntipodalEntanglementProtocol.txt,21,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,100,106,NEXT+0106,AntipodalEntanglementProtocol.txt,123,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,101,107,NEXT+0107,AntipodalEntanglementProtocol.txt,159,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,102,108,NEXT+0108,AntipodalEntanglementProtocol.txt,235,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,103,109,NEXT+0109,AntipodalEntanglementProtocol.txt,249,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,104,110,NEXT+0110,AntipodalEntanglementProtocol.txt,277,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,105,111,NEXT+0111,AntipodalEntanglementProtocol.txt,311,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,106,112,NEXT+0112,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,64,review,protocol_systems,new_or_nonexact,file_has_parse_clean_wolfram
1,107,113,NEXT+0113,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,221,review,protocol_systems,new_or_nonexact,file_has_parse_clean_wolfram
1,108,114,NEXT+0114,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,363,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,109,115,NEXT+0115,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,371,review,protocol_systems,new_or_nonexact,file_has_parse_clean_wolfram
1,110,116,NEXT+0116,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,377,review,protocol_systems,new_or_nonexact,file_has_parse_clean_wolfram
1,111,117,NEXT+0117,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,386,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,112,118,NEXT+0118,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,455,review,protocol_systems,new_or_nonexact,file_has_parse_clean_wolfram
1,113,119,NEXT+0119,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,458,review,protocol_systems,new_or_nonexact,file_has_parse_clean_wolfram
1,114,120,NEXT+0120,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,462,review,protocol_systems,new_or_nonexact,file_has_parse_clean_wolfram
1,115,121,NEXT+0121,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,467,review,protocol_systems,new_or_nonexact,file_has_parse_clean_wolfram
1,116,122,NEXT+0122,DAANSspherewithBYOBIFPProtocol.txt,35,review,geometry_topology,new_or_nonexact,file_has_parse_clean_wolfram
1,117,123,NEXT+0123,Quantum-Neural Cartographic Functor.txt,217,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
1,118,124,NEXT+0124,Quantum-Neural Cartographic Functor.txt,230,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
1,119,125,NEXT+0125,Quantum-Neural Cartographic Functor.txt,287,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
1,120,126,NEXT+0126,Quantum-Neural Cartographic Functor.txt,346,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
1,121,127,NEXT+0127,Quantum-Neural Cartographic Functor.txt,372,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
1,122,128,NEXT+0128,Quantum-Neural Cartographic Functor.txt,521,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
1,123,129,NEXT+0129,QuantumP.txt,34,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,124,130,NEXT+0130,TopologicalSingularity.txt,11,review,geometry_topology,new_or_nonexact,needs_wolfram_translation
1,125,131,NEXT+0131,TopologicalSingularity.txt,32,review,geometry_topology,new_or_nonexact,needs_wolfram_translation
1,126,132,NEXT+0132,TopologicalSingularity.txt,34,review,geometry_topology,new_or_nonexact,needs_wolfram_translation
1,127,133,NEXT+0133,UnificationComparison.txt,47,review,general_math,new_or_nonexact,needs_wolfram_translation
1,128,134,NEXT+0134,UnificationComparison.txt,117,review,general_math,new_or_nonexact,needs_wolfram_translation
1,129,135,NEXT+0135,UnificationComparison.txt,177,review,general_math,new_or_nonexact,needs_wolfram_translation
1,130,136,NEXT+0136,UnificationComparison.txt,414,review,general_math,new_or_nonexact,needs_wolfram_translation
1,131,137,NEXT+0137,UnificationComparison.txt,443,review,general_math,new_or_nonexact,needs_wolfram_translation
1,132,138,NEXT+0138,UnificationComparison.txt,501,review,general_math,new_or_nonexact,needs_wolfram_translation
1,133,139,NEXT+0139,UnificationComparison.txt,617,review,field_topology_mhd,new_or_nonexact,needs_wolfram_translation
1,134,140,NEXT+0140,UnificationComparison.txt,628,review,general_math,new_or_nonexact,needs_wolfram_translation
1,135,141,NEXT+0141,UnificationComparison.txt,660,review,general_math,new_or_nonexact,needs_wolfram_translation
1,136,142,NEXT+0142,UnificationComparison.txt,760,review,field_topology_mhd,new_or_nonexact,needs_wolfram_translation
1,137,143,NEXT+0143,UnificationComparison.txt,782,review,general_math,new_or_nonexact,needs_wolfram_translation
1,138,144,NEXT+0144,UnificationComparison.txt,919,review,quantum_entanglement,new_or_nonexact,needs_wolfram_translation
1,139,145,NEXT+0145,UnificationComparison.txt,1033,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
1,140,146,NEXT+0146,UnificationComparison.txt,1163,review,general_math,new_or_nonexact,needs_wolfram_translation
1,141,147,NEXT+0147,UnifiedFieldOptimizer.txt,11,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
1,142,148,NEXT+0148,UnifiedFieldOptimizer.txt,56,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
1,143,149,NEXT+0149,UnifiedFieldOptimizer.txt,60,review,field_topology_mhd,new_or_nonexact,needs_wolfram_translation
1,144,150,NEXT+0150,UnifiedFieldOptimizer.txt,206,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
1,145,151,NEXT+0151,UnifiedFieldOptimizer.txt,224,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
1,146,152,NEXT+0152,UnifiedFieldOptimizer.txt,228,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
1,147,153,NEXT+0153,UnifiedFieldOptimizer.txt,229,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
1,148,154,NEXT+0154,UnifiedFieldOptimizer.txt,230,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
1,149,155,NEXT+0155,UnifiedFieldOptimizer.txt,240,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
1,150,156,NEXT+0156,UnifiedFieldOptimizer.txt,268,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
1,151,158,NEXT+0158,UnifiedFieldOptimizer.txt,524,review,optimization_computation,new_or_nonexact,needs_wolfram_translation
1,152,159,NEXT+0159,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,51,review,geometry_topology,new_or_nonexact,file_has_parse_clean_wolfram
1,153,160,NEXT+0160,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,106,review,geometry_topology,new_or_nonexact,file_has_parse_clean_wolfram
1,154,161,NEXT+0161,UnifiedFieldTopology- Comprehensive Theory of Everything.txt,317,review,geometry_topology,new_or_nonexact,file_has_parse_clean_wolfram
1,155,162,NEXT+0162,_KleisliCategoryNon-DeterministicComputationMonads.txt,147,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
1,156,163,NEXT+0163,_KleisliCategoryNon-DeterministicComputationMonads.txt,507,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
1,157,164,NEXT+0164,_KleisliCategoryNon-DeterministicComputationMonads.txt,519,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
1,158,165,NEXT+0165,_KleisliCategoryNon-DeterministicComputationMonads.txt,567,review,category_type_theory,new_or_nonexact,file_has_parse_clean_wolfram
1,159,166,NEXT+0166,_Markdown.txt,36,review,geometry_topology,new_or_nonexact,file_has_parse_clean_wolfram
1,160,167,NEXT+0167,_Markdown.txt,37,review,signal_wave,new_or_nonexact,file_has_parse_clean_wolfram
1,161,168,NEXT+0168,_Markdown.txt,38,review,general_math,new_or_nonexact,file_has_parse_clean_wolfram
1,162,169,NEXT+0169,bbmap2.txt,68,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,163,170,NEXT+0170,latext.txt,58,review,general_math,new_or_nonexact,file_has_parse_clean_wolfram
1,164,171,NEXT+0171,latext.txt,161,review,general_math,new_or_nonexact,file_has_parse_clean_wolfram
1,165,173,NEXT+0173,quantum_communication_schematic.txt,34,review,quantum_entanglement,new_or_nonexact,needs_wolfram_translation
1,166,174,NEXT+0174,quantum_communication_schematic.txt,125,review,quantum_entanglement,new_or_nonexact,needs_wolfram_translation
1,167,176,NEXT+0176,univision.txt,115,review,general_math,new_or_nonexact,needs_wolfram_translation
1,168,177,NEXT+0177,univision.txt,173,review,quantum_entanglement,new_or_nonexact,needs_wolfram_translation
1,169,178,NEXT+0178,univision.txt,272,review,general_math,new_or_nonexact,needs_wolfram_translation
1,170,179,NEXT+0179,AntipodalEntanglement.txt,48,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,171,180,NEXT+0180,AntipodalEntanglement.txt,94,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,172,181,NEXT+0181,AntipodalEntanglement.txt,125,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,173,182,NEXT+0182,AntipodalEntanglement.txt,152,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,174,183,NEXT+0183,AntipodalEntanglement.txt,153,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,175,184,NEXT+0184,AntipodalEntanglement.txt,201,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,176,185,NEXT+0185,AntipodalEntanglement.txt,238,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,177,186,NEXT+0186,AntipodalEntanglement.txt,256,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,178,187,NEXT+0187,AntipodalEntanglement.txt,278,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,179,188,NEXT+0188,AntipodalEntanglement.txt,331,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,180,189,NEXT+0189,AntipodalEntanglement.txt,481,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,181,190,NEXT+0190,AntipodalEntanglementProtocol.txt,18,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,182,191,NEXT+0191,AntipodalEntanglementProtocol.txt,36,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,183,192,NEXT+0192,AntipodalEntanglementProtocol.txt,108,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,184,193,NEXT+0193,AntipodalEntanglementProtocol.txt,161,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,185,194,NEXT+0194,AntipodalEntanglementProtocol.txt,162,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,186,195,NEXT+0195,AntipodalEntanglementProtocol.txt,192,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,187,196,NEXT+0196,AntipodalEntanglementProtocol.txt,206,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,188,197,NEXT+0197,AntipodalEntanglementProtocol.txt,211,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,189,198,NEXT+0198,AntipodalEntanglementProtocol.txt,239,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,190,199,NEXT+0199,AntipodalEntanglementProtocol.txt,242,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,191,200,NEXT+0200,AntipodalEntanglementProtocol.txt,250,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,192,201,NEXT+0201,AntipodalEntanglementProtocol.txt,270,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,193,202,NEXT+0202,AntipodalEntanglementProtocol.txt,273,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,194,203,NEXT+0203,AntipodalEntanglementProtocol.txt,281,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,195,204,NEXT+0204,AntipodalEntanglementProtocol.txt,283,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,196,205,NEXT+0205,AntipodalEntanglementProtocol.txt,379,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,197,206,NEXT+0206,AntipodalEntanglementProtocol.txt,392,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,198,207,NEXT+0207,AntipodalEntanglementProtocol.txt,395,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,199,208,NEXT+0208,AntipodalEntanglementProtocol.txt,422,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,200,209,NEXT+0209,AntipodalEntanglementProtocol.txt,501,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,201,210,NEXT+0210,AntipodalEntanglementProtocol.txt,514,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,202,211,NEXT+0211,AntipodalEntanglementProtocol.txt,520,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,203,212,NEXT+0212,AntipodalEntanglementProtocol.txt,544,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,204,213,NEXT+0213,AntipodalEntanglementProtocol.txt,683,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,205,214,NEXT+0214,BBmaping.txt,72,review,general_math,new_or_nonexact,file_has_parse_clean_wolfram
1,206,215,NEXT+0215,BBmaping.txt,203,review,quantum_entanglement,new_or_nonexact,file_has_parse_clean_wolfram
1,207,216,NEXT+0216,BBmaping.txt,286,review,general_math,new_or_nonexact,file_has_parse_clean_wolfram
1,208,217,NEXT+0217,BBmaping.txt,303,review,general_math,new_or_nonexact,file_has_parse_clean_wolfram
1,209,218,NEXT+0218,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,70,review,protocol_systems,new_or_nonexact,file_has_parse_clean_wolfram
1,210,219,NEXT+0219,BYOB-IFP Protocol- Hyper-Rigorous Patent Formalization via Higher-Order Type-Theoretic.txt,234,review,protocol_systems,new_or_nonexact,file_has_parse_clean_wolfram
