source_root,file,theory,line,kind,subtype,name,operator_like,excerpt
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_DynamicsScaling_Carriers.thy,TZPID_DynamicsScaling_Carriers,34,definition,operator_or_carrier,ds_nonlinear_response,yes,"definition ds_nonlinear_response :: ""real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_DynamicsScaling_Carriers.thy,TZPID_DynamicsScaling_Carriers,39,definition,operator_or_carrier,ds_temporal_recovery_residual,yes,"definition ds_temporal_recovery_residual :: ""real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_DynamicsScaling_Carriers.thy,TZPID_DynamicsScaling_Carriers,43,definition,operator_or_carrier,ds_mode_closure_residual,yes,"definition ds_mode_closure_residual :: ""real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_DynamicsScaling_Carriers.thy,TZPID_DynamicsScaling_Carriers,47,definition,operator_or_carrier,ds_rotation_recovery_residual,yes,"definition ds_rotation_recovery_residual :: ""real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_DynamicsScaling_Carriers.thy,TZPID_DynamicsScaling_Carriers,53,definition,operator_or_carrier,ds_running_shift,yes,"definition ds_running_shift :: ""real \<Rightarrow> real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_DynamicsScaling_Carriers.thy,TZPID_DynamicsScaling_Carriers,56,definition,operator_or_carrier,ds_semiclassical_recovery_residual,yes,"definition ds_semiclassical_recovery_residual :: ""real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_DynamicsScaling_Carriers.thy,TZPID_DynamicsScaling_Carriers,60,definition,operator_or_carrier,ds_inverse_fourth_ratio,yes,"definition ds_inverse_fourth_ratio :: ""real \<Rightarrow> real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_DynamicsStability_Carriers.thy,TZPID_DynamicsStability_Carriers,22,definition,operator_or_carrier,dst_force_linearity_residual,yes,"definition dst_force_linearity_residual :: ""real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_DynamicsStability_Carriers.thy,TZPID_DynamicsStability_Carriers,26,definition,operator_or_carrier,dst_stationary_flow_margin,yes,"definition dst_stationary_flow_margin :: ""real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_DynamicsStability_Carriers.thy,TZPID_DynamicsStability_Carriers,35,definition,operator_or_carrier,dst_horizon_margin,yes,"definition dst_horizon_margin :: ""real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_DynamicsStability_Carriers.thy,TZPID_DynamicsStability_Carriers,40,definition,operator_or_carrier,dst_energy_drop_margin,yes,"definition dst_energy_drop_margin :: ""real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_DynamicsStability_Carriers.thy,TZPID_DynamicsStability_Carriers,44,definition,operator_or_carrier,dst_uniqueness_margin,yes,"definition dst_uniqueness_margin :: ""real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_DynamicsStability_Carriers.thy,TZPID_DynamicsStability_Carriers,48,definition,operator_or_carrier,dst_numerical_margin,yes,"definition dst_numerical_margin :: ""real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_DynamicsStability_Carriers.thy,TZPID_DynamicsStability_Carriers,51,definition,operator_or_carrier,dst_spectral_stability_margin,yes,"definition dst_spectral_stability_margin :: ""real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_DynamicsStability_Carriers.thy,TZPID_DynamicsStability_Carriers,56,definition,operator_or_carrier,dst_newtonian_recovery_residual,yes,"definition dst_newtonian_recovery_residual :: ""real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_EdgeCase_Strengthening.thy,TZPID_EdgeCase_Strengthening,29,definition,operator_or_carrier,vacuum_cutoff_admissible,yes,"definition vacuum_cutoff_admissible :: ""real \<Rightarrow> real \<Rightarrow> real \<Rightarrow> bool"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_EdgeCase_Strengthening.thy,TZPID_EdgeCase_Strengthening,38,definition,operator_or_carrier,finite_cutoff_guard,yes,"definition finite_cutoff_guard :: ""real \<Rightarrow> bool"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_EdgeCase_Strengthening.thy,TZPID_EdgeCase_Strengthening,48,definition,operator_or_carrier,alfven_speed,yes,"definition alfven_speed :: ""real \<Rightarrow> real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_EdgeCase_Strengthening.thy,TZPID_EdgeCase_Strengthening,51,definition,operator_or_carrier,alfven_mode_contract,yes,"definition alfven_mode_contract :: ""real \<Rightarrow> real \<Rightarrow> real \<Rightarrow> real \<Rightarrow> nat \<Rightarrow> bool"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_EdgeCase_Strengthening.thy,TZPID_EdgeCase_Strengthening,60,definition,operator_or_carrier,poisson_residual,yes,"definition poisson_residual :: ""real \<Rightarrow> real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_EdgeCase_Strengthening.thy,TZPID_EdgeCase_Strengthening,74,definition,operator_or_carrier,helmholtz_residual,yes,"definition helmholtz_residual :: ""real \<Rightarrow> real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_EdgeCase_Strengthening.thy,TZPID_EdgeCase_Strengthening,82,definition,operator_or_carrier,kk_massive_residual,yes,"definition kk_massive_residual :: ""real \<Rightarrow> int \<Rightarrow> real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_EdgeCase_Strengthening.thy,TZPID_EdgeCase_Strengthening,90,definition,operator_or_carrier,density_poisson_contract,yes,"definition density_poisson_contract :: ""real \<Rightarrow> real \<Rightarrow> real \<Rightarrow> real \<Rightarrow> real \<Rightarrow> bool"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_EdgeCase_Strengthening.thy,TZPID_EdgeCase_Strengthening,102,definition,operator_or_carrier,half_integer_winding_contract,yes,"definition half_integer_winding_contract :: ""real \<Rightarrow> bool"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_EdgeCase_Strengthening.thy,TZPID_EdgeCase_Strengthening,114,definition,operator_or_carrier,ratio_gate_contract,yes,"definition ratio_gate_contract :: ""real \<Rightarrow> real \<Rightarrow> bool"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_EdgeCase_Strengthening.thy,TZPID_EdgeCase_Strengthening,122,definition,operator_or_carrier,kuramoto_threshold_contract,yes,"definition kuramoto_threshold_contract :: ""real \<Rightarrow> real \<Rightarrow> real \<Rightarrow> bool"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_EdgeCase_Strengthening.thy,TZPID_EdgeCase_Strengthening,129,definition,operator_or_carrier,elsasser_contract,yes,"definition elsasser_contract :: ""real \<Rightarrow> real \<Rightarrow> real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_EdgeCase_Strengthening.thy,TZPID_EdgeCase_Strengthening,136,definition,operator_or_carrier,pressure_threshold_contract,yes,"definition pressure_threshold_contract :: ""real \<Rightarrow> real \<Rightarrow> bool"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_EdgeCase_Strengthening.thy,TZPID_EdgeCase_Strengthening,145,definition,operator_or_carrier,bessel_gyro_product_contract,yes,"definition bessel_gyro_product_contract :: ""real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_EdgeCase_Strengthening.thy,TZPID_EdgeCase_Strengthening,152,definition,operator_or_carrier,helicity_integral_contract,yes,"definition helicity_integral_contract :: ""real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_EdgeCase_Strengthening.thy,TZPID_EdgeCase_Strengthening,159,definition,operator_or_carrier,helicity_sum_conservation_contract,yes,"definition helicity_sum_conservation_contract :: ""real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_EdgeCase_Strengthening.thy,TZPID_EdgeCase_Strengthening,168,definition,operator_or_carrier,einstein_recovery_residual,yes,"definition einstein_recovery_residual :: ""real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_EdgeCase_Strengthening.thy,TZPID_EdgeCase_Strengthening,186,definition,operator_or_carrier,spherical_mode_factor_contract,yes,"definition spherical_mode_factor_contract :: ""real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_EdgeCase_Strengthening.thy,TZPID_EdgeCase_Strengthening,193,definition,operator_or_carrier,finite_mode_sum_contract,yes,"definition finite_mode_sum_contract :: ""nat \<Rightarrow> bool"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_EmergenceBifurcation_NormalForms.thy,TZPID_EmergenceBifurcation_NormalForms,27,definition,operator_or_carrier,eb_pitchfork_residual,yes,"definition eb_pitchfork_residual :: ""real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_EmergenceBifurcation_NormalForms.thy,TZPID_EmergenceBifurcation_NormalForms,30,definition,operator_or_carrier,eb_pitchfork_equilibrium,yes,"definition eb_pitchfork_equilibrium :: ""real \<Rightarrow> real \<Rightarrow> bool"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_EmergenceBifurcation_NormalForms.thy,TZPID_EmergenceBifurcation_NormalForms,34,definition,operator_or_carrier,eb_pitchfork_nonzero_branch,yes,"definition eb_pitchfork_nonzero_branch :: ""real \<Rightarrow> real \<Rightarrow> bool"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_EmergenceBifurcation_NormalForms.thy,TZPID_EmergenceBifurcation_NormalForms,38,definition,operator_or_carrier,eb_saddle_node_residual,yes,"definition eb_saddle_node_residual :: ""real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_EmergenceBifurcation_NormalForms.thy,TZPID_EmergenceBifurcation_NormalForms,41,definition,operator_or_carrier,eb_transition_boundary_residual,yes,"definition eb_transition_boundary_residual :: ""real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_EmergenceBifurcation_NormalForms.thy,TZPID_EmergenceBifurcation_NormalForms,44,definition,operator_or_carrier,eb_transition_boundary,yes,"definition eb_transition_boundary :: ""real \<Rightarrow> real \<Rightarrow> bool"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_FifthFlip_CrystalScaleInvariance.thy,TZPID_FifthFlip_CrystalScaleInvariance,28,definition,operator_or_carrier,ff_reciprocal_flip,yes,"definition ff_reciprocal_flip :: ""real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_FifthFlip_CrystalScaleInvariance.thy,TZPID_FifthFlip_CrystalScaleInvariance,31,definition,operator_or_carrier,ff_golden_fixed_point,yes,"definition ff_golden_fixed_point :: ""real \<Rightarrow> bool"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_FifthFlip_CrystalScaleInvariance.thy,TZPID_FifthFlip_CrystalScaleInvariance,34,definition,operator_or_carrier,ff_golden_trace,yes,"definition ff_golden_trace :: ""real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_FifthFlip_CrystalScaleInvariance.thy,TZPID_FifthFlip_CrystalScaleInvariance,37,definition,operator_or_carrier,ff_crystal_trace_admissible,yes,"definition ff_crystal_trace_admissible :: ""real \<Rightarrow> bool"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_FifthFlip_CrystalScaleInvariance.thy,TZPID_FifthFlip_CrystalScaleInvariance,41,definition,operator_or_carrier,ff_rational_lock_ratio,yes,"definition ff_rational_lock_ratio :: ""real \<Rightarrow> bool"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_FifthFlip_CrystalScaleInvariance.thy,TZPID_FifthFlip_CrystalScaleInvariance,45,definition,operator_or_carrier,ff_scale_invariant_flip_hinge,yes,"definition ff_scale_invariant_flip_hinge :: ""real \<Rightarrow> bool"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_FoldTime_Foundation.thy,TZPID_FoldTime_Foundation,19,definition,operator_or_carrier,fold_mode_gap,yes,"definition fold_mode_gap :: ""real \<Rightarrow> real \<Rightarrow> real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_FoldTime_Foundation.thy,TZPID_FoldTime_Foundation,23,definition,operator_or_carrier,fold_tick,yes,"definition fold_tick :: ""real \<Rightarrow> real \<Rightarrow> real \<Rightarrow> real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_FoldTime_Foundation.thy,TZPID_FoldTime_Foundation,32,definition,operator_or_carrier,elapsed_from_fold_count,yes,"definition elapsed_from_fold_count :: ""real \<Rightarrow> nat \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_FoldTime_Foundation.thy,TZPID_FoldTime_Foundation,35,definition,operator_or_carrier,entropy_arrow,yes,"definition entropy_arrow :: ""real \<Rightarrow> int"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_FoldTime_Foundation.thy,TZPID_FoldTime_Foundation,39,definition,operator_or_carrier,margolus_levitin_quarter_tick,yes,"definition margolus_levitin_quarter_tick :: ""real \<Rightarrow> real"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_FoldTime_Foundation.thy,TZPID_FoldTime_Foundation,42,definition,operator_or_carrier,decay_scale_matches_fold_tick,yes,"definition decay_scale_matches_fold_tick :: ""real \<Rightarrow> real \<Rightarrow> real \<Rightarrow> bool"" where"
D:\TZPIDProof\tzpid_proof\isabelle_tzpid,D:\TZPIDProof\tzpid_proof\isabelle_tzpid\TZPID_Geometry_Manifold_Model.thy,TZPID_Geometry_Manifold_Model,27,definition,operator_or_carrier,trawinistic_manifold_guard,yes,"definition trawinistic_manifold_guard :: ""geom_dimension \<Rightarrow> bool"" where"
