dep_rung,dep_id,dependent_rung,dependent_id,reason
19,ID0020,1777,ID1833,explicit_id_reference;ladder_rests_on
19,ID0020,1778,ID1834,explicit_id_reference;ladder_rests_on
19,ID0020,1786,ID1842,explicit_id_reference
19,ID0020,8372,ID9012,explicit_id_reference
19,ID0020,8373,ID9013,explicit_id_reference
19,ID0020,8398,ID9040,explicit_id_reference
19,ID0020,8399,ID9041,explicit_id_reference
19,ID0020,8400,ID9042,explicit_id_reference
19,ID0020,8409,ID9051,explicit_id_reference
19,ID0020,8410,ID9052,explicit_id_reference
19,ID0020,8411,ID9053,explicit_id_reference
19,ID0020,8439,ID9082,explicit_id_reference
19,ID0020,8440,ID9083,explicit_id_reference
19,ID0020,8478,ID9119,explicit_id_reference
19,ID0020,8479,ID9120,explicit_id_reference
20,ID0021,1146,ID1188,explicit_id_reference;ladder_rests_on
20,ID0021,8400,ID9042,explicit_id_reference
21,ID0022,1805,ID1861,explicit_id_reference;ladder_rests_on
21,ID0022,8401,ID9043,explicit_id_reference
21,ID0022,8402,ID9044,explicit_id_reference
22,ID0023,1451,ID1496,explicit_id_reference;ladder_rests_on
22,ID0023,1763,ID1817,explicit_id_reference;ladder_rests_on
22,ID0023,1766,ID1820,explicit_id_reference;ladder_rests_on
22,ID0023,1804,ID1860,explicit_id_reference;ladder_rests_on
22,ID0023,1805,ID1861,explicit_id_reference
22,ID0023,1808,ID1865,explicit_id_reference;ladder_rests_on
22,ID0023,3594,ID4072,explicit_id_reference;ladder_rests_on
22,ID0023,5378,ID5978,explicit_id_reference;ladder_rests_on
22,ID0023,8144,ID8785,explicit_id_reference
22,ID0023,8145,ID8786,explicit_id_reference
22,ID0023,8403,ID9045,explicit_id_reference
22,ID0023,8419,ID9061,explicit_id_reference
22,ID0023,8420,ID9062,explicit_id_reference
22,ID0023,8426,ID9068,explicit_id_reference
22,ID0023,8430,ID9072,explicit_id_reference
22,ID0023,8431,ID9073,explicit_id_reference
22,ID0023,8432,ID9074,explicit_id_reference
22,ID0023,8721,ID9355,explicit_id_reference
22,ID0023,10256,ID1863,explicit_id_reference;ladder_rests_on
23,ID0024,1753,ID1804,explicit_id_reference;ladder_rests_on
23,ID0024,1780,ID1836,explicit_id_reference;ladder_rests_on
23,ID0024,1805,ID1861,explicit_id_reference;ladder_rests_on
23,ID0024,5379,ID5979,explicit_id_reference;ladder_rests_on
23,ID0024,8144,ID8785,explicit_id_reference
23,ID0024,8145,ID8786,explicit_id_reference
23,ID0024,8404,ID9046,explicit_id_reference
23,ID0024,8405,ID9047,explicit_id_reference
23,ID0024,8406,ID9048,explicit_id_reference
23,ID0024,8407,ID9049,explicit_id_reference
23,ID0024,8701,ID9338,explicit_id_reference
23,ID0024,8739,ID9373,explicit_id_reference
23,ID0024,9550,ID9337,explicit_id_reference
23,ID0024,9602,ID10164,gold_spine_sequence:energy_to_matter;ladder_rests_on
24,ID0025,1452,ID1497,explicit_id_reference;ladder_rests_on
24,ID0025,1784,ID1840,explicit_id_reference;ladder_rests_on
24,ID0025,1789,ID1845,explicit_id_reference;ladder_rests_on
24,ID0025,3596,ID4074,explicit_id_reference;ladder_rests_on
24,ID0025,8408,ID9050,explicit_id_reference
24,ID0025,8409,ID9051,explicit_id_reference
24,ID0025,8410,ID9052,explicit_id_reference
24,ID0025,8411,ID9053,explicit_id_reference
24,ID0025,8739,ID9373,explicit_id_reference
25,ID0026,5380,ID5980,explicit_id_reference;ladder_rests_on
25,ID0026,8412,ID9054,explicit_id_reference
25,ID0026,8413,ID9055,explicit_id_reference
26,ID0027,8414,ID9056,explicit_id_reference
26,ID0027,8415,ID9057,explicit_id_reference
26,ID0027,8416,ID9058,explicit_id_reference
27,ID0028,8144,ID8785,explicit_id_reference
27,ID0028,8417,ID9059,explicit_id_reference
27,ID0028,8722,ID9356,explicit_id_reference
28,ID0029,29,ID0030,explicit_id_reference;ladder_rests_on
28,ID0029,1206,ID1249,explicit_id_reference
28,ID0029,1867,ID1931,explicit_id_reference
28,ID0029,5381,ID5981,explicit_id_reference;ladder_rests_on
28,ID0029,8418,ID9060,explicit_id_reference
28,ID0029,8419,ID9061,explicit_id_reference
28,ID0029,8420,ID9062,explicit_id_reference
28,ID0029,8421,ID9063,explicit_id_reference
28,ID0029,8422,ID9064,explicit_id_reference
28,ID0029,8423,ID9065,explicit_id_reference;ladder_rests_on
28,ID0029,8425,ID9067,explicit_id_reference
29,ID0030,1147,ID1189,explicit_id_reference;ladder_rests_on
29,ID0030,5382,ID5982,explicit_id_reference;ladder_rests_on
29,ID0030,8421,ID9063,explicit_id_reference
29,ID0030,8422,ID9064,explicit_id_reference
29,ID0030,8747,ID9381,explicit_id_reference
30,ID0031,8423,ID9065,explicit_id_reference
30,ID0031,8424,ID9066,explicit_id_reference
30,ID0031,8425,ID9067,explicit_id_reference
30,ID0031,8747,ID9381,explicit_id_reference
31,ID0032,32,ID0034,explicit_id_reference;ladder_rests_on
31,ID0032,33,ID0033,explicit_id_reference;ladder_rests_on
31,ID0032,8145,ID8786,explicit_id_reference
31,ID0032,8426,ID9068,explicit_id_reference
31,ID0032,8427,ID9069,explicit_id_reference
31,ID0032,8428,ID9070,explicit_id_reference
31,ID0032,8429,ID9071,explicit_id_reference
31,ID0032,8430,ID9072,explicit_id_reference
32,ID0034,33,ID0033,explicit_id_reference;ladder_rests_on
32,ID0034,8427,ID9069,explicit_id_reference
32,ID0034,8428,ID9070,explicit_id_reference
32,ID0034,8429,ID9071,explicit_id_reference
32,ID0034,8430,ID9072,explicit_id_reference
32,ID0034,8724,ID9358,explicit_id_reference
33,ID0033,1865,ID1929,explicit_id_reference;ladder_rests_on
34,ID0035,1454,ID1499,explicit_id_reference;ladder_rests_on
34,ID0035,2221,ID2297,explicit_id_reference;ladder_rests_on
34,ID0035,8145,ID8786,explicit_id_reference
34,ID0035,8431,ID9073,explicit_id_reference
34,ID0035,8432,ID9074,explicit_id_reference
35,ID0036,1148,ID1190,explicit_id_reference;ladder_rests_on
35,ID0036,8433,ID9075,explicit_id_reference
35,ID0036,8434,ID9076,explicit_id_reference
36,ID0040,2562,ID2645,explicit_id_reference;ladder_rests_on
36,ID0040,2564,ID2647,explicit_id_reference;ladder_rests_on
36,ID0040,2565,ID2648,explicit_id_reference;ladder_rests_on
36,ID0040,2770,ID2861,explicit_id_reference;ladder_rests_on
36,ID0040,2771,ID2862,explicit_id_reference;ladder_rests_on
36,ID0040,2801,ID2898,explicit_id_reference;ladder_rests_on
36,ID0040,2802,ID2899,explicit_id_reference;ladder_rests_on
36,ID0040,8145,ID8786,explicit_id_reference
36,ID0040,8447,ID9081,explicit_id_reference
36,ID0040,8723,ID9357,explicit_id_reference
37,ID0041,1830,ID1893,explicit_id_reference;ladder_rests_on
37,ID0041,2566,ID2649,explicit_id_reference;ladder_rests_on
37,ID0041,4157,ID4642,explicit_id_reference;ladder_rests_on
37,ID0041,5383,ID5984,explicit_id_reference;ladder_rests_on
37,ID0041,8439,ID9082,explicit_id_reference
37,ID0041,8440,ID9083,explicit_id_reference
37,ID0041,8441,ID9085,explicit_id_reference
37,ID0041,8704,ID9341,explicit_id_reference
38,ID0042,8723,ID9357,explicit_id_reference
39,ID0043,1150,ID1192,explicit_id_reference;ladder_rests_on
39,ID0043,8441,ID9085,explicit_id_reference
39,ID0043,8444,ID9084,explicit_id_reference
40,ID0046,2567,ID2650,explicit_id_reference;ladder_rests_on
40,ID0046,8142,ID8783,explicit_id_reference
40,ID0046,8143,ID8784,explicit_id_reference
41,ID0047,2568,ID2651,explicit_id_reference;ladder_rests_on
41,ID0047,8146,ID8787,explicit_id_reference
41,ID0047,8449,ID9089,explicit_id_reference
41,ID0047,9297,ID0048,explicit_id_reference;ladder_rests_on
42,ID0049,44,ID0051,explicit_id_reference;ladder_rests_on
42,ID0049,2569,ID2653,explicit_id_reference;ladder_rests_on
42,ID0049,8449,ID9089,explicit_id_reference
42,ID0049,8450,ID9090,explicit_id_reference
42,ID0049,8451,ID9091,explicit_id_reference
42,ID0049,9386,ID2863,explicit_id_reference;ladder_rests_on
43,ID0050,1457,ID1504,explicit_id_reference;ladder_rests_on
43,ID0050,8452,ID9092,explicit_id_reference
43,ID0050,8453,ID9093,explicit_id_reference
43,ID0050,8455,ID9095,explicit_id_reference
43,ID0050,8456,ID9096,explicit_id_reference
43,ID0050,8457,ID9097,explicit_id_reference
43,ID0050,8725,ID9359,explicit_id_reference
44,ID0051,8452,ID9092,explicit_id_reference
44,ID0051,8453,ID9093,explicit_id_reference
44,ID0051,8462,ID9102,explicit_id_reference
44,ID0051,8463,ID9103,explicit_id_reference
44,ID0051,8467,ID9108,explicit_id_reference
44,ID0051,8468,ID9109,explicit_id_reference
44,ID0051,8469,ID9110,explicit_id_reference
44,ID0051,8470,ID9111,explicit_id_reference;ladder_rests_on
44,ID0051,8724,ID9358,explicit_id_reference
45,ID0052,8454,ID9094,explicit_id_reference
45,ID0052,8455,ID9095,explicit_id_reference
45,ID0052,8456,ID9096,explicit_id_reference
46,ID0053,8457,ID9097,explicit_id_reference
46,ID0053,8458,ID9098,explicit_id_reference
47,ID0054,8459,ID9099,explicit_id_reference
47,ID0054,8460,ID9100,explicit_id_reference
47,ID0054,8461,ID9101,explicit_id_reference
47,ID0054,8726,ID9360,explicit_id_reference
48,ID0055,960,ID0998,explicit_id_reference
48,ID0055,1659,ID1709,explicit_id_reference
48,ID0055,8460,ID9100,explicit_id_reference
48,ID0055,8461,ID9101,explicit_id_reference
48,ID0055,8462,ID9102,explicit_id_reference
48,ID0055,8463,ID9103,explicit_id_reference
48,ID0055,8725,ID9359,explicit_id_reference
49,ID0056,8462,ID9102,explicit_id_reference
49,ID0056,8463,ID9103,explicit_id_reference
49,ID0056,8726,ID9360,explicit_id_reference
50,ID0057,8464,ID9104,explicit_id_reference
50,ID0057,8465,ID9105,explicit_id_reference
51,ID0058,8464,ID9104,explicit_id_reference
51,ID0058,8465,ID9105,explicit_id_reference
51,ID0058,8466,ID9107,explicit_id_reference
51,ID0058,8481,ID9122,explicit_id_reference
51,ID0058,8482,ID9123,explicit_id_reference
51,ID0058,9350,ID9106,explicit_id_reference
52,ID0059,860,ID0896,explicit_id_reference
52,ID0059,8466,ID9107,explicit_id_reference
52,ID0059,8728,ID9362,explicit_id_reference
52,ID0059,8729,ID9363,explicit_id_reference
52,ID0059,9350,ID9106,explicit_id_reference
53,ID0060,860,ID0896,explicit_id_reference
53,ID0060,8471,ID9112,explicit_id_reference
53,ID0060,8474,ID9115,explicit_id_reference
53,ID0060,8475,ID9116,explicit_id_reference
53,ID0060,8476,ID9117,explicit_id_reference
53,ID0060,8481,ID9122,explicit_id_reference
53,ID0060,8482,ID9123,explicit_id_reference
54,ID0061,860,ID0896,explicit_id_reference
55,ID0062,860,ID0896,explicit_id_reference
55,ID0062,1529,ID1576,ladder_rests_on
55,ID0062,1838,ID1902,ladder_rests_on
55,ID0062,8364,ID9007,explicit_id_reference
55,ID0062,8467,ID9108,explicit_id_reference
55,ID0062,8468,ID9109,explicit_id_reference
55,ID0062,8469,ID9110,explicit_id_reference
55,ID0062,8484,ID9125,explicit_id_reference
55,ID0062,8730,ID9364,explicit_id_reference
56,ID0063,8470,ID9111,explicit_id_reference
56,ID0063,8471,ID9112,explicit_id_reference
57,ID0064,8472,ID9113,explicit_id_reference
57,ID0064,8473,ID9114,explicit_id_reference
58,ID0065,8474,ID9115,explicit_id_reference
58,ID0065,8475,ID9116,explicit_id_reference
58,ID0065,8476,ID9117,explicit_id_reference
59,ID0066,7992,ID8630,explicit_id_reference;ladder_rests_on
60,ID0067,1816,ID1876,explicit_id_reference;ladder_rests_on
60,ID0067,1831,ID1894,explicit_id_reference;ladder_rests_on
60,ID0067,1832,ID1895,explicit_id_reference;ladder_rests_on
61,ID0068,8477,ID9118,explicit_id_reference
61,ID0068,8478,ID9119,explicit_id_reference
61,ID0068,8479,ID9120,explicit_id_reference
63,ID0070,8495,ID9136,explicit_id_reference;ladder_rests_on
66,ID0073,8480,ID9121,explicit_id_reference
66,ID0073,8727,ID9361,explicit_id_reference
67,ID0074,1196,ID1239,ladder_rests_on
67,ID0074,1840,ID1904,ladder_rests_on
67,ID0074,8480,ID9121,explicit_id_reference
67,ID0074,8727,ID9361,explicit_id_reference
68,ID0075,8481,ID9122,explicit_id_reference
68,ID0075,8482,ID9123,explicit_id_reference
68,ID0075,8484,ID9125,explicit_id_reference
69,ID0076,8483,ID9124,explicit_id_reference
69,ID0076,8484,ID9125,explicit_id_reference
69,ID0076,8727,ID9361,explicit_id_reference
73,ID0080,8728,ID9362,explicit_id_reference
73,ID0080,8729,ID9363,explicit_id_reference
74,ID0081,8728,ID9362,explicit_id_reference
74,ID0081,8729,ID9363,explicit_id_reference
76,ID0083,8728,ID9362,explicit_id_reference
76,ID0083,8729,ID9363,explicit_id_reference
78,ID0085,8485,ID9126,explicit_id_reference
79,ID0086,3485,ID3961,explicit_id_reference;ladder_rests_on
79,ID0086,3535,ID4011,explicit_id_reference;ladder_rests_on
80,ID0088,8486,ID9127,explicit_id_reference
80,ID0088,8487,ID9128,explicit_id_reference
81,ID0091,8488,ID9129,explicit_id_reference
81,ID0091,8489,ID9130,explicit_id_reference
82,ID0092,8488,ID9129,explicit_id_reference
82,ID0092,8489,ID9130,explicit_id_reference
84,ID0094,8490,ID9131,explicit_id_reference
84,ID0094,8491,ID9132,explicit_id_reference
86,ID0096,1813,ID1872,explicit_id_reference;ladder_rests_on
86,ID0096,8492,ID9133,explicit_id_reference
86,ID0096,8493,ID9134,explicit_id_reference
86,ID0096,8494,ID9135,explicit_id_reference
86,ID0096,8730,ID9364,explicit_id_reference
87,ID0098,8495,ID9136,explicit_id_reference
87,ID0098,8496,ID9137,explicit_id_reference
88,ID0099,8497,ID9138,explicit_id_reference
88,ID0099,8498,ID9139,explicit_id_reference
88,ID0099,8730,ID9364,explicit_id_reference
89,ID0101,1818,ID1878,explicit_id_reference
90,ID0102,8697,ID9333,explicit_id_reference
92,ID0106,8499,ID9141,explicit_id_reference
92,ID0106,8697,ID9333,explicit_id_reference
92,ID0106,10241,ID3698,explicit_id_reference;ladder_rests_on
92,ID0106,10242,ID4062,explicit_id_reference;ladder_rests_on
92,ID0106,10243,ID5154,explicit_id_reference;ladder_rests_on
92,ID0106,10244,ID5158,explicit_id_reference;ladder_rests_on
93,ID0107,8698,ID9334,explicit_id_reference
94,ID0108,8697,ID9333,explicit_id_reference
95,ID0109,3233,ID3699,explicit_id_reference;ladder_rests_on
95,ID0109,3585,ID4063,explicit_id_reference;ladder_rests_on
95,ID0109,4666,ID5155,explicit_id_reference;ladder_rests_on
95,ID0109,4669,ID5159,explicit_id_reference;ladder_rests_on
95,ID0109,8500,ID9142,explicit_id_reference
95,ID0109,8698,ID9334,explicit_id_reference
96,ID0110,3235,ID3701,explicit_id_reference;ladder_rests_on
96,ID0110,3586,ID4064,explicit_id_reference;ladder_rests_on
96,ID0110,4667,ID5156,explicit_id_reference;ladder_rests_on
97,ID0111,3235,ID3701,explicit_id_reference;ladder_rests_on
97,ID0111,3586,ID4064,explicit_id_reference;ladder_rests_on
97,ID0111,4667,ID5156,explicit_id_reference;ladder_rests_on
99,ID0113,3236,ID3702,explicit_id_reference;ladder_rests_on
99,ID0113,3587,ID4065,explicit_id_reference;ladder_rests_on
99,ID0113,4668,ID5157,explicit_id_reference;ladder_rests_on
99,ID0113,4670,ID5160,explicit_id_reference;ladder_rests_on
104,ID0120,8507,ID9147,explicit_id_reference
104,ID0120,8508,ID9148,explicit_id_reference
